time = 2.2	Re = 90
0.198934	0.024693	0
0.209485	-0.024377	1
0.210997	-0.077727	2
0.206522	-0.114286	3
0.200544	-0.149622	4
0.207577	-0.180189	5
0.215772	-0.209236	6
0.247709	-0.210891	7
0.281882	-0.209135	8
0.325901	-0.187622	9
0.370167	-0.156119	10
0.391676	-0.132514	11
0.413081	-0.108205	12
0.431713	-0.079728	13
0.449933	-0.050456	14
0.463380	-0.016885	15
0.476559	0.018434	16
0.486444	0.056091	17
0.494064	0.094849	18
0.496760	0.134569	19
0.497797	0.175157	20
0.494368	0.214957	21
0.489077	0.255171	22
0.479496	0.293179	23
0.467924	0.332020	24
0.453544	0.367969	25
0.437463	0.404406	26
0.418313	0.438712	27
0.397712	0.473032	28
0.375330	0.505469	29
0.351349	0.538285	30
0.326887	0.567747	31
0.301483	0.597855	32
0.273346	0.627656	33
0.243236	0.658665	34
0.211575	0.688489	35
0.175900	0.720306	36
0.133842	0.752791	37
0.107920	0.768375	38
0.081933	0.783876	39
0.052201	0.794383	40
0.022926	0.804450	41
-0.007254	0.809983	42
-0.037047	0.815571	43
-0.094800	0.818773	44
-0.148387	0.818224	45
-0.196004	0.814958	46
-0.240476	0.811126	47
-0.282344	0.805815	48
-0.320852	0.801444	49
-0.358222	0.795559	50
-0.391720	0.791175	51
-0.422363	0.786458	52
-0.452283	0.782576	53
-0.482849	0.777196	54
-0.511148	0.773398	55
-0.538639	0.768528	56
-0.566793	0.763665	57
-0.599576	0.768617	58
-0.615604	0.781611	59
