time = 5	Re = 90
0.190594	0.059875	0
0.204212	0.005768	1
0.203951	-0.024437	2
0.203279	-0.055452	3
0.187423	-0.107507	4
0.171065	-0.135552	5
0.152943	-0.165140	6
0.125800	-0.189902	7
0.094235	-0.216368	8
0.061541	-0.233135	9
0.026655	-0.247974	10
-0.003371	-0.259711	11
-0.033229	-0.271189	12
-0.060867	-0.291390	13
-0.027075	-0.320759	14
0.002365	-0.333372	15
0.033040	-0.345470	16
0.078919	-0.349688	17
0.130157	-0.348541	18
0.185131	-0.337009	19
0.214280	-0.326674	20
0.243686	-0.316022	21
0.271572	-0.299718	22
0.300014	-0.282435	23
0.327481	-0.260202	24
0.355618	-0.235804	25
0.378586	-0.208424	26
0.402159	-0.178032	27
0.421921	-0.144737	28
0.442555	-0.106921	29
0.453895	-0.071632	30
0.466399	-0.032459	31
0.472560	0.007295	32
0.477902	0.050958	33
0.477548	0.093157	34
0.474051	0.138385	35
0.465670	0.177571	36
0.453719	0.218071	37
0.438956	0.248259	38
0.422112	0.279409	39
0.403345	0.304584	40
0.382820	0.330560	41
0.344699	0.364140	42
0.304740	0.391064	43
0.271699	0.406304	44
0.237995	0.421208	45
0.208324	0.434644	46
0.176052	0.456885	47
0.145714	0.488768	48
0.127045	0.523206	49
0.110035	0.561077	50
0.097807	0.600268	51
0.084251	0.643990	52
0.073723	0.684909	53
0.032277	0.718415	54
0.015676	0.714002	55
-0.015310	0.718203	56
-0.047308	0.722224	57
-0.023420	0.714232	58
-0.061628	0.710643	59
-0.098314	0.704055	60
-0.146564	0.689958	61
-0.139130	0.686883	62
-0.176044	0.677251	63
-0.212078	0.666701	64
-0.196354	0.667298	65
-0.234369	0.654324	66
-0.270398	0.640540	67
-0.319238	0.615624	68
-0.367609	0.585628	69
-0.416673	0.552768	70
-0.436259	0.534887	71
-0.461898	0.514179	72
-0.487553	0.492786	73
-0.515377	0.462625	74
-0.536352	0.439303	75
-0.557467	0.415505	76
-0.565729	0.400660	77
-0.584125	0.375940	78
-0.602688	0.350948	79
-0.612291	0.331305	80
-0.640595	0.282995	81
-0.654327	0.252878	82
-0.668373	0.220875	83
-0.673244	0.202578	84
-0.691103	0.154055	85
-0.698880	0.123585	86
-0.706591	0.092033	87
-0.711376	0.062441	88
-0.716128	0.032503	89
-0.721448	-0.024292	90
-0.721981	-0.076957	91
-0.720280	-0.129850	92
-0.714966	-0.175506	93
-0.707398	-0.227003	94
-0.696986	-0.270796	95
-0.688545	-0.300249	96
-0.679866	-0.329857	97
-0.665373	-0.365909	98
-0.645870	-0.411595	99
-0.628274	-0.445009	100
-0.604494	-0.488473	101
-0.583091	-0.521420	102
-0.559478	-0.555564	103
-0.532591	-0.589502	104
-0.503411	-0.623619	105
-0.477782	-0.650314	106
-0.450793	-0.677033	107
-0.423247	-0.701365	108
-0.393641	-0.725973	109
-0.366364	-0.746139	110
-0.338488	-0.766112	111
-0.306376	-0.786450	112
-0.270465	-0.807839	113
-0.240006	-0.823778	114
-0.209733	-0.839178	115
-0.182150	-0.850944	116
-0.153690	-0.862932	117
-0.098188	-0.882035	118
-0.063626	-0.891164	119
-0.023119	-0.900052	120
0.010227	-0.906650	121
0.042333	-0.912791	122
0.072779	-0.917424	123
0.102721	-0.921576	124
0.162471	-0.924175	125
0.202911	-0.921641	126
0.255687	-0.916319	127
0.309717	-0.911638	128
0.352646	-0.908581	129
0.377205	-0.919904	130
