time = 44.1	Re = 1	rotation = 7.01858
-0.625576	0.659483	5638	
-0.429745	0.487516	2861	
-0.059108	0.934658	2433	
0.275713	0.011697	1904	
0.533182	0.607749	6368	
0.715264	-0.319945	5955	
0.377841	0.258883	1445	
0.376760	0.615900	6366	
-0.013618	-0.803447	1693	
0.063827	-0.307672	4530	
0.557945	0.469484	1218	
-0.643530	0.384489	6205	
0.638450	0.102142	3095	
0.173137	0.205017	2563	
0.623887	0.408746	4190	
-0.730817	0.256939	2132	
0.272276	0.298174	8516	
0.303501	0.860418	1159	
0.105572	-0.937546	6830	
-0.168447	0.914010	900	
0.191435	0.569892	6664	
-0.575907	0.401004	4639	
-0.008827	-0.405284	6294	
0.194269	-0.102409	3851	
0.495237	0.196347	3040	
0.522944	0.202714	3409	
-0.196004	-0.645530	5301	
0.753436	-0.449985	6736	
0.093752	0.358267	8803	
0.245140	0.459097	7060	
0.521846	0.255458	7648	
0.142163	-0.858082	7041	
0.480251	0.396854	1393	
-0.546026	-0.766118	6476	
0.254807	-0.047164	7644	
-0.371714	-0.790527	3626	
0.335860	-0.721993	1144	
-0.526443	-0.452656	2254	
0.271043	-0.158138	4681	
-0.122108	-0.808853	4923	
-0.902690	-0.254299	8453	
0.088194	-0.958752	2333	
0.048691	-0.400246	4522	
0.567974	-0.156905	495	
0.238074	0.178756	5795	
0.768673	-0.610845	6250	
0.426122	0.464117	5304	
0.263626	0.232868	5988	
0.197729	0.122828	1559	
0.534736	-0.371328	5228	
0.256742	-0.197975	7897	
-0.203694	-0.795133	7288	
0.340262	-0.112723	1232	
-0.287515	-0.890915	1275	
-0.653164	0.163524	4376	
-0.056544	-0.826472	1340	
0.549681	-0.050054	5388	
0.157652	0.437846	711	
-0.815115	-0.156921	3938	
-0.470712	0.693065	6185	
0.260472	0.802375	7320	
0.944752	-0.194058	716	
0.438071	-0.218376	1835	
0.072748	0.173979	1662	
0.530548	0.617533	7323	
0.206213	-0.037652	2827	
0.260529	-0.610738	7512	
0.671155	0.569493	7786	
0.284255	-0.926227	2956	
-0.762330	0.316623	7695	
0.597018	0.001954	1242	
0.277624	-0.930498	7536	
0.131816	0.379783	2933	
0.510213	0.268639	7326	
0.195696	0.173457	1992	
0.174361	-0.106993	3291	
-0.335113	0.657609	3255	
0.482272	0.022112	2526	
0.743507	0.262640	3361	
-0.542136	-0.780679	6476	
0.315083	-0.146114	818	
0.674846	0.563754	7786	
0.672166	-0.140946	5690	
-0.657292	-0.377646	5672	
0.779522	0.113001	3490	
0.910996	-0.324889	5604	
0.001976	-0.412196	8813	
0.195443	0.410210	3086	
-0.600291	-0.617351	5187	
-0.435019	-0.468366	6156	
-0.602204	0.561164	6053	
-0.715224	0.056333	870	
-0.704638	0.075370	1032	
0.724469	0.188260	489	
0.189993	0.341759	8916	
0.398284	0.402109	3508	
-0.938804	0.140667	7808	
0.473238	0.188476	1155	
0.060843	0.840157	5630	
0.341094	0.370270	791	
0.751857	-0.453501	6535	
-0.403017	-0.573675	7760	
-0.707861	0.022641	736	
0.483982	-0.117920	2643	
0.272544	-0.230944	8900	
0.964454	-0.086326	1509	
0.369293	-0.037309	2876	
-0.308349	0.596632	8311	
0.403680	-0.317380	3806	
0.214998	0.066461	4488	
0.794036	-0.544026	4520	
-0.808039	0.156130	4894	
0.591262	-0.113027	1970	
0.077119	0.843087	7110	
0.595702	-0.661989	9170	
0.344058	0.303522	7945	
0.452224	0.038521	4231	
0.419014	0.004557	4887	
-0.723056	-0.412229	4172	
0.789132	0.048835	3363	
-0.708373	-0.665436	5121	
0.559950	-0.682831	8587	
-0.788238	0.477770	9222	
-0.688994	-0.529858	6084	
-0.287560	0.668734	4613	
0.062898	-0.235665	2979	
0.475616	0.063624	2029	
0.845647	-0.252326	6729	
-0.771523	-0.099348	3489	
-0.524476	0.525131	2532	
0.231192	-0.850219	6257	
0.158184	0.063532	1934	
0.025614	-0.185530	1121	
0.325779	-0.581268	7928	
0.155356	0.227774	589	
0.032734	0.828269	2460	
0.402177	-0.485351	7758	
0.457499	-0.072956	3331	
0.716043	0.140287	1407	
0.106810	0.687585	2139	
-0.347494	-0.916456	8134	
0.279082	-0.915014	9230	
0.280189	0.957734	6986	
-0.700578	-0.353650	1083	
-0.936272	-0.107803	8493	
0.864829	-0.137272	6519	
0.799141	0.181340	2920	
0.511187	-0.148722	3804	
0.872058	0.053231	6522	
0.219340	-0.579569	3580	
-0.216100	-0.864885	5202	
0.451274	0.423985	7182	
-0.840290	0.022284	6542	
0.172239	-0.320592	8964	
0.691221	0.394276	1350	
0.401822	-0.177420	4200	
-0.398701	-0.898803	533	
-0.104839	0.743013	1809	
-0.261562	-0.824641	7224	
0.215834	-0.208979	7554	
0.226488	-0.680318	6898	
-0.553260	-0.647574	8465	
0.542273	-0.554842	4279	
0.415003	0.608406	6668	
0.173852	0.570789	2680	
