time = 38	Re = 1	rotation = 6.04773
-0.898334	0.142912	5747	
0.622943	0.205382	1848	
-0.472535	0.804947	888	
0.565489	-0.005759	6776	
-0.645496	0.492665	5975	
0.007354	0.791839	4016	
0.331057	-0.400320	3162	
-0.606710	-0.386449	8734	
0.679585	0.353504	3740	
0.137460	0.095007	5859	
-0.732867	-0.076908	3552	
0.198801	-0.715585	5502	
-0.049092	-0.550850	3277	
0.560385	0.234333	3099	
-0.735938	0.159223	1320	
0.137990	-0.757443	7427	
0.467886	-0.366280	909	
-0.338193	0.842315	8225	
0.463369	-0.819626	887	
-0.588043	0.717513	8568	
0.371995	-0.515701	422	
0.544838	-0.446008	3922	
-0.054082	-0.305178	6016	
0.436319	0.312379	7425	
0.234871	-0.361558	5518	
0.185837	-0.380904	2026	
-0.135076	0.625864	5821	
0.811552	0.332183	5874	
0.208796	0.491699	7047	
0.346763	-0.502366	8722	
0.131358	-0.434578	8774	
0.807542	-0.310111	6496	
-0.020117	-0.592091	8013	
-0.165027	-0.929370	2214	
0.547595	0.110198	3428	
0.507886	-0.705788	5010	
0.672823	0.425198	4869	
0.573627	0.388117	6271	
0.495129	0.148906	1113	
0.762389	0.174572	2271	
-0.716633	-0.604604	665	
0.329180	-0.903629	3989	
0.106381	-0.032802	4533	
0.189625	-0.213008	8011	
0.596277	-0.102652	1242	
0.834005	-0.518042	5470	
-0.055181	-0.638240	8185	
0.535787	-0.264217	543	
0.571963	0.177837	4800	
-0.284686	-0.580494	9003	
0.464463	0.193645	4141	
0.797234	-0.010940	1868	
0.497930	0.005484	4203	
0.183092	-0.915274	4440	
0.520376	0.382767	6155	
0.792557	0.091810	3350	
0.259941	-0.202703	5899	
0.639280	0.055278	8530	
0.065297	-0.829430	6529	
-0.800520	-0.251518	3653	
-0.752421	0.352900	4383	
0.963824	0.032959	2820	
0.366059	-0.010373	2901	
0.154023	0.324079	8749	
-0.626512	0.524351	6440	
0.493582	0.265759	6126	
-0.440121	0.516699	4070	
-0.087803	0.877913	6740	
0.465854	-0.849340	5055	
-0.425006	-0.720221	4743	
0.152727	-0.308661	6388	
