time = 15	Re = 1	rotation = 2.38717
0.664540	-0.630694	8175	
-0.521361	0.411011	8413	
-0.701541	-0.616732	684	
-0.238730	-0.140503	3631	
-0.543265	0.640495	7008	
-0.678129	0.402438	568	
-0.061725	-0.430081	5741	
0.277060	0.672994	9179	
-0.356252	0.700810	8256	
-0.201319	0.080626	4317	
0.716286	0.167606	4660	
0.208111	0.718937	5390	
-0.274065	-0.580650	8224	
-0.585713	-0.225391	3906	
0.569327	-0.545656	1714	
0.769161	0.044517	3777	
-0.215024	-0.088442	4712	
-0.205902	-0.884075	8725	
0.838186	0.429524	9192	
-0.456599	-0.807614	5550	
0.046352	-0.158969	651	
-0.051854	-0.691979	5933	
-0.007599	-0.074158	2522	
-0.539081	0.091515	4185	
-0.165436	-0.497796	6092	
-0.044728	-0.500149	3090	
-0.440909	-0.507316	4683	
-0.590552	-0.650073	6245	
-0.365828	0.347621	554	
-0.484035	0.238528	1355	
0.015824	-0.362748	4236	
-0.745250	-0.439247	6729	
0.277220	-0.468268	7025	
0.925396	-0.168931	676	
-0.314265	-0.035947	9144	
-0.843796	0.207200	7283	
0.513509	0.614913	4039	
0.591912	-0.394573	7075	
-0.324562	-0.067863	5363	
0.246873	0.741954	761	
0.680803	-0.650371	2211	
0.933248	-0.231511	3990	
-0.325659	0.233745	4522	
-0.171531	-0.537484	3744	
-0.326638	0.044768	6005	
0.975904	-0.105185	7582	
-0.384034	0.559167	8456	
-0.230941	-0.082286	5932	
-0.517923	0.155441	376	
-0.367139	0.549442	8583	
-0.373760	-0.007874	944	
0.726049	0.328940	6290	
-0.247813	-0.244586	3197	
0.864523	0.353147	9138	
-0.488289	0.541847	6880	
0.701131	0.382415	3468	
-0.434588	-0.339801	6406	
0.248579	-0.478561	1591	
-0.653555	-0.513584	6167	
-0.420902	0.741650	6423	
-0.113975	0.820510	8440	
0.567069	0.779893	6915	
-0.431414	-0.121886	5456	
-0.460064	0.412140	2504	
-0.337785	0.751593	9268	
-0.492290	0.134031	2841	
-0.606427	0.272394	5052	
0.294512	-0.832611	6523	
0.931084	-0.267018	4716	
-0.782947	-0.261112	4921	
0.006559	-0.508789	1037	
0.909055	-0.340329	4877	
0.098259	-0.246226	4272	
0.013897	-0.364345	4236	
-0.526579	0.158019	376	
-0.591727	-0.128194	3657	
0.418035	0.620344	3705	
-0.385445	-0.303410	1825	
-0.776810	0.107765	5593	
0.828328	-0.466666	759	
-0.271709	-0.182434	6108	
0.320180	-0.822977	3625	
-0.513391	-0.455679	6649	
-0.073141	0.749803	530	
-0.765529	0.157532	3426	
0.735060	0.628447	3741	
0.211916	-0.324811	8745	
-0.615897	-0.063368	3372	
-0.836249	0.206618	7283	
-0.470150	-0.476294	4724	
-0.822683	0.011153	8199	
-0.270705	-0.659113	6537	
0.201518	-0.664194	3480	
0.439220	-0.649422	1737	
-0.604855	0.016337	8334	
-0.220033	-0.017188	7868	
-0.050144	-0.947574	963	
-0.217458	-0.474078	7667	
-0.743023	0.335685	6478	
-0.108849	-0.207984	4488	
-0.608055	-0.634527	1334	
0.460822	-0.608026	980	
0.251269	-0.653465	5414	
-0.430636	-0.188510	2307	
-0.374430	-0.028863	2895	
0.583403	0.772544	5599	
-0.227486	-0.321348	3176	
0.464281	-0.585409	8476	
-0.508005	-0.085735	3806	
-0.442610	0.142802	8110	
0.788958	0.550994	1145	
-0.638577	-0.519335	4853	
0.018875	-0.513472	8729	
-0.632376	0.553224	7387	
-0.889880	0.032778	8587	
-0.052641	-0.337776	4994	
-0.336560	-0.336916	4373	
-0.288420	-0.338940	6786	
-0.576576	-0.603964	6161	
-0.719850	0.319962	5848	
0.069505	-0.969120	7584	
-0.863266	-0.189334	9231	
0.499099	-0.780344	9238	
-0.652550	0.593747	6313	
