time = 1	Re = 10
0.135191	0.148796	0
0.174009	0.133903	1
0.212254	0.111594	2
0.244484	0.090481	3
0.272310	0.070802	4
0.308325	0.083301	5
0.333802	0.125827	6
0.339331	0.158896	7
0.343238	0.193263	8
0.340421	0.234097	9
0.334385	0.276433	10
0.321233	0.322681	11
0.303769	0.372189	12
0.280826	0.424639	13
0.266932	0.453257	14
0.253022	0.482010	15
0.235468	0.514175	16
0.216720	0.547395	17
0.195134	0.585633	18
0.169757	0.627536	19
0.150393	0.654189	20
0.129260	0.680574	21
0.099661	0.707960	22
0.067340	0.733297	23
0.021031	0.752317	24
-0.032220	0.759996	25
-0.077036	0.750642	26
-0.114817	0.741505	27
-0.146552	0.729953	28
-0.178945	0.721145	29
-0.203735	0.711813	30
-0.232944	0.705483	31
-0.282377	0.690486	32
-0.332479	0.677244	33
-0.376562	0.664058	34
-0.422393	0.650668	35
-0.464355	0.635415	36
-0.507019	0.619012	37
-0.542725	0.602852	38
-0.581659	0.584749	39
-0.616853	0.566002	40
-0.652173	0.545631	41
-0.684005	0.525519	42
-0.715672	0.504187	43
-0.745286	0.482249	44
-0.774631	0.459604	45
-0.801390	0.436876	46
-0.828127	0.413631	47
-0.853281	0.389160	48
-0.878924	0.362511	49
-0.916094	0.334843	50
-0.947649	0.319616	51
