time = 1.35	Re = 10
0.132845	0.151694	0
0.176056	0.130362	1
0.199495	0.107280	2
0.222850	0.085113	3
0.256437	0.043407	4
0.280478	0.011964	5
0.317766	0.016729	6
0.347485	0.060947	7
0.354853	0.098344	8
0.358541	0.138040	9
0.353301	0.185941	10
0.342436	0.234582	11
0.322624	0.286414	12
0.309435	0.313900	13
0.296180	0.341246	14
0.280590	0.368772	15
0.263974	0.397959	16
0.246021	0.429509	17
0.227728	0.461953	18
0.203999	0.502324	19
0.179892	0.545962	20
0.164944	0.574060	21
0.151513	0.602228	22
0.130825	0.642058	23
0.097867	0.684220	24
0.070728	0.705086	25
0.040631	0.724750	26
0.014913	0.730505	27
-0.023708	0.736878	28
-0.051398	0.729667	29
-0.087903	0.720542	30
-0.107012	0.709865	31
-0.139962	0.699113	32
-0.184889	0.678394	33
-0.230182	0.660568	34
-0.269139	0.645215	35
-0.311784	0.630420	36
-0.342888	0.616488	37
-0.382653	0.600746	38
-0.409254	0.587139	39
-0.447852	0.569878	40
-0.476090	0.553094	41
-0.504587	0.535631	42
-0.533240	0.516658	43
-0.561636	0.496802	44
-0.585014	0.477686	45
-0.608423	0.458541	46
-0.632109	0.436799	47
-0.655809	0.414682	48
-0.695385	0.370618	49
-0.714646	0.346457	50
-0.733821	0.322159	51
-0.763116	0.278706	52
-0.793698	0.228784	53
-0.818562	0.180879	54
-0.841160	0.129954	55
-0.859240	0.081933	56
-0.875201	0.032054	57
-0.887819	-0.016553	58
-0.898462	-0.067484	59
-0.905775	-0.115472	60
-0.911081	-0.164425	61
-0.913560	-0.212555	62
-0.912447	-0.267276	63
-0.913794	-0.302940	64
-0.915156	-0.338049	65
-0.925839	-0.380077	66
