time = 2.6	Re = 10
0.123875	0.163250	0
0.154071	0.138275	1
0.181530	0.117270	2
0.198948	0.088143	3
0.214426	0.063534	4
0.226377	0.028012	5
0.236981	0.000103	6
0.237573	-0.031829	7
0.238142	-0.062768	8
0.232678	-0.120444	9
0.233293	-0.177188	10
0.272848	-0.201875	11
0.299156	-0.187835	12
0.327648	-0.167049	13
0.353505	-0.126945	14
0.374865	-0.078738	15
0.385219	-0.019964	16
0.385112	0.011103	17
0.384220	0.043382	18
0.377071	0.074590	19
0.367653	0.106461	20
0.352281	0.140627	21
0.334413	0.174435	22
0.311711	0.207449	23
0.284092	0.242030	24
0.252819	0.279175	25
0.217221	0.320579	26
0.196863	0.348763	27
0.177225	0.379780	28
0.159677	0.416945	29
0.141506	0.462215	30
0.131395	0.494311	31
0.122822	0.523983	32
0.115226	0.553757	33
0.107705	0.583512	34
0.102579	0.634470	35
0.079132	0.666880	36
0.055659	0.687358	37
0.040860	0.710136	38
-0.014155	0.722830	39
-0.021243	0.719703	40
-0.039699	0.702813	41
-0.019745	0.704465	42
-0.049392	0.693367	43
-0.078647	0.682369	44
-0.105937	0.668248	45
-0.139733	0.651353	46
-0.168864	0.635828	47
-0.197188	0.621677	48
-0.249192	0.595695	49
-0.284306	0.577933	50
-0.331364	0.555098	51
-0.346609	0.544897	52
-0.398016	0.515386	53
-0.443168	0.484186	54
-0.465998	0.464388	55
-0.500528	0.434329	56
-0.532999	0.402261	57
-0.547799	0.383369	58
-0.577171	0.347121	59
-0.603979	0.309433	60
-0.627968	0.267016	61
-0.648703	0.223319	62
-0.667282	0.176045	63
-0.682485	0.128142	64
-0.691007	0.090135	65
-0.698338	0.050303	66
-0.703552	0.006669	67
-0.707015	-0.039763	68
-0.705277	-0.097148	69
-0.701773	-0.136275	70
-0.696683	-0.177757	71
-0.686281	-0.225274	72
-0.676310	-0.263055	73
-0.664449	-0.303064	74
-0.644128	-0.352338	75
-0.619130	-0.403473	76
-0.589777	-0.453813	77
-0.572870	-0.479060	78
-0.555809	-0.504503	79
-0.525449	-0.542431	80
-0.490897	-0.581856	81
-0.452419	-0.620085	82
-0.408829	-0.659055	83
-0.370086	-0.688473	84
-0.325436	-0.720166	85
-0.277810	-0.749648	86
-0.250409	-0.765055	87
-0.222579	-0.780631	88
-0.175214	-0.802860	89
-0.147040	-0.814133	90
-0.118627	-0.825208	91
-0.084614	-0.834592	92
-0.049818	-0.842646	93
-0.010208	-0.848158	94
0.029222	-0.850873	95
0.062823	-0.849591	96
0.094828	-0.847755	97
0.127906	-0.843273	98
0.159432	-0.838967	99
0.189043	-0.832177	100
0.217483	-0.826432	101
0.246316	-0.818682	102
0.274596	-0.811817	103
0.321045	-0.797626	104
0.368834	-0.782214	105
0.414681	-0.765033	106
0.461425	-0.745259	107
0.501527	-0.725204	108
0.543192	-0.702780	109
0.584389	-0.677508	110
0.625280	-0.649994	111
0.660059	-0.623234	112
0.695197	-0.594117	113
0.727753	-0.563495	114
0.760229	-0.530765	115
0.787597	-0.499455	116
0.815480	-0.464860	117
0.843853	-0.424512	118
0.874237	-0.376317	119
0.893590	-0.343188	120
0.912618	-0.308934	121
0.928103	-0.280018	122
0.943183	-0.251666	123
0.979390	-0.207463	124
