time = 3.45	Re = 10
0.117332	0.172065	0
0.153535	0.136667	1
0.182847	0.110051	2
0.204452	0.074464	3
0.218140	0.038556	4
0.228870	-0.009929	5
0.229322	-0.060499	6
0.222450	-0.095254	7
0.209224	-0.132822	8
0.195777	-0.170259	9
0.187548	-0.203468	10
0.186869	-0.237790	11
0.188523	-0.271161	12
0.210249	-0.295024	13
0.233416	-0.316389	14
0.262025	-0.306881	15
0.293513	-0.287432	16
0.322722	-0.252397	17
0.349397	-0.208587	18
0.369173	-0.156076	19
0.374587	-0.128897	20
0.380813	-0.098963	21
0.380743	-0.071587	22
0.379427	-0.041582	23
0.373808	-0.009294	24
0.365437	0.024444	25
0.351206	0.058761	26
0.331439	0.098689	27
0.302808	0.147401	28
0.283201	0.174924	29
0.261257	0.203008	30
0.231201	0.238424	31
0.199118	0.276167	32
0.169278	0.319625	33
0.155818	0.346455	34
0.142326	0.373297	35
0.129139	0.415311	36
0.120791	0.455525	37
0.112380	0.501941	38
0.100575	0.552333	39
0.104835	0.584625	40
0.111256	0.620437	41
0.072445	0.664981	42
0.048279	0.692297	43
0.027243	0.707270	44
-0.016715	0.722891	45
0.020577	0.713393	46
-0.026481	0.718187	47
-0.036999	0.703838	48
-0.030691	0.705200	49
-0.011473	0.714448	50
-0.016336	0.714412	51
-0.037772	0.709738	52
-0.031253	0.706097	53
-0.080626	0.677988	54
-0.098898	0.660744	55
-0.137038	0.629042	56
-0.181150	0.609536	57
-0.209789	0.597424	58
-0.239783	0.584156	59
-0.283066	0.565551	60
-0.325210	0.545198	61
-0.358969	0.526581	62
-0.390568	0.507436	63
-0.438577	0.472614	64
-0.478173	0.438319	65
-0.511844	0.403749	66
-0.531372	0.379675	67
-0.551075	0.355150	68
-0.574142	0.321619	69
-0.596230	0.286016	70
-0.605900	0.265243	71
-0.623898	0.226426	72
-0.640312	0.185653	73
-0.650912	0.150475	74
-0.660895	0.113223	75
-0.666697	0.077172	76
-0.673768	0.017697	77
-0.675753	-0.041193	78
-0.673623	-0.067567	79
-0.668263	-0.125969	80
-0.657978	-0.183762	81
-0.642079	-0.238564	82
-0.622079	-0.290481	83
-0.596977	-0.343151	84
-0.568019	-0.393486	85
-0.543881	-0.427798	86
-0.516254	-0.463383	87
-0.484482	-0.499558	88
-0.447874	-0.537514	89
-0.425743	-0.556239	90
-0.402279	-0.576461	91
-0.368975	-0.601878	92
-0.330781	-0.630206	93
-0.287213	-0.659140	94
-0.248872	-0.684519	95
-0.201874	-0.715446	96
-0.170716	-0.733476	97
-0.137081	-0.752022	98
-0.095407	-0.771492	99
-0.043047	-0.788189	100
0.014316	-0.794696	101
0.045743	-0.791298	102
0.075205	-0.787777	103
0.102009	-0.779931	104
0.128046	-0.774231	105
0.153128	-0.764241	106
0.178757	-0.757050	107
0.212845	-0.743030	108
0.245083	-0.730219	109
0.279653	-0.715451	110
0.313839	-0.700700	111
0.347642	-0.684589	112
0.381582	-0.668055	113
0.417252	-0.649324	114
0.453854	-0.629005	115
0.480702	-0.611528	116
0.508119	-0.593230	117
0.537775	-0.570802	118
0.567020	-0.547050	119
0.593045	-0.523004	120
0.619383	-0.497401	121
0.644326	-0.469404	122
0.670593	-0.438823	123
0.686653	-0.416300	124
0.705643	-0.390795	125
0.722386	-0.364131	126
0.740977	-0.334336	127
0.756513	-0.304351	128
0.772414	-0.272253	129
0.786993	-0.237933	130
0.801694	-0.200845	131
0.810399	-0.172167	132
0.820827	-0.138681	133
0.828443	-0.106117	134
0.836258	-0.069666	135
0.840421	-0.038389	136
0.844954	-0.002757	137
0.847070	0.032107	138
0.848694	0.070277	139
0.847795	0.100561	140
0.846766	0.130953	141
0.843720	0.164010	142
0.840337	0.198151	143
0.834799	0.230007	144
0.828832	0.262631	145
0.820700	0.295743	146
0.811815	0.329964	147
0.792629	0.386631	148
0.780443	0.416643	149
0.767609	0.447396	150
0.752997	0.476688	151
0.737627	0.506927	152
0.720194	0.536402	153
0.701650	0.566769	154
0.684443	0.591347	155
0.667236	0.615924	156
0.647664	0.640617	157
0.627646	0.665741	158
0.606974	0.688166	159
0.586181	0.710565	160
0.563208	0.732690	161
0.539585	0.755160	162
0.495837	0.790857	163
0.470581	0.809074	164
0.444969	0.827244	165
0.416500	0.844441	166
0.386847	0.862133	167
0.351795	0.880472	168
0.311380	0.900130	169
0.259060	0.922315	170
0.203444	0.942830	171
0.157391	0.957821	172
0.113728	0.970839	173
0.076278	0.986566	174
0.046925	1.001029	175
