time = 3	Re = 10
0.120835	0.167310	0
0.153874	0.137468	1
0.182426	0.113574	2
0.202098	0.078986	3
0.216259	0.053359	4
0.228777	0.007336	5
0.234772	-0.025795	6
0.232085	-0.065291	7
0.227488	-0.094938	8
0.218366	-0.129935	9
0.211599	-0.162489	10
0.210079	-0.193284	11
0.209963	-0.223267	12
0.250932	-0.258141	13
0.278771	-0.247193	14
0.309372	-0.228006	15
0.338343	-0.190333	16
0.364040	-0.143510	17
0.380714	-0.086764	18
0.383866	-0.057012	19
0.386785	-0.025154	20
0.383492	0.005264	21
0.378158	0.037473	22
0.367359	0.071484	23
0.352908	0.106172	24
0.333177	0.140909	25
0.307286	0.178848	26
0.274586	0.221027	27
0.254110	0.244574	28
0.233455	0.267238	29
0.208487	0.297229	30
0.183470	0.331019	31
0.161541	0.371250	32
0.140285	0.420302	33
0.129594	0.458737	34
0.121141	0.494426	35
0.113153	0.531345	36
0.103029	0.571025	37
0.106698	0.612228	38
0.087129	0.652068	39
0.059534	0.682182	40
0.050765	0.700408	41
0.023686	0.708025	42
-0.017230	0.721178	43
-0.024839	0.718480	44
-0.043986	0.704366	45
-0.037320	0.705273	46
-0.011500	0.714493	47
-0.023355	0.717543	48
-0.067368	0.680014	49
-0.100396	0.663640	50
-0.128671	0.644063	51
-0.158836	0.626863	52
-0.211595	0.605367	53
-0.259277	0.585121	54
-0.298542	0.565995	55
-0.334020	0.547085	56
-0.367370	0.527340	57
-0.410141	0.498704	58
-0.437250	0.478510	59
-0.464554	0.457352	60
-0.479231	0.442489	61
-0.505767	0.416882	62
-0.531621	0.389953	63
-0.552121	0.364225	64
-0.572496	0.337642	65
-0.590152	0.308599	66
-0.616856	0.261626	67
-0.639494	0.213367	68
-0.647679	0.188807	69
-0.664402	0.137918	70
-0.677286	0.086386	71
-0.685027	0.033001	72
-0.688331	-0.020151	73
-0.687641	-0.075969	74
-0.682896	-0.131275	75
-0.675678	-0.172150	76
-0.665913	-0.215037	77
-0.652401	-0.260414	78
-0.635365	-0.308499	79
-0.622360	-0.335617	80
-0.609161	-0.363021	81
-0.588813	-0.399337	82
-0.565221	-0.437848	83
-0.535057	-0.478523	84
-0.509047	-0.510683	85
-0.479317	-0.544922	86
-0.439205	-0.583236	87
-0.416334	-0.602661	88
-0.393365	-0.622207	89
-0.368638	-0.640665	90
-0.343157	-0.659843	91
-0.315531	-0.678433	92
-0.285893	-0.698741	93
-0.237109	-0.728267	94
-0.207702	-0.744743	95
-0.176999	-0.761593	96
-0.141406	-0.778597	97
-0.102472	-0.794720	98
-0.055046	-0.808675	99
-0.002851	-0.817283	100
0.040436	-0.817466	101
0.080725	-0.813859	102
0.124174	-0.805802	103
0.163805	-0.796186	104
0.199718	-0.785082	105
0.233669	-0.774245	106
0.268336	-0.761435	107
0.302636	-0.749233	108
0.326900	-0.738535	109
0.352132	-0.729130	110
0.377916	-0.717254	111
0.404837	-0.705878	112
0.431284	-0.692105	113
0.458116	-0.678237	114
0.485920	-0.661952	115
0.514437	-0.645298	116
0.536069	-0.629951	117
0.559986	-0.614163	118
0.582797	-0.596407	119
0.607155	-0.577340	120
0.627666	-0.558349	121
0.649884	-0.538399	122
0.670896	-0.516785	123
0.692845	-0.493883	124
0.726197	-0.453635	125
0.760536	-0.407842	126
0.791102	-0.360394	127
0.820239	-0.308202	128
0.842327	-0.260963	129
0.863702	-0.208596	130
0.881658	-0.154188	131
0.897088	-0.096597	132
0.906988	-0.045691	133
0.914567	0.008294	134
0.918362	0.060897	135
0.919942	0.115942	136
0.917800	0.164587	137
0.913424	0.217075	138
0.904065	0.274047	139
0.896710	0.306988	140
0.888192	0.341951	141
0.875831	0.386289	142
0.861047	0.432308	143
0.848159	0.469717	144
0.835048	0.506081	145
0.827936	0.540683	146
0.822271	0.572590	147
