time = 2	Re = 10
0.128289	0.157478	0
0.153943	0.140258	1
0.179346	0.123447	2
0.210018	0.078747	3
0.232313	0.043598	4
0.248237	-0.001848	5
0.256274	-0.046721	6
0.267179	-0.094957	7
0.305765	-0.104794	8
0.327610	-0.084644	9
0.349458	-0.062139	10
0.366464	-0.020521	11
0.377581	0.026240	12
0.377261	0.083132	13
0.366700	0.142090	14
0.355290	0.171596	15
0.342687	0.201593	16
0.325439	0.233121	17
0.307157	0.263208	18
0.285008	0.293410	19
0.261218	0.324747	20
0.236608	0.358018	21
0.209830	0.396786	22
0.194449	0.422918	23
0.179199	0.448995	24
0.165296	0.479900	25
0.149300	0.513853	26
0.129411	0.559877	27
0.121127	0.593066	28
0.113300	0.629627	29
0.093695	0.658568	30
0.066274	0.687218	31
0.019853	0.722615	32
-0.018778	0.723098	33
-0.062237	0.709891	34
-0.109605	0.685326	35
-0.136578	0.667831	36
-0.164207	0.653335	37
-0.177136	0.643369	38
-0.208981	0.629975	39
-0.240514	0.616176	40
-0.260195	0.605155	41
-0.315446	0.581803	42
-0.332061	0.571670	43
-0.361347	0.557798	44
-0.390097	0.543663	45
-0.421657	0.524106	46
-0.452445	0.503226	47
-0.483911	0.479659	48
-0.514015	0.455008	49
-0.536818	0.432865	50
-0.559568	0.410300	51
-0.583181	0.383948	52
-0.606744	0.356349	53
-0.633844	0.316503	54
-0.651031	0.288776	55
-0.668251	0.260402	56
-0.686002	0.222981	57
-0.699056	0.193358	58
-0.712175	0.163084	59
-0.725597	0.119689	60
-0.737468	0.073658	61
-0.746698	0.025333	62
-0.753584	-0.024814	63
-0.755917	-0.066538	64
-0.756866	-0.110205	65
-0.754943	-0.155591	66
-0.750807	-0.202932	67
-0.744081	-0.242984	68
-0.735779	-0.285027	69
-0.724464	-0.327038	70
-0.711134	-0.370147	71
-0.697872	-0.403896	72
-0.683533	-0.438661	73
-0.665551	-0.475700	74
-0.645472	-0.513970	75
-0.625628	-0.546512	76
-0.604324	-0.579814	77
-0.580646	-0.611769	78
-0.555304	-0.644496	79
-0.530952	-0.671917	80
-0.505101	-0.699938	81
-0.477576	-0.726316	82
-0.447843	-0.753272	83
-0.418396	-0.776668	84
-0.387543	-0.800049	85
-0.354580	-0.822143	86
-0.319839	-0.844109	87
-0.286939	-0.862146	88
-0.252423	-0.879716	89
-0.216429	-0.895773	90
-0.178977	-0.911211	91
-0.142773	-0.923310	92
-0.104642	-0.934816	93
-0.061752	-0.944404	94
-0.016658	-0.953046	95
0.014806	-0.958360	96
0.045348	-0.963580	97
0.095969	-0.972160	98
0.139023	-0.991651	99
