0.200000000	-0.039683845
0.210000000	-0.038416073
0.220000000	-0.037148302
0.230000000	-0.035880530
0.240000000	-0.034612758
0.250000000	-0.033344987
0.260000000	-0.032077215
0.270000000	-0.030809443
0.280000000	-0.029541672
0.290000000	-0.028273900
0.300000000	-0.022096126
0.310000000	-0.019573431
0.320000000	-0.017050736
0.330000000	-0.014528040
0.340000000	-0.012005345
0.350000000	-0.009482650
0.360000000	-0.006959955
0.370000000	-0.004437260
0.380000000	-0.001914565
0.390000000	0.000608131
0.400000000	0.021320786
0.410000000	0.027160396
0.420000000	0.033000005
0.430000000	0.038839615
0.440000000	0.044679225
0.450000000	0.050518835
0.460000000	0.054110103
0.470000000	0.062797484
0.480000000	0.071484866
0.490000000	0.080172247
0.500000000	0.088859628
0.510000000	0.097547010
0.520000000	0.106234391
0.530000000	0.109480668
0.540000000	0.119626944
0.550000000	0.129773220
0.560000000	0.139919496
0.570000000	0.150065772
0.580000000	0.160212048
0.590000000	0.170875783
0.600000000	0.181162180
0.610000000	0.191448576
0.620000000	0.201734972
0.630000000	0.212021368
0.640000000	0.222307765
0.650000000	0.238829228
0.660000000	0.250149459
0.670000000	0.261469690
0.680000000	0.272789922
0.690000000	0.284110153
0.700000000	0.295430384
0.710000000	0.306750615
0.720000000	0.318070846
0.730000000	0.331926495
0.740000000	0.344925609
0.750000000	0.357924722
0.760000000	0.370923836
0.770000000	0.383922949
0.780000000	0.391162184
0.790000000	0.404118097
0.800000000	0.418286262
0.810000000	0.432454427
0.820000000	0.446622592
0.830000000	0.460790757
0.840000000	0.474958922
0.850000000	0.489127087
0.860000000	0.503295252
0.870000000	0.517463417
0.880000000	0.531631581
0.890000000	0.545799746
0.900000000	0.558869749
0.910000000	0.573475985
0.920000000	0.588082220
0.930000000	0.602688456
0.940000000	0.617294692
0.950000000	0.631595241
0.960000000	0.646068012
0.970000000	0.660540783
0.980000000	0.675013553
0.990000000	0.689486324
1.000000000	0.703959094
