0.200000000	-0.017492137
0.210000000	-0.022034139
0.220000000	-0.033824659
0.230000000	-0.033240471
0.240000000	-0.027279851
0.250000000	-0.021319230
0.260000000	-0.023188224
0.270000000	-0.022501035
0.280000000	-0.021813845
0.290000000	-0.024689877
0.300000000	-0.026099855
0.310000000	-0.026634985
0.320000000	-0.027325781
0.330000000	-0.028016576
0.340000000	-0.027890043
0.350000000	-0.028596413
0.360000000	-0.029625415
0.370000000	-0.031948537
0.380000000	-0.033219976
0.390000000	-0.032233648
0.400000000	-0.035087288
0.410000000	-0.035556049
0.420000000	-0.036042974
0.430000000	-0.043767089
0.440000000	-0.041267542
0.450000000	-0.045584867
0.460000000	-0.048401915
0.470000000	-0.046998528
0.480000000	-0.050027326
0.490000000	-0.053271563
0.500000000	-0.052203737
0.510000000	-0.051135910
0.520000000	-0.050068083
0.530000000	-0.049000257
0.540000000	-0.047932430
0.550000000	-0.046864603
0.560000000	-0.696081436
0.570000000	-0.719252489
0.580000000	-0.742423542
0.590000000	0.642092462
0.600000000	0.668404530
0.610000000	0.694716599
0.620000000	0.767787935
0.630000000	0.807795852
0.640000000	0.847803770
0.650000000	-0.111880919
0.660000000	-0.123476629
0.670000000	-0.135072339
0.680000000	-0.146668050
0.690000000	-0.158263760
0.700000000	-0.169859470
0.710000000	-0.181455180
0.720000000	-0.196947453
0.730000000	-0.136120420
0.740000000	-0.188532985
0.750000000	-0.123971214
0.760000000	-0.110755372
0.770000000	-0.153907500
0.780000000	-0.108719756
0.790000000	-0.119642431
0.800000000	-0.113438301
0.810000000	-0.086984709
0.820000000	-0.084770686
0.830000000	-0.071624448
0.840000000	-0.058949259
0.850000000	-0.046274071
0.860000000	-0.039721847
0.870000000	-0.024474067
0.880000000	-0.012417284
0.890000000	-0.004547524
0.900000000	0.009916372
0.910000000	0.023579815
0.920000000	0.037243259
0.930000000	0.042172187
0.940000000	0.052841580
0.950000000	0.058850131
0.960000000	0.069895188
0.970000000	0.086292051
0.980000000	0.099335285
0.990000000	0.108070512
1.000000000	0.116387413
