Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	-0.2560898053	0.0002810857672	0	0	1
0.001	-0.2865643765	0.001894630937	0.05462790368	8.967159989	1
0.002	-0.2894631577	0.002058514323	-0.4415775051	10.08771505	1
0.003	-0.2852399403	0.001342181773	-0.644686884	2.288386137	1
0.004	-0.2786516575	0.0008788849235	-0.717838053	3.492785606	1
0.005	-0.2721505167	0.0004486903213	-0.7134580411	3.631516034	1
0.006	-0.2663057962	0.0001277569986	-0.683190643	0.6396326093	1
0.007	-0.2612154385	-7.837794639e-05	-0.6513966895	0.5094226351	1
0.008	-0.2568528542	-0.0001992036114	-0.6307195024	0.2819959331	1
0.009	-0.25312898	-0.0002604548807	-0.6242947394	0.2085742172	1
0.01	-0.2499395379	-0.0002828649202	-0.6297331238	0.2172415423	1
0.011	-0.2471856466	-0.0002817696708	-0.6423670094	0.1907277507	1
0.012	-0.2447815064	-0.0002678527561	-0.6574388612	0.1521230969	1
0.013	-0.2426556779	-0.00024820449	-0.6712167228	0.1158775542	1
0.014	-0.2407497887	-0.0002273485982	-0.6813337164	0.08796587135	1
0.015	-0.2390164915	-0.0002080529166	-0.6866874113	0.07254364577	1
0.016	-0.237417441	-0.0001919028053	-0.687151006	0.06393102291	1
0.017	-0.2359215584	-0.0001796846924	-0.6832504756	0.05633507235	1
0.018	-0.2345036264	-0.0001716413869	-0.6758809213	0.04978468667	1
0.019	-0.2331431748	-0.0001676475652	-0.6660874073	0.04543465952	1
0.02	-0.231823598	-0.0001673370584	-0.6549101949	0.04304844497	1
0.021	-0.2305314487	-0.0001701999186	-0.6432838087	0.04097780843	1
0.022	-0.2292558655	-0.0001756580071	-0.6319779752	0.03919897506	1
0.023	-0.2279881051	-0.0001831229842	-0.6215700071	0.03768634465	1
0.024	-0.226721153	-0.0001920378184	-0.6124403186	0.0364131387	1
0.025	-0.2254494211	-0.0002019077774	-0.6047850519	0.03535232163	1
0.026	-0.2241684881	-0.0002123167693	-0.5986385876	0.03447746534	1
0.027	-0.2228748938	-0.0002229280861	-0.5939061125	0.03376351484	1
0.028	-0.2215659778	-0.0002334866521	-0.5903983952	0.03318735422	1
0.029	-0.2202397565	-0.0002438106956	-0.5878669406	0.03272816184	1
0.03	-0.2188948262	-0.000253780531	-0.5860367124	0.0323674957	1
0.031	-0.2175302883	-0.0002633258937	-0.5846343726	0.03208952394	1
0.032	-0.2161456882	-0.0002724132561	-0.5834107286	0.03188054982	1
0.033	-0.2147409638	-0.0002810341812	-0.5821564823	0.03172922855	1
0.034	-0.2133163989	-0.0002891952816	-0.5807117329	0.03162601358	1
0.035	-0.2118725785	-0.0002969102301	-0.5789693178	0.03156268026	1
0.036	-0.2104103451	-0.0003041939542	-0.5768732042	0.03153233855	1
0.037	-0.2089307541	-0.0003110587906	-0.5744126052	0.03152914134	1
0.038	-0.2074350305	-0.0003175125869	-0.5716138039	0.03154782332	1
0.039	-0.2059245253	-0.0003235581412	-0.5685303966	0.03158343631	1
0.04	-0.2044006753	-0.0003291937362	-0.5652332435	0.03163110801	1
0.041	-0.2028649652	-0.0003344143137	-0.5618008468	0.03168579814	1
0.042	-0.2013188941	-0.0003392132581	-0.558311138	0.03174211603	1
0.043	-0.1997639478	-0.0003435840031	-0.5548349585	0.03179410976	1
0.044	-0.1982015754	-0.0003475216023	-0.5514314256	0.03183514659	1
0.045	-0.1966331724	-0.0003510240054	-0.5481452143	0.03185780915	1
0.046	-0.1950600686	-0.0003540929296	-0.5450056277	0.03185380734	1
0.047	-0.193483521	-0.00035673432	-0.5420271429	0.03181393506	1
0.048	-0.1919047309	-0.0003589600249	-0.5392210135	0.03172692126	1
0.049	-0.1903248005	-0.0003607843137	-0.5365734892	0.03158422295	1
0.05	-0.1887447485	-0.0003622242047	-0.5340572167	0.03162733843	1
0.051	-0.1871655289	-0.000363299314	-0.5316449236	0.03180853062	1
0.052	-0.1855880478	-0.0003640321291	-0.5293164819	0.03198342309	1
0.053	-0.1840131507	-0.0003644456644	-0.5270514967	0.03214935401	1
0.054	-0.1824416241	-0.0003645621882	-0.5248286333	0.03230234373	1
0.055	-0.1808742191	-0.000364404545	-0.5226344346	0.03243698101	1
0.056	-0.1793116308	-0.000363993463	-0.5204547172	0.03254960071	1
0.057	-0.1777545259	-0.0003633495405	-0.5182832847	0.03263282866	1
0.058	-0.1762035274	-0.0003624913903	-0.5161156085	0.03268127372	1
0.059	-0.1746592209	-0.0003614359569	-0.5139496942	0.03268709226	1
0.06	-0.173122156	-0.0003601984646	-0.5117860787	0.03264190088	1
0.061	-0.1715928391	-0.0003587919672	-0.5096247449	0.03253688824	1
0.062	-0.1700717646	-0.0003572297501	-0.5074751073	0.0323599477	1
0.063	-0.1685593752	-0.0003555224495	-0.5053406613	0.03210288687	1
0.064	-0.1670560851	-0.0003536800487	-0.5032259844	0.03175195166	1
0.065	-0.1655622762	-0.0003517115875	-0.501135809	0.03129515712	1
0.066	-0.1640782996	-0.0003496255107	-0.499074474	0.03071955874	1
0.067	-0.1626044758	-0.0003474297879	-0.4970454998	0.0300121939	1
0.068	-0.1611410963	-0.0003451320157	-0.4950513916	0.02916049903	1
0.069	-0.1596884327	-0.000342740057	-0.4930962157	0.02866381903	1
0.07	-0.158246708	-0.0003402601154	-0.4911754168	0.02832833235	1
0.071	-0.1568161384	-0.0003376994726	-0.4892900404	0.02790803553	1
0.072	-0.1553969127	-0.0003350649229	-0.4874396498	0.02739646861	1
0.073	-0.1539892054	-0.0003323637111	-0.4856254214	0.02678472419	1
0.074	-0.1525931406	-0.0003296008281	-0.4838383138	0.02606554941	1
0.075	-0.1512088716	-0.0003267843084	-0.4820847068	0.02522805621	1
0.076	-0.14983649	-0.0003239189444	-0.4803570684	0.0242720166	1
0.077	-0.1484760936	-0.0003210109047	-0.4786544064	0.02318661742	1
0.078	-0.147127761	-0.0003180655717	-0.4769753382	0.02197196722	1
0.079	-0.1457915491	-0.0003150876243	-0.475316215	0.02088290997	1
0.08	-0.1444675325	-0.0003120833239	-0.4736827306	0.02098009098	1
0.081	-0.1431557249	-0.0003090554268	-0.4720657597	0.02107871844	1
0.082	-0.1418561738	-0.0003060093641	-0.4704698043	0.02118680433	1
0.083	-0.1405688944	-0.0003029486497	-0.4688934775	0.02129936688	1
0.084	-0.1392938963	-0.0002998769652	-0.4673361734	0.02141786963	1
0.085	-0.1380311721	-0.0002967970517	-0.465795301	0.02154110539	1
0.086	-0.1367807288	-0.0002937126766	-0.4642752779	0.02167260623	1
