time = 0.277	Re = 25	rotation = -0.428202
-0.859993	0.319938	6104	
-0.849906	0.345629	430	
-0.837874	0.373778	414	
-0.826942	0.397851	1226	
-0.813993	0.423735	5120	
-0.798048	0.451930	6404	
-0.780019	0.481802	1344	
-0.759456	0.514457	1284	
-0.736780	0.547270	9068	
-0.712817	0.579532	6555	
-0.686785	0.610938	1280	
-0.657658	0.642250	1092	
