time = 0.227	Re = 25	rotation = -0.350629
-0.821820	0.411435	6138	
-0.808918	0.436274	5872	
-0.793502	0.463453	1481	
-0.779712	0.486479	8221	
-0.763563	0.511310	7152	
-0.744313	0.538121	5374	
-0.722321	0.566550	7143	
-0.697786	0.597102	8336	
-0.670997	0.627571	8228	
