time = 0.337	Re = 25	rotation = -0.454289
-0.891046	0.214310	1293	
-0.884640	0.239598	1792	
-0.876587	0.267809	812	
-0.869014	0.291869	7946	
-0.859718	0.317960	7241	
-0.848327	0.345556	2055	
-0.835030	0.375830	4541	
-0.819331	0.410163	5515	
-0.801769	0.445343	9122	
-0.782628	0.480702	6510	
-0.761253	0.515975	8243	
-0.737088	0.552007	4342	
-0.709856	0.589398	456	
-0.681650	0.623399	9255	
-0.655204	0.646743	1169	
