time = 0.167	Re = 25	rotation = -0.22444
-0.762422	0.513186	6057	
-0.746769	0.536256	8950	
-0.728037	0.561622	1246	
-0.711387	0.582931	9028	
-0.691950	0.605928	6205	
-0.668966	0.630722	8185	
