Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 12.5600	Mesh (Number of cells): 2483
0.2061709779 	 0.4735899093 	 -0.0260678027 	 -0.0260677169 	 259
-0.2061709779 	 -0.4735899093 	 0.0260678027 	 0.0260677169 	 260
0.6347388938 	 -0.5227291011 	 0.3971164781 	 0.3971163451 	 261
-0.6347388938 	 0.5227291011 	 -0.3971164780 	 -0.3971163450 	 262
0.1786834336 	 0.4865406982 	 -0.0203756135 	 -0.0203755469 	 263
-0.1786834336 	 -0.4865406981 	 0.0203756134 	 0.0203755469 	 264
-0.8025007497 	 0.3586999733 	 -0.3214456941 	 -0.3214456436 	 265
0.8025007497 	 -0.3586999733 	 0.3214456941 	 0.3214456437 	 266
0.1885806413 	 -0.5126076050 	 0.0052120463 	 0.0052120514 	 267
-0.1885806413 	 0.5126076050 	 -0.0052120463 	 -0.0052120514 	 268
-0.1194065680 	 0.4767718191 	 0.0036091626 	 0.0036091560 	 269
0.1194065680 	 -0.4767718191 	 -0.0036091626 	 -0.0036091560 	 270
0.1982932788 	 0.4451041369 	 -0.0103631726 	 -0.0103631194 	 271
-0.1982932788 	 -0.4451041369 	 0.0103631725 	 0.0103631193 	 272
0.3468671831 	 0.8305830831 	 -0.7291619713 	 -0.7291618813 	 273
-0.3468671831 	 -0.8305830831 	 0.7291619713 	 0.7291618813 	 274
0.2126718815 	 -0.5290477689 	 0.0213623937 	 0.0213623898 	 275
-0.2126718815 	 0.5290477689 	 -0.0213623937 	 -0.0213623898 	 276
0.3752745199 	 0.7971208858 	 -0.6826349451 	 -0.6826348379 	 277
-0.3752745199 	 -0.7971208858 	 0.6826349451 	 0.6826348379 	 278
0.0873609744 	 -0.7130265280 	 0.1709053657 	 0.1709052945 	 279
-0.0873609744 	 0.7130265280 	 -0.1709053650 	 -0.1709052937 	 280
0.8492870062 	 -0.1931313455 	 0.1724065055 	 0.1724064753 	 281
-0.8492870062 	 0.1931313455 	 -0.1724065055 	 -0.1724064753 	 282
0.1861705323 	 0.5140623516 	 -0.0381404296 	 -0.0381403337 	 283
-0.1861705323 	 -0.5140623516 	 0.0381404296 	 0.0381403337 	 284
-0.8155796509 	 0.4009379314 	 -0.3696625173 	 -0.3696624771 	 285
0.8155796509 	 -0.4009379314 	 0.3696625173 	 0.3696624771 	 286
-0.6731470339 	 0.7026858352 	 -0.7196421749 	 -0.7196421746 	 287
0.6731470339 	 -0.7026858353 	 0.7196421749 	 0.7196421746 	 288
-0.2577927207 	 -0.3690202086 	 -0.0114408299 	 -0.0114408287 	 289
0.2577927207 	 0.3690202086 	 0.0114408298 	 0.0114408287 	 290
0.8472541060 	 -0.2400290524 	 0.2143733403 	 0.2143733091 	 291
-0.8472541060 	 0.2400290524 	 -0.2143733403 	 -0.2143733090 	 292
-0.1449846379 	 -0.5736912427 	 0.0431771811 	 0.0431771050 	 293
