Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 12.5600	Mesh (Number of cells): 2483
0.2061709779 	 0.4735899093 	 -0.0959079350 	 -0.0959077118 	 259
-0.2061709779 	 -0.4735899093 	 0.0959079349 	 0.0959077117 	 260
0.6347388938 	 -0.5227291011 	 0.4875065458 	 0.4875063799 	 261
-0.6347388938 	 0.5227291011 	 -0.4875065457 	 -0.4875063798 	 262
0.1786834336 	 0.4865406982 	 -0.1003811249 	 -0.1003808941 	 263
-0.1786834336 	 -0.4865406981 	 0.1003811249 	 0.1003808940 	 264
-0.8025007497 	 0.3586999733 	 -0.7155528353 	 -0.7155527191 	 265
0.8025007497 	 -0.3586999733 	 0.7155528354 	 0.7155527191 	 266
0.1885806413 	 -0.5126076050 	 -0.0700091181 	 -0.0700090417 	 267
-0.1885806413 	 0.5126076050 	 0.0700091180 	 0.0700090415 	 268
-0.1194065680 	 0.4767718191 	 0.0593989724 	 0.0593989147 	 269
0.1194065680 	 -0.4767718191 	 -0.0593989728 	 -0.0593989150 	 270
0.1982932788 	 0.4451041369 	 -0.1091068731 	 -0.1091066151 	 271
-0.1982932788 	 -0.4451041369 	 0.1091068731 	 0.1091066150 	 272
0.3468671831 	 0.8305830831 	 0.3137090602 	 0.3137090279 	 273
-0.3468671831 	 -0.8305830831 	 -0.3137090602 	 -0.3137090279 	 274
0.2126718815 	 -0.5290477689 	 -0.0550117985 	 -0.0550117329 	 275
-0.2126718815 	 0.5290477689 	 0.0550117984 	 0.0550117328 	 276
0.3752745199 	 0.7971208858 	 0.3329540803 	 0.3329540405 	 277
-0.3752745199 	 -0.7971208858 	 -0.3329540803 	 -0.3329540405 	 278
0.0873609744 	 -0.7130265280 	 0.0652416174 	 0.0652416037 	 279
-0.0873609744 	 0.7130265280 	 -0.0652416178 	 -0.0652416040 	 280
0.8492870062 	 -0.1931313455 	 0.7347751337 	 0.7347749932 	 281
-0.8492870062 	 0.1931313455 	 -0.7347751336 	 -0.7347749931 	 282
0.1861705323 	 0.5140623516 	 -0.0831629513 	 -0.0831627603 	 283
-0.1861705323 	 -0.5140623516 	 0.0831629513 	 0.0831627602 	 284
-0.8155796509 	 0.4009379314 	 -0.7519739850 	 -0.7519739002 	 285
0.8155796509 	 -0.4009379314 	 0.7519739851 	 0.7519739002 	 286
-0.6731470339 	 0.7026858352 	 -0.6887520212 	 -0.6887520193 	 287
0.6731470339 	 -0.7026858353 	 0.6887520212 	 0.6887520193 	 288
-0.2577927207 	 -0.3690202086 	 0.1054180545 	 0.1054178102 	 289
0.2577927207 	 0.3690202086 	 -0.1054180546 	 -0.1054178103 	 290
0.8472541060 	 -0.2400290524 	 0.7450523848 	 0.7450522586 	 291
-0.8472541060 	 0.2400290524 	 -0.7450523847 	 -0.7450522585 	 292
-0.1449846379 	 -0.5736912427 	 0.0545351178 	 0.0545349929 	 293
0.1449846379 	 0.5736912427 	 -0.0545351178 	 -0.0545349929 	 294
0.0978096450 	 0.6715045349 	 0.0740097544 	 0.0740096956 	 295
-0.0978096450 	 -0.6715045349 	 -0.0740097542 	 -0.0740096955 	 296
0.0608453653 	 0.6856506961 	 0.0017133659 	 0.0017133642 	 297
-0.0608453653 	 -0.6856506961 	 -0.0017133657 	 -0.0017133640 	 298
-0.3571671486 	 -0.5249497961 	 -0.0903984450 	 -0.0903983446 	 299
0.3571671486 	 0.5249497961 	 0.0903984450 	 0.0903983445 	 300
0.0990918804 	 -0.4898769311 	 -0.0450484157 	 -0.0450483731 	 301
-0.0990918804 	 0.4898769311 	 0.0450484153 	 0.0450483727 	 302
-0.1167243305 	 0.4533931140 	 0.0564792863 	 0.0564792319 	 303
0.1167243305 	 -0.4533931140 	 -0.0564792866 	 -0.0564792322 	 304
-0.2312859545 	 -0.3820512726 	 0.1128320343 	 0.1128317609 	 305
0.2312859545 	 0.3820512726 	 -0.1128320344 	 -0.1128317610 	 306
0.1288579913 	 0.1787735851 	 -0.0133745628 	 -0.0133745288 	 307
-0.1288579913 	 -0.1787735851 	 0.0133745628 	 0.0133745288 	 308
-0.1673305481 	 -0.5576174191 	 0.0598323914 	 0.0598322494 	 309
0.1673305481 	 0.5576174191 	 -0.0598323915 	 -0.0598322494 	 310
0.1091561991 	 -0.6981276048 	 0.0508635578 	 0.0508635592 	 311
-0.1091561991 	 0.6981276048 	 -0.0508635579 	 -0.0508635593 	 312
0.2103923059 	 -0.6701519933 	 0.0886626335 	 0.0886626016 	 313
-0.2103923059 	 0.6701519933 	 -0.0886626335 	 -0.0886626016 	 314
-0.0985670594 	 -0.5329211609 	 0.0615385963 	 0.0615384669 	 315
0.0985670594 	 0.5329211609 	 -0.0615385961 	 -0.0615384667 	 316
-0.0725352936 	 0.3742629977 	 0.0115475792 	 0.0115475697 	 317
0.0725352936 	 -0.3742629977 	 -0.0115475797 	 -0.0115475702 	 318
-0.5457680770 	 0.2752084570 	 -0.1303330257 	 -0.1303329024 	 319
0.5457680770 	 -0.2752084570 	 0.1303330258 	 0.1303329025 	 320
0.1096269886 	 0.4781025776 	 -0.0809393942 	 -0.0809392068 	 321
-0.1096269886 	 -0.4781025776 	 0.0809393943 	 0.0809392070 	 322
0.2174835064 	 0.5552764727 	 -0.0297409203 	 -0.0297408261 	 323
-0.2174835064 	 -0.5552764727 	 0.0297409202 	 0.0297408260 	 324
-0.3034897016 	 -0.8161330410 	 -0.2723248609 	 -0.2723248211 	 325
0.3034897016 	 0.8161330410 	 0.2723248609 	 0.2723248211 	 326
0.5732755606 	 0.5807229187 	 0.4265484287 	 0.4265482761 	 327
-0.5732755606 	 -0.5807229187 	 -0.4265484287 	 -0.4265482761 	 328
-0.3868621658 	 -0.4802518091 	 -0.0888112479 	 -0.0888111195 	 329
0.3868621658 	 0.4802518091 	 0.0888112478 	 0.0888111194 	 330
-0.2737314241 	 -0.8432186903 	 -0.2495050680 	 -0.2495050305 	 331
0.2737314241 	 0.8432186903 	 0.2495050680 	 0.2495050305 	 332
0.0656279545 	 -0.7040756546 	 0.0223752957 	 0.0223752979 	 333
-0.0656279545 	 0.7040756546 	 -0.0223752960 	 -0.0223752982 	 334
-0.1923111017 	 -0.5707191007 	 0.0334303106 	 0.0334302090 	 335
0.1923111017 	 0.5707191007 	 -0.0334303107 	 -0.0334302091 	 336
0.1417398785 	 0.1984187200 	 -0.0302795186 	 -0.0302794369 	 337
-0.1417398785 	 -0.1984187200 	 0.0302795186 	 0.0302794369 	 338
0.1069163946 	 0.6486024485 	 0.0295933590 	 0.0295933513 	 339
-0.1069163946 	 -0.6486024485 	 -0.0295933588 	 -0.0295933511 	 340
0.4209260310 	 -0.0252911335 	 -0.1071216212 	 -0.1071214630 	 341
-0.4209260310 	 0.0252911335 	 0.1071216211 	 0.1071214629 	 342
-0.3879912778 	 -0.5149138591 	 -0.1160336355 	 -0.1160335029 	 343
0.3879912778 	 0.5149138591 	 0.1160336355 	 0.1160335028 	 344
0.5972854055 	 -0.5407447536 	 0.4468945078 	 0.4468943331 	 345
-0.5972854055 	 0.5407447536 	 -0.4468945076 	 -0.4468943329 	 346
