Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 0.9110	Mesh (Number of cells): 363
-0.0952356167 	 0.5927561791 	 0.0059693618 	 0.0059693622 	 87
-0.6007437512 	 0.3949192652 	 -0.2662595717 	 -0.2662591430 	 88
0.3320865441 	 0.2221277659 	 -0.0160065968 	 -0.0160065783 	 89
-0.3320865441 	 -0.2221277659 	 0.0159925901 	 0.0159925643 	 90
0.2221277659 	 -0.3320865441 	 -0.0470656324 	 -0.0470655091 	 91
0.0663584179 	 0.7401759526 	 0.0725317411 	 0.0725315959 	 92
-0.0663584179 	 -0.7401759526 	 -0.0729237482 	 -0.0729235993 	 93
0.7401759526 	 -0.0663584178 	 0.2874604674 	 0.2874600363 	 94
-0.7417123139 	 0.0658792582 	 -0.2948404315 	 -0.2948399886 	 95
-0.1916619162 	 0.1920536786 	 0.0102858940 	 0.0102858643 	 96
0.3532140865 	 0.1282191906 	 -0.0139823729 	 -0.0139823591 	 97
-0.3532140865 	 -0.1282191906 	 0.0139593617 	 0.0139593398 	 98
0.1282191907 	 -0.3532140864 	 -0.0305772975 	 -0.0305772313 	 99
0.2764891461 	 0.5806877466 	 0.0349751142 	 0.0349749452 	 100
-0.2764891461 	 -0.5806877466 	 -0.0349808268 	 -0.0349806545 	 101
0.5806877469 	 -0.2764891459 	 0.1256112128 	 0.1256108976 	 102
-0.2486584655 	 0.2506425111 	 0.0397769017 	 0.0397767960 	 103
0.2301777623 	 0.4934387264 	 -0.0427063620 	 -0.0427062937 	 104
-0.2301777623 	 -0.4934387264 	 0.0426780735 	 0.0426780077 	 105
0.4934387265 	 -0.2301777625 	 -0.0023105354 	 -0.0023105761 	 106
-0.1173075231 	 0.1952693891 	 0.0040005749 	 0.0040005624 	 107
0.8462262649 	 0.1882228436 	 0.7146519256 	 0.7146516217 	 108
-0.8462262649 	 -0.1882228436 	 -0.7146209195 	 -0.7146205973 	 109
0.1882228418 	 -0.8462262648 	 0.1739685114 	 0.1739682909 	 110
-0.1882446025 	 0.8425726923 	 -0.1676103296 	 -0.1676100986 	 111
-0.5321756624 	 0.4706360364 	 -0.2082393944 	 -0.2082390009 	 112
-0.0935529516 	 0.2731215718 	 0.0024905835 	 0.0024905737 	 113
0.1880700631 	 0.1861477348 	 -0.0088230154 	 -0.0088229877 	 114
-0.1880700631 	 -0.1861477348 	 0.0088199642 	 0.0088199314 	 115
0.1861477348 	 -0.1880700631 	 -0.0082087394 	 -0.0082087196 	 116
0.2681878938 	 0.0914832518 	 -0.0082449933 	 -0.0082449718 	 117
-0.2681878938 	 -0.0914832518 	 0.0082386473 	 0.0082386224 	 118
0.0914832518 	 -0.2681878938 	 -0.0019830620 	 -0.0019830569 	 119
0.3763894438 	 0.5465903795 	 0.0838674354 	 0.0838671207 	 120
-0.3763894438 	 -0.5465903795 	 -0.0838582202 	 -0.0838578990 	 121
0.5465903795 	 -0.3763894436 	 0.1711563870 	 0.1711560246 	 122
0.8750290493 	 0.1009474512 	 0.8194569888 	 0.8194565524 	 123
-0.8752195583 	 -0.1010498311 	 -0.8205659924 	 -0.8205655238 	 124
0.1009474498 	 -0.8750290500 	 0.1326940722 	 0.1326939767 	 125
-0.1009474498 	 0.8750290500 	 -0.1302640258 	 -0.1302639316 	 126
-0.1949367474 	 0.1177050921 	 -0.0004481124 	 -0.0004481110 	 127
-0.3358717710 	 0.2261402250 	 0.0192085353 	 0.0192085035 	 128
-0.4077824238 	 0.2937340191 	 0.0230501198 	 0.0230501581 	 129
-0.2724551960 	 0.0937077363 	 0.0097280097 	 0.0097279850 	 130
0.1169123381 	 0.1949395109 	 -0.0045072406 	 -0.0045072282 	 131
-0.1169123381 	 -0.1949395109 	 0.0045050929 	 0.0045050799 	 132
0.1949395109 	 -0.1169123381 	 0.0004017811 	 0.0004017795 	 133
0.5961411862 	 0.0883068799 	 0.0042543438 	 0.0042543190 	 134
-0.5961411862 	 -0.0883068799 	 -0.0043190026 	 -0.0043189767 	 135
0.0883068799 	 -0.5961411862 	 -0.0037756427 	 -0.0037756492 	 136
-0.4518082031 	 -0.6182327689 	 -0.2490047405 	 -0.2490043619 	 137
0.4518082031 	 0.6182327689 	 0.2490467652 	 0.2490463941 	 138
0.6182327691 	 -0.4518082029 	 0.3553270859 	 0.3553267053 	 139
0.2419506123 	 0.2465762237 	 -0.0401741515 	 -0.0401740369 	 140
-0.2419506123 	 -0.2465762237 	 0.0401523216 	 0.0401522004 	 141
0.2465762238 	 -0.2419506122 	 -0.0380239736 	 -0.0380238694 	 142
0.0928948536 	 0.2710388721 	 -0.0025316160 	 -0.0025316089 	 143
-0.0928948536 	 -0.2710388721 	 0.0025317565 	 0.0025317475 	 144
0.2710388721 	 -0.0928948536 	 -0.0092276630 	 -0.0092276411 	 145
0.6588998230 	 0.1306566904 	 0.1150667119 	 0.1150664617 	 146
-0.6588998230 	 -0.1306566904 	 -0.1148679282 	 -0.1148676594 	 147
0.1306566905 	 -0.6588998229 	 0.0426612201 	 0.0426609969 	 148
0.0965561135 	 0.6031214756 	 -0.0009898317 	 -0.0009898314 	 149
-0.0965561135 	 -0.6031214756 	 0.0009888788 	 0.0009888793 	 150
0.6031214757 	 -0.0965561136 	 -0.0104338349 	 -0.0104338457 	 151
-0.6156000000 	 0.0930533293 	 -0.0037433070 	 -0.0037432741 	 152
-0.2388759184 	 0.7111950775 	 -0.1076405583 	 -0.1076402478 	 153
-0.8990287974 	 -0.2790343326 	 -0.9344116185 	 -0.9344115846 	 154
0.8990287974 	 0.2790343326 	 0.9343108386 	 0.9343107990 	 155
-0.2815539873 	 0.8968276190 	 -0.2732171835 	 -0.2732171445 	 156
0.2790343304 	 -0.8990287978 	 0.2754156818 	 0.2754156504 	 157
-0.2219576311 	 0.3361199910 	 0.0504676453 	 0.0504675125 	 158
0.1377696738 	 0.5198962727 	 -0.0574612053 	 -0.0574610909 	 159
-0.1377696738 	 -0.5198962727 	 0.0573954457 	 0.0573953354 	 160
0.5198962727 	 -0.1377696739 	 -0.0127079158 	 -0.0127079271 	 161
-0.8121314264 	 -0.3372109644 	 -0.7257494759 	 -0.7257492804 	 162
0.8121314264 	 0.3372109644 	 0.7257289964 	 0.7257288037 	 163
-0.3424758488 	 0.8097185075 	 -0.2969551644 	 -0.2969550045 	 164
0.3372109624 	 -0.8121314266 	 0.2844664306 	 0.2844662654 	 165
-0.7301238439 	 0.5885429637 	 -0.7401895357 	 -0.7401895272 	 166
0.7383597747 	 -0.5880219437 	 0.7552348484 	 0.7552348411 	 167
-0.5880219441 	 -0.7383597746 	 -0.6119573009 	 -0.6119572911 	 168
0.5880219441 	 0.7383597746 	 0.6119604788 	 0.6119604676 	 169
-0.5584862449 	 0.3080240458 	 -0.1289493628 	 -0.1289490252 	 170
-0.4451159334 	 0.8281879955 	 -0.4538097458 	 -0.4538097205 	 171
0.4424503875 	 -0.8277664512 	 0.4516405115 	 0.4516404832 	 172
-0.8277664507 	 -0.4424503893 	 -0.8524100686 	 -0.8524100691 	 173
0.8277664507 	 0.4424503893 	 0.8524020587 	 0.8524020513 	 174
-0.2673747422 	 0.5764947479 	 -0.0046073288 	 -0.0046071417 	 175
-0.5318753539 	 0.1304935713 	 0.0243558590 	 0.0243558402 	 176
-0.1327939269 	 0.3537063353 	 0.0325718717 	 0.0325717856 	 177
0.0860368071 	 0.8057901713 	 0.1914027796 	 0.1914024663 	 178
-0.0860368071 	 -0.8057901713 	 -0.1917383143 	 -0.1917379967 	 179
0.8057901713 	 -0.0860368062 	 0.6043277749 	 0.6043271291 	 180
-0.8071024057 	 0.0852836415 	 -0.6066883542 	 -0.6066876569 	 181
-0.2286753030 	 0.4950401719 	 0.0481202358 	 0.0481202402 	 182
0.3601897014 	 0.3809893426 	 -0.0177757552 	 -0.0177758582 	 183
-0.3601897014 	 -0.3809893426 	 0.0177478565 	 0.0177479610 	 184
0.3809893427 	 -0.3601897014 	 -0.0130712958 	 -0.0130713388 	 185
0.4431326327 	 0.0974845170 	 0.0013262275 	 0.0013262020 	 186
-0.4431326327 	 -0.0974845170 	 -0.0013348600 	 -0.0013348345 	 187
-0.0965067576 	 0.4368294306 	 0.0093799870 	 0.0093799617 	 188
0.0974845170 	 -0.4431326327 	 -0.0122680127 	 -0.0122679893 	 189
-0.5751132299 	 -0.4832505717 	 -0.2882918396 	 -0.2882914096 	 190
0.5751132299 	 0.4832505717 	 0.2883303717 	 0.2883299557 	 191
0.4832505714 	 -0.5751132299 	 0.2477137750 	 0.2477134473 	 192
0.2185010328 	 0.3323258014 	 -0.0492791888 	 -0.0492790419 	 193
-0.2185010328 	 -0.3323258014 	 0.0492529252 	 0.0492527722 	 194
0.3323258014 	 -0.2185010328 	 -0.0185404123 	 -0.0185403809 	 195
-0.3763107360 	 0.3913554083 	 0.0138900745 	 0.0138901967 	 196
-0.4197482732 	 -0.7145766748 	 -0.2836785693 	 -0.2836783115 	 197
0.4197482732 	 0.7145766748 	 0.2836942924 	 0.2836940372 	 198
-0.7049471876 	 0.4111685548 	 -0.5422952345 	 -0.5422949231 	 199
0.7145766752 	 -0.4197482723 	 0.5453198718 	 0.5453195598 	 200
0.2686796075 	 0.4094719806 	 -0.0595959986 	 -0.0595959037 	 201
-0.2686796075 	 -0.4094719806 	 0.0595575976 	 0.0595575022 	 202
0.4094719807 	 -0.2686796076 	 -0.0265098178 	 -0.0265098179 	 203
-0.4395112399 	 0.0977450304 	 0.0005057522 	 0.0005057694 	 204
0.4012487808 	 0.2926151946 	 -0.0213583861 	 -0.0213584706 	 205
-0.4012487808 	 -0.2926151946 	 0.0213248822 	 0.0213249645 	 206
0.2926151947 	 -0.4012487808 	 -0.0590900564 	 -0.0590899869 	 207
-0.3182956267 	 0.7220810470 	 -0.1809236357 	 -0.1809233889 	 208
0.0960949761 	 0.4348935699 	 -0.0100052472 	 -0.0100052213 	 209
-0.0960949761 	 -0.4348935699 	 0.0100027280 	 0.0100027006 	 210
0.4348935699 	 -0.0960949761 	 -0.0065071770 	 -0.0065071775 	 211
-0.5332718036 	 0.2131114476 	 -0.0135950784 	 -0.0135950103 	 212
-0.2782577408 	 0.4130335133 	 0.0556024529 	 0.0556024150 	 213
-0.4931280561 	 0.2727634759 	 -0.0137437954 	 -0.0137436858 	 214
-0.5443197365 	 -0.5756052389 	 -0.3326195388 	 -0.3326191932 	 215
0.5443197365 	 0.5756052389 	 0.3326465677 	 0.3326462282 	 216
0.5756052386 	 -0.5443197363 	 0.3700872007 	 0.3700868917 	 217
-0.7648232017 	 0.3356395478 	 -0.5852713527 	 -0.5852710145 	 218
0.7687812167 	 -0.3440699131 	 0.6012925917 	 0.6012922430 	 219
0.3440699142 	 0.7687812160 	 0.2525791359 	 0.2525789454 	 220
