Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 0.9110	Mesh (Number of cells): 363
-0.0952356167 	 0.5927561791 	 -0.0015439853 	 -0.0015439581 	 87
-0.6007437512 	 0.3949192652 	 -0.1537707679 	 -0.1537704190 	 88
0.3320865441 	 0.2221277659 	 0.0470727779 	 0.0470726495 	 89
-0.3320865441 	 -0.2221277659 	 -0.0470456397 	 -0.0470455117 	 90
0.2221277659 	 -0.3320865441 	 -0.0160057000 	 -0.0160056792 	 91
0.0663584179 	 0.7401759526 	 -0.2879269133 	 -0.2879264818 	 92
-0.0663584179 	 -0.7401759526 	 0.2874611023 	 0.2874606650 	 93
0.7401759526 	 -0.0663584178 	 0.0729230311 	 0.0729228843 	 94
-0.7417123139 	 0.0658792582 	 -0.0684770359 	 -0.0684768797 	 95
-0.1916619162 	 0.1920536786 	 0.0083716124 	 0.0083715864 	 96
0.3532140865 	 0.1282191906 	 0.0305800783 	 0.0305800116 	 97
-0.3532140865 	 -0.1282191906 	 -0.0305489217 	 -0.0305488425 	 98
0.1282191907 	 -0.3532140864 	 -0.0139810739 	 -0.0139810599 	 99
0.2764891461 	 0.5806877466 	 -0.1255820995 	 -0.1255817823 	 100
-0.2764891461 	 -0.5806877466 	 0.1256022881 	 0.1256019634 	 101
0.5806877469 	 -0.2764891459 	 0.0349693749 	 0.0349692182 	 102
-0.2486584655 	 0.2506425111 	 0.0397677419 	 0.0397676372 	 103
0.2301777623 	 0.4934387264 	 0.0023403385 	 0.0023403718 	 104
-0.2301777623 	 -0.4934387264 	 -0.0023133494 	 -0.0023133890 	 105
0.4934387265 	 -0.2301777625 	 -0.0426949820 	 -0.0426949131 	 106
-0.1173075231 	 0.1952693891 	 -0.0000310773 	 -0.0000310769 	 107
0.8462262649 	 0.1882228436 	 -0.1739675977 	 -0.1739673846 	 108
-0.8462262649 	 -0.1882228436 	 0.1740931197 	 0.1740928852 	 109
0.1882228418 	 -0.8462262648 	 0.7146523342 	 0.7146520206 	 110
-0.1882446025 	 0.8425726923 	 -0.7070812151 	 -0.7070808888 	 111
-0.5321756624 	 0.4706360364 	 -0.1832501013 	 -0.1832497460 	 112
-0.0935529516 	 0.2731215718 	 0.0083437415 	 0.0083437199 	 113
0.1880700631 	 0.1861477348 	 0.0082095606 	 0.0082095388 	 114
-0.1880700631 	 -0.1861477348 	 -0.0082056503 	 -0.0082056278 	 115
0.1861477348 	 -0.1880700631 	 -0.0088224851 	 -0.0088224568 	 116
0.2681878938 	 0.0914832518 	 0.0019832203 	 0.0019832150 	 117
-0.2681878938 	 -0.0914832518 	 -0.0019828989 	 -0.0019828909 	 118
0.0914832518 	 -0.2681878938 	 -0.0082445588 	 -0.0082445369 	 119
0.3763894438 	 0.5465903795 	 -0.1711569775 	 -0.1711566127 	 120
-0.3763894438 	 -0.5465903795 	 0.1711407608 	 0.1711403864 	 121
