time = 5.3	Re = 10
0.127283	0.155031	0
0.165618	0.126511	1
0.204972	0.081482	2
0.225787	0.040338	3
0.241417	-0.003363	4
0.256905	-0.033104	5
0.272298	-0.060318	6
0.311940	-0.025734	7
0.326652	0.021063	8
0.332436	0.074415	9
0.327933	0.106617	10
0.322188	0.139376	11
0.310817	0.171462	12
0.297582	0.203936	13
0.278174	0.237000	14
0.256918	0.269892	15
0.232517	0.303664	16
0.207885	0.338791	17
0.180248	0.381703	18
0.153613	0.434493	19
0.138245	0.473575	20
0.123741	0.515953	21
0.114932	0.546543	22
0.106239	0.577219	23
0.094640	0.619096	24
0.080235	0.666986	25
0.061858	0.692826	26
0.034264	0.715811	27
0.022774	0.710160	28
-0.028089	0.718694	29
-0.065658	0.702806	30
-0.098555	0.669816	31
-0.102730	0.659089	32
-0.135033	0.631530	33
-0.099676	0.652298	34
-0.107753	0.641305	35
-0.138758	0.622159	36
-0.169162	0.604229	37
-0.150148	0.610976	38
-0.179924	0.592880	39
-0.208415	0.575276	40
-0.205868	0.573005	41
-0.246217	0.549690	42
-0.269159	0.532259	43
-0.313410	0.503285	44
-0.337767	0.483666	45
-0.380877	0.451279	46
-0.384507	0.444939	47
-0.412995	0.421789	48
-0.440714	0.397778	49
-0.441979	0.392773	50
-0.466574	0.368212	51
-0.490812	0.342619	52
-0.479782	0.350693	53
-0.507293	0.318985	54
-0.533343	0.285739	55
-0.519687	0.299141	56
-0.541879	0.267481	57
-0.563207	0.233999	58
-0.577154	0.205158	59
-0.591161	0.175466	60
-0.608138	0.127118	61
-0.617832	0.094109	62
-0.627027	0.059649	63
-0.633714	0.015448	64
-0.637136	-0.017333	65
-0.640270	-0.051232	66
-0.639388	-0.085022	67
-0.637878	-0.119862	68
-0.635530	-0.156293	69
-0.630469	-0.180860	70
-0.623630	-0.216957	71
-0.615356	-0.254539	72
-0.605469	-0.283756	73
-0.593027	-0.317862	74
-0.579237	-0.353402	75
-0.559688	-0.391247	76
-0.536979	-0.431217	77
-0.508583	-0.473626	78
-0.475574	-0.517017	79
-0.448456	-0.546647	80
-0.418059	-0.577264	81
-0.382082	-0.608809	82
-0.341853	-0.640521	83
-0.308979	-0.662109	84
-0.273321	-0.684015	85
-0.229417	-0.707065	86
-0.181102	-0.729178	87
-0.145898	-0.741749	88
-0.108327	-0.753940	89
-0.063187	-0.765349	90
-0.014687	-0.775281	91
0.026874	-0.780599	92
0.070825	-0.784664	93
0.114451	-0.785510	94
0.160617	-0.784507	95
0.199747	-0.780806	96
0.240300	-0.775723	97
0.280484	-0.768012	98
0.322318	-0.758668	99
0.360395	-0.747483	100
0.399810	-0.734857	101
0.438883	-0.719569	102
0.479768	-0.701839	103
0.514555	-0.683811	104
0.549745	-0.664332	105
0.583443	-0.643003	106
0.617753	-0.619934	107
0.646881	-0.597483	108
0.676507	-0.573726	109
0.705694	-0.547171	110
0.735545	-0.518387	111
0.760624	-0.491568	112
0.785687	-0.463722	113
0.808577	-0.435039	114
0.831718	-0.405046	115
0.851709	-0.375226	116
0.871644	-0.344366	117
0.890916	-0.310545	118
0.909993	-0.273487	119
0.935688	-0.220139	120
0.959059	-0.166092	121
0.977588	-0.116756	122
0.994507	-0.066411	123
