time = 500	Re = 1	rotation = 79.5774
-0.859271	-0.306002	5451	
0.571331	0.345209	1137	
0.178965	0.914785	776	
-0.263491	0.011536	5552	
0.812812	-0.066880	2437	
0.690283	0.367970	3237	
0.372229	0.345663	2062	
-0.096313	0.982263	3224	
-0.730574	-0.165224	4977	
0.721418	0.268096	3351	
-0.539461	-0.321404	667	
-0.764472	0.054437	4155	
0.146765	0.754741	724	
-0.006765	-0.294338	5308	
-0.479177	-0.575801	1200	
0.077283	0.792748	5235	
0.203922	-0.291798	1149	
-0.902501	-0.123841	1377	
-0.931268	-0.117697	5505	
-0.471798	-0.798240	298	
0.338127	-0.003527	3273	
0.668734	0.231687	3103	
-0.317845	-0.116886	3630	
-0.133379	0.539825	655	
0.236664	0.124387	4978	
0.349259	0.332586	2272	
-0.025684	-0.434804	392	
0.263530	0.068623	486	
0.871703	-0.105418	4040	
-0.344588	-0.070607	1511	
0.139373	0.183667	383	
0.441637	0.724515	3972	
0.021555	0.398587	1273	
-0.126916	0.929199	327	
0.213297	-0.362720	2600	
-0.441451	0.749753	4938	
0.162400	0.798138	1185	
0.651582	-0.262964	1404	
0.183496	-0.081551	531	
0.734049	-0.247242	3007	
0.624400	-0.692554	5734	
0.756106	0.590143	4819	
-0.143740	0.583209	1400	
0.302419	0.422271	5053	
0.393668	-0.376660	4271	
0.043537	0.696027	1122	
0.199020	-0.260113	2482	
-0.570217	-0.175179	2418	
0.293090	-0.424738	4959	
-0.383712	0.701458	3186	
0.322962	0.061431	1501	
-0.038315	-0.933423	2597	
0.133817	-0.610008	1450	
-0.399418	0.692228	3060	
0.548066	-0.325244	1436	
0.398839	-0.164831	3803	
0.189925	0.819572	2677	
-0.732216	-0.415231	3412	
0.811576	-0.215452	4287	
-0.291746	-0.918555	573	
-0.155849	0.371220	3665	
0.259133	0.034220	398	
0.710201	-0.393073	3235	
0.342361	0.134296	3479	
-0.734195	0.003547	1073	
-0.615798	-0.634043	5617	
0.061498	-0.963379	5219	
-0.761239	-0.333274	5077	
0.295882	0.396022	4476	
0.951285	0.175641	2358	
0.300796	0.535676	2411	
0.281885	0.483147	2888	
-0.565159	-0.311525	2123	
0.478040	-0.353869	5042	
-0.379191	-0.638533	2102	
0.466412	0.443275	2628	
-0.180326	-0.782187	716	
0.097660	0.938540	5408	
-0.490480	0.362475	5302	
0.220300	0.557422	467	
-0.609397	0.637543	5618	
-0.606297	-0.235604	5557	
0.244573	-0.720862	2694	
-0.681787	-0.395815	1787	
0.205962	-0.942226	2229	
-0.484291	-0.409405	1714	
0.175055	-0.495179	2758	
-0.853968	-0.182974	3928	
0.045073	0.693900	1122	
-0.761511	0.331138	3437	
-0.491316	0.504067	626	
0.605762	-0.275956	4947	
-0.309815	0.683262	2934	
-0.385116	0.140708	4824	
0.201282	-0.411205	3474	
0.896652	-0.285403	707	
-0.035315	0.361616	4178	
-0.248443	0.768421	5620	
0.183398	-0.081527	531	
0.806951	0.324323	789	
0.037848	-0.465085	5691	
0.519731	-0.234299	1649	
0.205724	-0.279123	1149	
0.917792	-0.296475	2728	
0.488911	0.359105	5172	
0.581696	0.336320	1584	
0.266186	-0.265398	2975	
0.204099	-0.308402	5144	
-0.883451	-0.384455	653	
0.283279	-0.776339	3415	
0.264485	0.301163	1306	
0.664171	-0.443987	2570	
-0.840478	-0.302245	4170	
0.297086	0.188843	3381	
-0.564821	0.082489	4891	
0.608954	0.149805	1179	
0.812416	-0.227023	4603	
-0.767033	0.220151	3991	
0.442148	0.864053	1074	
-0.513247	-0.721351	4294	
-0.867274	-0.294660	5451	
0.381004	-0.788526	2655	
-0.428185	0.604554	2153	
-0.484595	0.099839	4121	
0.093310	-0.600767	5123	
0.341039	-0.805573	547	
0.641331	-0.420890	2069	
0.705754	0.246525	4102	
-0.142525	-0.874680	3466	
0.358997	0.167667	3817	
0.138624	-0.582784	1585	
-0.543419	-0.408305	2144	
0.142605	0.804696	1185	
0.193862	-0.607866	1921	
-0.451960	0.452041	2640	
0.115398	-0.749946	1352	
-0.458334	0.017974	1477	
0.390202	0.487290	2225	
0.217717	0.956149	2228	
-0.470435	0.826177	313	
-0.809318	0.089098	5173	
0.870429	0.341492	891	
-0.869553	-0.160943	4398	
-0.824553	0.122818	1572	
0.253408	-0.140608	5147	
-0.254281	0.841715	3122	
0.530860	0.090571	3867	
-0.754189	-0.464212	3982	
-0.135688	-0.609589	1145	
0.833773	0.086953	2846	
0.513277	0.215135	4672	
0.640600	-0.470376	704	
-0.534376	0.312865	5680	
-0.881228	-0.437582	3549	
-0.322741	-0.653939	3229	
-0.519992	-0.674771	3054	
0.395864	-0.300220	3391	
0.766213	0.032995	801	
0.415327	0.728688	3177	
-0.710081	-0.305291	4339	
-0.592948	0.395365	3999	
0.125985	0.436972	4562	
