time = 25.187	Re = 4	rotation = -36.3061
0.203110	0.482909	1079	
0.198695	0.471578	1546	
0.179360	0.436742	6575	
0.190145	0.460239	1546	
0.160565	0.424987	4013	
0.118984	0.332507	6416	
0.061934	0.209008	5802	
0.054924	0.189440	5317	
0.054183	0.198032	5965	
-0.017731	0.201146	3937	
-0.047582	0.229941	6663	
-0.103065	0.279435	2379	
-0.110130	0.294446	3967	
-0.169879	0.350714	2916	
-0.184470	0.392439	5722	
-0.177977	0.398365	5722	
-0.169047	0.480178	6067	
-0.163627	0.575227	7079	
-0.200187	0.594836	7958	
-0.507265	0.529737	597	
-0.773118	0.228969	3149	
-0.834070	0.070535	6694	
-0.859463	0.011791	7821	
-0.875074	-0.029556	6385	
-0.897134	-0.066094	7352	
-0.940280	-0.051570	2147	
-0.959794	0.003048	10535	
-0.965679	0.096553	6969	
-0.955258	0.199447	1434	
-0.936560	0.273849	9171	
-0.916605	0.332885	10533	
-0.905558	0.360032	5941	
-0.890495	0.392758	7011	
-0.900309	0.369842	5941	
-0.894954	0.383987	5941	
-0.900294	0.369827	5941	
-0.902325	0.364911	5941	
-0.874749	0.424944	7053	
-0.871148	0.431521	6015	
-0.871643	0.429414	6015	
-0.870974	0.430899	6015	
-0.872334	0.429931	6015	
-0.877288	0.419207	7633	
-0.887767	0.399246	7633	
-0.901706	0.367423	5941	
-0.916597	0.332666	10533	
-0.917868	0.329614	10533	
-0.932551	0.287741	9097	
-0.948190	0.231909	10006	
-0.960848	0.145882	9023	
-0.965176	0.098291	5917	
-0.963117	0.024057	759	
-0.952867	-0.017996	10495	
-0.920810	-0.063160	3296	
-0.894450	-0.062668	7352	
-0.877858	-0.041964	6385	
-0.861027	0.005289	7821	
-0.840042	0.053292	5675	
-0.766167	0.242911	3149	
-0.548982	0.504037	3096	
-0.195253	0.594342	7958	
-0.160773	0.552114	6941	
-0.177818	0.450258	5116	
-0.181742	0.376341	2564	
-0.132740	0.312844	2173	
-0.055028	0.240932	6853	
0.070397	0.258419	7554	
0.139886	0.394469	5238	
0.098712	0.301018	3604	
0.065828	0.236464	8514	
0.057978	0.222582	8202	
0.069316	0.250425	7554	
0.129767	0.355333	7340	
0.135580	0.360646	7446	
0.190465	0.479764	1079	
0.243678	0.532902	5523	
0.284520	0.565267	3360	
0.312324	0.577633	2100	
0.451309	0.628266	5472	
0.490240	0.566457	4141	
0.475166	0.597512	10936	
-0.385331	0.682647	10203	
-0.028970	0.773209	6660	
0.048962	0.774463	8441	
0.078138	0.773137	6054	
0.102980	0.771474	10571	
0.129099	0.769513	10063	
0.152297	0.767294	3858	
0.163229	0.765845	3858	
0.164569	0.765508	3858	
0.164481	0.765502	3858	
0.161749	0.766028	3858	
