time = 4.027	Re = 4	rotation = -0.989161
-0.756628	0.495709	8178	
-0.759400	0.493005	8178	
-0.767093	0.486181	8178	
-0.779138	0.474564	8139	
-0.788394	0.467026	10693	
-0.807811	0.447520	10338	
-0.817117	0.438836	7500	
-0.822670	0.435984	7500	
-0.826243	0.435923	6669	
-0.828623	0.438959	6669	
-0.824666	0.455551	10338	
-0.816214	0.474008	10394	
-0.803040	0.498112	11060	
-0.782649	0.532994	1980	
-0.758120	0.568720	448	
-0.727372	0.604396	1276	
-0.686836	0.648672	8262	
-0.649830	0.685091	8804	
-0.613946	0.714913	2147	
-0.571607	0.746514	7365	
-0.534794	0.771624	585	
-0.492751	0.797178	1281	
-0.459941	0.815951	535	
-0.431962	0.829231	1733	
-0.396767	0.844882	2984	
-0.367488	0.857444	971	
-0.346423	0.866618	971	
-0.322897	0.875436	6754	
-0.303872	0.883065	6754	
-0.283001	0.889576	10640	
-0.258943	0.896229	9646	
-0.238993	0.900576	9527	
-0.213492	0.905070	9527	
-0.195249	0.907064	5964	
-0.188315	0.907553	5964	
-0.195881	0.906964	5964	
-0.206259	0.905744	6686	
-0.210098	0.906189	9527	
-0.213929	0.906026	9527	
-0.216055	0.905844	9527	
-0.217228	0.905685	9527	
-0.220770	0.904888	9527	
-0.224245	0.904211	9527	
-0.229488	0.902984	9527	
-0.239772	0.900788	9527	
-0.248851	0.897925	9646	
-0.257208	0.896149	9646	
-0.269956	0.892753	9646	
-0.284793	0.888110	10640	
-0.295186	0.884168	9404	
-0.307878	0.879478	6754	
-0.322534	0.873964	6582	
-0.343888	0.866120	971	
-0.364194	0.857485	971	
-0.384795	0.848742	2984	
-0.419165	0.834111	6312	
-0.448131	0.820483	535	
-0.476963	0.805257	1281	
-0.517890	0.781125	7764	
-0.557566	0.755862	7365	
-0.603112	0.722546	2199	
-0.638217	0.692916	8804	
-0.670312	0.662268	8262	
-0.714533	0.614554	2534	
-0.750751	0.566882	448	
-0.762553	0.543490	1980	
-0.767147	0.528982	9391	
-0.765494	0.523260	9391	
-0.772665	0.514883	9253	
-0.781780	0.504776	9253	
-0.793264	0.490620	11021	
-0.799888	0.479972	11021	
-0.795428	0.478241	11021	
-0.791677	0.476903	11021	
-0.771228	0.494324	8909	
-0.746460	0.516044	8355	
-0.728836	0.529456	8135	
-0.704550	0.548072	6028	
-0.675592	0.571473	5161	
-0.648529	0.591992	5209	
-0.628822	0.605562	4311	
-0.608261	0.619180	458	
-0.593021	0.628468	394	
-0.581533	0.635182	394	
-0.572151	0.640460	3016	
-0.567017	0.643314	3016	
-0.558717	0.647890	4310	
-0.550868	0.652296	4201	
-0.547174	0.654214	4201	
-0.544973	0.655324	4201	
-0.544685	0.655424	4201	
-0.547870	0.653650	4201	
-0.553113	0.650676	4310	
-0.556391	0.648925	4310	
-0.561971	0.645853	3016	
-0.568758	0.642083	3016	
-0.574720	0.638664	3016	
-0.582109	0.634414	394	
-0.591533	0.629016	394	
-0.603669	0.621852	458	
-0.619910	0.611210	6261	
-0.639275	0.598106	3864	
-0.654775	0.587398	5209	
-0.681947	0.566314	5161	
-0.709263	0.544482	7098	
-0.728320	0.529972	8135	
-0.747000	0.515820	8355	
