time = 0.157	Re = 4	rotation = -0.202671
-0.792169	0.466054	5313	
-0.791256	0.467614	5313	
-0.788766	0.471853	5313	
-0.784950	0.478380	6582	
-0.779752	0.487103	6582	
-0.773500	0.497176	6582	
-0.766182	0.508584	8522	
-0.757610	0.521224	10640	
-0.748072	0.534963	9646	
-0.737700	0.549215	9330	
-0.726368	0.564020	9527	
-0.714031	0.579449	6686	
-0.700843	0.595119	5964	
-0.687028	0.610849	6672	
-0.672774	0.626474	6464	
-0.657825	0.642163	2292	
