time = 45.167	Re = 4	rotation = -61.058
0.755686	0.473068	2992	
0.104149	0.604642	6801	
0.033297	0.445590	2884	
-0.292999	0.793342	10406	
-0.536884	0.550019	5049	
-0.483419	0.580933	3059	
0.029203	0.717149	4679	
0.364266	0.595305	3507	
0.014970	0.800928	10442	
0.362968	0.637372	5572	
0.885796	0.304818	650	
0.615303	0.568522	7652	
-0.364669	0.816948	5178	
0.166981	0.857704	6507	
0.305847	0.580761	2097	
0.142522	0.614992	9484	
-0.020828	0.694324	1015	
0.455787	0.519230	7893	
0.362071	0.461291	9424	
0.191517	0.293640	4481	
-0.021006	0.188897	8839	
-0.065005	0.255611	6833	
-0.126854	0.326145	9904	
-0.138833	0.347354	6049	
-0.178988	0.401445	4990	
-0.167195	0.443514	8575	
-0.131705	0.497099	2171	
-0.094359	0.591921	5872	
-0.620876	0.461452	6615	
-0.739030	0.308501	6446	
-0.798341	0.187535	5876	
-0.824444	0.128000	2976	
-0.841686	0.100710	4310	
-0.829267	0.123728	4201	
-0.841127	0.101060	4310	
-0.826262	0.131935	5685	
-0.821830	0.133208	5532	
-0.871652	0.028421	6261	
-0.880327	-0.005056	5209	
-0.875501	0.016628	4311	
-0.875914	0.014731	4311	
-0.880541	-0.004874	5209	
-0.865297	0.026051	4311	
-0.849053	0.073209	3016	
-0.823098	0.139509	5685	
-0.797790	0.189469	5876	
-0.796645	0.193995	5876	
-0.783886	0.219136	8919	
-0.664992	0.412412	3746	
-0.274793	0.632191	3679	
-0.095440	0.593943	6567	
-0.111399	0.520592	2002	
-0.156235	0.471774	947	
-0.170430	0.411313	5869	
-0.182610	0.393632	5839	
-0.189367	0.381655	4950	
-0.119723	0.323338	9904	
-0.123036	0.313565	9904	
0.018230	0.161087	3817	
0.229181	0.344882	5672	
0.376283	0.464142	2035	
0.348581	0.430527	4550	
-0.082496	0.691411	4771	
0.146727	0.853226	5387	
0.384438	0.562535	10055	
0.214545	0.523173	2786	
0.870323	0.179186	7755	
0.497042	0.380403	6044	
0.486856	0.576665	8321	
-0.036936	0.620067	7253	
0.079740	0.510427	4722	
-0.892902	0.117452	6938	
-0.158850	0.904886	2646	
0.238787	0.757070	7952	
-0.779345	0.483537	9330	
0.576158	0.394496	7106	
0.871912	0.385236	8470	
0.536972	0.384780	3157	
0.389307	-0.143908	4054	
0.373818	-0.156039	8953	
-0.278328	0.883182	786	
0.744769	0.303643	10396	
-0.030205	0.379671	7423	
-0.574213	0.743311	9190	
0.284632	0.895411	2423	
0.918766	0.254108	10665	
0.538328	0.010830	2557	
0.284398	-0.205934	10651	
0.194882	-0.151201	6770	
0.190898	-0.153714	6770	
0.190257	-0.154593	6770	
0.200538	-0.149599	6770	
0.355170	-0.175655	1195	
0.412647	-0.131998	6876	
0.715007	0.180223	2331	
0.632122	0.710750	771	
-0.024043	0.930538	7850	
-0.673031	0.659088	7248	
-0.016579	0.441430	10677	
-0.514980	0.574810	1977	
-0.035517	0.781432	9743	
0.489194	0.805010	940	
0.190921	-0.137389	4605	
0.897163	0.156862	8177	
-0.532300	0.766142	2059	
0.877728	0.372474	10491	
-0.394391	0.762070	5034	
0.665751	0.347332	9965	
0.038940	0.533499	4964	
0.588520	0.509213	9521	
0.458178	0.677686	8552	
-0.752060	0.548236	762	
0.218826	0.530143	8978	
-0.695543	0.542933	7430	
0.405734	0.566109	8293	
0.421792	0.583069	9004	
0.141250	0.625539	9808	
-0.054541	0.688677	4018	
-0.531293	0.628540	4825	
0.381123	0.474250	2088	
0.108104	0.186673	4171	
-0.034133	0.210447	6116	
-0.062843	0.249116	7102	
-0.152553	0.352931	10778	
-0.161230	0.376706	2366	
-0.174696	0.419841	5869	
-0.152557	0.468651	8543	
-0.100278	0.544491	1722	
-0.127443	0.614364	6565	
-0.702563	0.361015	3315	
-0.781916	0.223222	8919	
-0.824782	0.134758	5685	
-0.813367	0.158616	6873	
-0.808200	0.173648	6873	
-0.805541	0.179124	6762	
-0.840168	0.092342	4310	
-0.834739	0.104542	4201	
-0.862924	0.037475	6261	
-0.859127	0.063525	394	
-0.859465	0.062501	394	
-0.862823	0.039607	458	
-0.863268	0.035005	6261	
-0.840866	0.101017	4310	
-0.811997	0.163594	6873	
-0.817018	0.145095	5685	
-0.818368	0.140329	5685	
-0.778300	0.235093	8919	
-0.735036	0.315462	6446	
-0.702607	0.361490	3315	
-0.538152	0.530303	3309	
-0.138819	0.623055	6715	
-0.108146	0.544461	1722	
-0.140447	0.481078	8499	
-0.162949	0.433578	8747	
-0.176732	0.411351	4990	
-0.156863	0.373110	2366	
-0.122247	0.319538	9904	
-0.152127	0.341581	10778	
0.018562	0.164616	3817	
0.148025	0.239213	1759	
0.373438	0.458185	10592	
-0.209115	0.755105	7668	
0.153301	0.657999	8673	
0.122303	0.610381	9142	
0.778385	0.426820	1106	
0.305815	0.539342	3535	
-0.401188	0.821392	6598	
0.546161	0.113191	7402	
0.697159	0.504398	9139	
0.126185	0.493196	8214	
-0.865828	0.168404	7821	
-0.447712	0.599890	3096	
-0.693314	0.482974	5874	
0.064047	0.506204	4722	
0.496665	0.589401	843	
-0.669153	0.653059	950	
0.164990	0.903760	9498	
0.523450	0.296534	10938	
0.275744	-0.172612	4589	
0.828307	0.143842	7059	
0.228325	-0.100245	5445	
-0.222839	0.783831	6825	
-0.882047	0.102319	5766	
-0.095996	0.923880	4805	
0.411715	0.848352	9382	
0.770722	0.172033	8579	
0.378555	-0.154679	8953	
0.234157	-0.170610	4168	
0.223137	-0.178247	8906	
0.212874	-0.169907	615	
0.221364	-0.178705	8906	
0.229688	-0.174639	4168	
0.254678	-0.189790	4560	
0.451457	-0.089577	10569	
0.457569	-0.079676	6919	
0.912931	0.161232	8910	
0.015715	0.919059	10607	
-0.341179	0.861141	2210	
-0.084438	0.634316	2192	
0.523517	0.054949	559	
0.709862	0.312187	992	
0.263570	0.893760	10503	
0.230546	-0.165484	4168	
0.792938	0.159216	9044	
-0.515334	0.773043	10998	
0.625200	0.709658	622	
-0.081775	0.780480	6647	
0.727885	0.323696	10218	
-0.104365	0.909724	1158	
0.783076	0.326666	7337	
0.553140	0.554610	9817	
-0.852390	0.204459	6697	
0.159745	0.539788	3177	
0.164308	0.827642	5508	
0.254254	0.562383	7266	
0.309562	0.734032	2822	
-0.141081	0.694023	9572	
0.269714	0.613925	7797	
-0.201378	0.756759	7668	
0.318812	0.431026	4694	
0.083911	0.137130	5956	
-0.072165	0.257711	1969	
-0.110378	0.302849	1669	
-0.168210	0.372913	2366	
-0.160018	0.389716	3512	
-0.166128	0.441136	8575	
-0.129964	0.496565	2171	
-0.096047	0.577556	4145	
-0.264081	0.634001	3679	
-0.747190	0.289979	8961	
-0.779904	0.228113	8919	
-0.842035	0.099697	4310	
-0.830853	0.119971	4201	
-0.828023	0.128267	4201	
-0.828304	0.127333	4201	
-0.855117	0.060043	394	
-0.853994	0.061179	394	
-0.862165	0.047814	458	
-0.873126	0.028699	6261	
-0.873280	0.028581	6261	
-0.876498	0.009651	3864	
-0.882541	-0.004095	5209	
-0.854092	0.061768	394	
-0.831372	0.118253	4201	
-0.834133	0.106519	4201	
-0.839433	0.095562	4310	
-0.802537	0.184513	6762	
-0.778356	0.236706	8919	
-0.748171	0.290328	8961	
-0.654033	0.425940	1365	
-0.280267	0.632867	5083	
-0.100332	0.572074	4145	
-0.119482	0.511473	2171	
-0.148174	0.458820	8543	
-0.171811	0.431387	6863	
-0.165269	0.388615	3512	
-0.145320	0.347814	10778	
-0.150557	0.351477	10778	
-0.018875	0.200844	8291	
0.103131	0.169418	4271	
0.316122	0.417142	4694	
0.464431	0.524914	8266	
0.287637	0.656252	770	
-0.106431	0.680862	2662	
0.338603	0.782037	8131	
0.223081	0.542858	2318	
-0.259704	0.869792	2852	
0.696284	0.326562	2594	
0.225336	0.661295	5576	
0.118849	0.507916	1383	
-0.896597	0.147010	6938	
-0.633806	0.482674	544	
0.233205	0.517003	10811	
0.073295	0.537578	3488	
0.789985	0.462764	4301	
-0.615913	0.695240	5904	
0.004230	0.911324	10607	
0.601114	0.495021	9206	
0.319942	-0.157122	9107	
0.864410	0.155965	5927	
0.409931	0.126214	1673	
0.731283	0.556248	9753	
-0.923040	0.069749	10752	
-0.037647	0.925475	1060	
0.420299	0.840311	7908	
0.810715	0.157922	9044	
0.425210	-0.107080	8185	
0.275369	-0.173299	4589	
0.264988	-0.184277	5411	
0.251073	-0.180245	3528	
0.261727	-0.184910	4560	
0.266394	-0.184146	5411	
0.299303	-0.181460	6720	
0.502053	-0.027889	4919	
0.511660	-0.012139	4919	
0.919540	0.215285	9851	
0.004706	0.918941	7261	
-0.313289	0.869815	2126	
-0.276446	0.648196	5083	
0.026408	0.711751	4679	
0.767743	0.338640	5881	
0.245010	0.895270	1578	
0.273552	-0.168179	3497	
0.815988	0.164938	9650	
-0.527615	0.761960	2059	
0.580685	0.740126	8814	
0.334877	0.586051	1061	
-0.113575	0.841378	5476	
-0.110548	0.904335	1158	
0.690461	0.387292	5026	
0.310386	0.540241	3535	
0.044211	0.710292	4679	
0.119194	0.581877	4003	
0.773377	0.366892	8445	
0.139929	0.604839	8252	
0.350322	0.592070	2225	
-0.586585	0.574781	5297	
-0.164577	0.707478	10211	
0.485317	0.533337	9471	
0.255378	0.380645	3881	
0.031281	0.153025	10370	
-0.097765	0.291811	9798	
-0.134639	0.330494	10178	
-0.175855	0.390872	4990	
-0.164710	0.411155	5869	
-0.152340	0.458697	8543	
-0.106367	0.529195	2002	
-0.127317	0.614682	6565	
-0.423426	0.592148	663	
-0.781492	0.224896	8919	
-0.801278	0.189007	5876	
-0.840987	0.101516	4201	
-0.848220	0.081106	3016	
-0.845027	0.093967	4310	
-0.844255	0.095425	4310	
-0.867394	0.027303	6261	
-0.872311	0.030167	6261	
-0.876341	0.014985	4311	
-0.888073	-0.001369	5209	
-0.888153	-0.000392	5209	
-0.891957	-0.014500	5209	
-0.901257	-0.021854	6062	
-0.864459	0.034806	6261	
-0.849915	0.070312	394	
-0.849537	0.072881	3016	
-0.854708	0.061018	394	
-0.822420	0.140068	5685	
-0.805512	0.179251	6762	
-0.779858	0.227994	8919	
-0.723496	0.332843	5850	
-0.499985	0.554930	8895	
-0.132844	0.615613	6565	
-0.094406	0.548797	6182	
-0.129593	0.486725	8572	
-0.153333	0.463069	8543	
-0.164575	0.412238	5869	
-0.161795	0.369441	8246	
-0.176293	0.376065	3647	
-0.043724	0.231962	6247	
0.058048	0.142764	5462	
0.262309	0.373620	3881	
0.379958	0.475566	2088	
-0.287826	0.723717	10799	
-0.511076	0.599017	1927	
0.568211	0.656652	631	
0.157198	0.569563	3753	
0.110324	0.893060	7232	
0.474929	0.203083	348	
0.672992	0.208802	5998	
0.120314	0.530872	1594	
-0.905578	0.175020	9895	
-0.688076	0.432587	4315	
0.454153	0.565698	2009	
0.064120	0.577764	8615	
0.499614	0.701601	9143	
-0.577490	0.722449	4970	
-0.002941	0.909257	7261	
-0.108919	0.734978	10233	
0.365097	-0.125721	1457	
0.845172	0.165807	5927	
0.261548	-0.118923	7759	
0.642085	0.232938	7048	
-0.931810	0.109044	2147	
-0.047687	0.923046	9278	
0.399532	0.846616	9400	
0.827229	0.157493	9650	
0.476111	-0.048199	4512	
0.319766	-0.157601	9107	
0.306932	-0.174679	9099	
0.295627	-0.174779	6720	
0.306489	-0.174006	9099	
0.313746	-0.168368	9791	
0.345298	-0.156387	9147	
0.558495	0.045987	5698	
0.635202	0.148351	5763	
0.909394	0.268672	10665	
0.016041	0.912672	10607	
-0.294782	0.873620	2126	
-0.526992	0.555021	5049	
-0.089540	0.783598	6647	
0.826514	0.269038	10672	
0.260728	0.888585	10503	
0.323021	-0.146679	6743	
0.849205	0.156223	4977	
-0.497886	0.777991	3522	
0.594110	0.728566	5172	
0.111116	0.648740	10014	
-0.458371	0.724755	7606	
-0.123555	0.897653	1158	
0.586614	0.246142	2681	
0.226225	0.540710	2318	
0.520570	0.759054	8680	
0.033948	0.629608	6692	
0.646264	0.420290	1056	
-0.086106	0.679472	9806	
0.085902	0.663246	1438	
