time = 1	Re = 90
0.148597	0.136210	0
0.192341	0.144438	1
0.224699	0.167336	2
0.246957	0.201429	3
0.262377	0.244357	4
0.270718	0.294436	5
0.272356	0.349618	6
0.270001	0.380519	7
0.267583	0.412214	8
0.262088	0.446241	9
0.255859	0.481911	10
0.246437	0.519711	11
0.235142	0.559914	12
0.219974	0.602257	13
0.200980	0.646894	14
0.175524	0.692419	15
0.143805	0.737559	16
0.104603	0.778722	17
0.062249	0.812260	18
0.021988	0.839018	19
-0.016946	0.862524	20
-0.053279	0.882981	21
-0.088090	0.902746	22
-0.120564	0.921078	23
-0.150656	0.940040	24
-0.179451	0.958670	25
-0.200335	0.979767	26
