Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	1
0.0001	-3.177176999e-06	7.027113387e-07	-0.001265565815	1	1
0.0002	-3.108446679e-05	1.022544666e-05	-0.01920372316	14.10226042	1
0.0003	-6.648175618e-05	2.55661071e-05	-0.04903566903	15.79909579	1
0.0004	-0.000101625355	4.344640432e-05	-0.073678815	44.80148018	1
0.0005	-0.0001333850009	6.238990146e-05	-0.08640766082	7.877073233	1
0.0006	-0.0001584961885	7.980246797e-05	-0.08600852701	3.068251807	1
0.0007	-0.0001758650415	9.367805022e-05	-0.07452979426	3.843221657	1
0.0008	-0.0001858278768	0.0001030166652	-0.0556580901	5.48968168	1
0.0009	-0.0001896420471	0.0001078143057	-0.03351628353	2.492229439	1
0.001	-0.0001889686677	0.0001087725039	-0.01181798108	2.242660865	1
0.0011	-0.000185498488	0.0001069485061	0.006632789406	1.279273782	1
0.0012	-0.0001807144587	0.000103459186	0.02013714164	8.478204675	1
0.0013	-0.00017577304	9.928335715e-05	0.02806182733	8.230339486	1
0.0014	-0.0001714741022	9.516276027e-05	0.03064715972	2.943078416	1
0.0015	-0.0001682889202	9.158035587e-05	0.02874073819	1.237586667	1
0.0016	-0.0001664202014	8.878836269e-05	0.02352057095	1.832690262	1
0.0017	-0.0001658740644	8.68610156e-05	0.01625174904	0.9884622506	1
0.0018	-0.0001665302311	8.575333754e-05	0.008101394219	2.807760124	1
0.0019	-0.0001682022253	8.535413178e-05	2.010650367e-05	1.113538334	1
0.002	-0.0001706837626	8.55273352e-05	-0.007313996029	1.309848426	1
0.0021	-0.0001737806864	8.614020281e-05	-0.01350005963	1.197262076	1
0.0022	-0.0001773298322	8.707950158e-05	-0.01838293312	1.16211707	1
0.0023	-0.000181207294	8.82582512e-05	-0.02200033856	1.06437611	1
0.0024	-0.0001852545958	8.958224519e-05	-0.02438112277	3.14479628	1
0.0025	-0.0001894189247	9.100943909e-05	-0.02581285519	1.212619148	1
0.0026	-0.0001937470586	9.255119835e-05	-0.02671640618	3.017267204	1
0.0027	-0.0001982530708	9.420898015e-05	-0.02735168743	1.70921853	1
0.0028	-0.000202964875	9.599163997e-05	-0.02791452378	1.704365426	1
0.0029	-0.0002079028398	9.790431374e-05	-0.02854010123	1.389123174	1
0.003	-0.0002130878644	9.995096162e-05	-0.02931993715	0.7429740728	1
0.0031	-0.0002185308847	0.0001021299591	-0.03029757814	0.9669244134	1
0.0032	-0.0002242460462	0.0001044408122	-0.03149260651	4.143322551	1
0.0033	-0.0002302365735	0.0001068786325	-0.03288911511	1.051979092	1
0.0034	-0.0002365014816	0.0001094378625	-0.03445125559	1.321536738	1
0.0035	-0.0002430362011	0.0001121129786	-0.03613300236	1.573192579	1
0.0036	-0.0002498398915	0.0001149011581	-0.03789910932	1.317512329	1
0.0037	-0.0002569048782	0.0001177979537	-0.03970517844	0.699352665	1
0.0038	-0.0002642407599	0.0001208062793	-0.0415530131	1.856323908	1
0.0039	-0.0002718303139	0.0001239193173	-0.04338769042	0.7683557897	1
0.004	-0.0002796639282	0.0001271347098	-0.04518188364	1.759368573	1
0.0041	-0.0002877304056	0.0001304500077	-0.04691641687	0.5032420195	1
0.0042	-0.0002960223944	0.0001338641293	-0.04858695073	0.6933177566	1
0.0043	-0.0003045395978	0.0001373783879	-0.050208465	0.8642217345	1
0.0044	-0.0003132776661	0.0001409921436	-0.051785602	0.3949144927	1
0.0045	-0.0003222330689	0.0001447051243	-0.05332493781	0.5434061322	1
0.0046	-0.0003314021557	0.0001485170001	-0.05483367446	0.6990716365	1
0.0047	-0.0003407843345	0.0001524284123	-0.05632534628	1.165072897	1
0.0048	-0.0003503824832	0.0001564409236	-0.05781894588	0.5228347231	1
0.0049	-0.0003601973158	0.0001605547798	-0.05932477614	0.6043539021	1
0.005	-0.0003702205483	0.0001647667543	-0.06083045472	1.968870118	1
0.0051	-0.0003804482017	0.0001690759235	-0.06233515482	3.267749586	1
0.0052	-0.0003908725923	0.0001734800172	-0.06383026414	0.7804905505	1
0.0053	-0.0004014949024	0.0001779802986	-0.06532763473	0.6794803029	1
0.0054	-0.0004123056998	0.0001825735417	-0.06681142105	2.75681688	1
0.0055	-0.0004233042868	0.0001872604123	-0.06828716779	0.7705205531	1
0.0056	-0.000434489974	0.0001920414942	-0.0697606971	1.476194031	1
0.0057	-0.000445857455	0.0001969152908	-0.0712240371	2.133202426	1
0.0058	-0.0004574039981	0.0002018816474	-0.07267665184	0.5759687307	1
0.0059	-0.0004691293959	0.0002069414918	-0.07412530717	1.298009615	1
0.006	-0.0004810284522	0.000212093472	-0.0755628072	0.3996876074	1
0.0061	-0.0004930986103	0.0002173375101	-0.07698940546	0.694375039	1
0.0062	-0.0005053398372	0.0002226746139	-0.07841260544	2.855447695	1
0.0063	-0.0005177499234	0.0002281046022	-0.07983267751	1.349571172	1
0.0064	-0.000530324097	0.0002336261788	-0.08124270186	0.6060011712	1
0.0065	-0.0005430625025	0.0002392403758	-0.08265008822	0.7064825389	1
0.0066	-0.000555960051	0.0002449458127	-0.08404786027	0.7330385813	1
0.0067	-0.0005690170698	0.0002507435397	-0.08544354605	3.06308024	1
0.0068	-0.0005822313373	0.0002566333712	-0.08683725947	1.08367154	1
0.0069	-0.0005956009384	0.0002626151441	-0.08822893549	1.409315992	1
0.007	-0.0006091211421	0.0002686874872	-0.08961118757	0.7324202088	1
0.0071	-0.0006227922056	0.0002748514522	-0.09099140208	0.921071051	1
0.0072	-0.0006366146528	0.0002811080854	-0.09237676288	1.833278474	1
0.0073	-0.000650581735	0.0002874548036	-0.09375219368	6.416854094	1
0.0074	-0.0006646939575	0.000293892694	-0.09512497187	0.8294514508	1
0.0075	-0.0006789491315	0.0003004216235	-0.09649499919	0.564858439	1
0.0076	-0.0006933481685	0.0003070427387	-0.09786954433	1.368190864	1
0.0077	-0.0007078844157	0.0003137534638	-0.09923339135	0.4991469661	1
0.0078	-0.0007225611092	0.0003205561844	-0.1006014364	1.129709338	1
0.0079	-0.0007373739839	0.0003274495836	-0.1019659053	4.060251404	1
0.008	-0.0007523216006	0.0003344335861	-0.1033267113	0.8650359576	1
0.0081	-0.0007674022075	0.0003415081488	-0.1046838992	0.6130519333	1
0.0082	-0.0007826168076	0.0003486745473	-0.1060451249	1.334605885	1
0.0083	-0.0007979616715	0.0003559315266	-0.1074027311	0.5622251058	1
0.0084	-0.0008134380274	0.0003632803335	-0.1087642509	0.6786762575	1
0.0085	-0.000829042057	0.0003707196657	-0.1101218414	0.3842416364	1
0.0086	-0.0008447724384	0.0003782494691	-0.1114755619	0.4355108447	1
0.0087	-0.0008606302319	0.0003858710986	-0.1128332633	0.5738375252	1
0.0088	-0.0008766144688	0.0003935846782	-0.1141949184	1.45383821	1
0.0089	-0.0008927217975	0.0004013889183	-0.1155526605	0.3616637518	1
0.009	-0.0009089535112	0.0004092851263	-0.1169141713	0.6832750466	1
0.0091	-0.0009253085725	0.000417273401	-0.1182792638	0.4256209819	1
0.0092	-0.0009417836758	0.0004253524406	-0.1196399917	0.3983265927	1
