time = 207.9	Re = 90
-0.538582	-0.756392	6401	
-0.052347	-0.355884	1350	
0.868091	-0.335937	6204	
0.392923	0.372798	1047	
0.580585	-0.564686	2792	
0.608140	0.488370	6544	
0.458698	-0.314972	2992	
-0.029955	-0.763721	6321	
0.390128	0.697422	1179	
0.323353	0.019936	6425	
-0.692234	-0.245835	4647	
-0.150879	-0.756340	5674	
0.318697	0.093324	6300	
-0.275760	0.689012	731	
0.342001	-0.677077	838	
-0.028457	-0.382366	4525	
-0.795609	0.469615	3119	
-0.781551	0.569840	586	
0.810344	-0.457168	3010	
0.324569	0.098594	6300	
-0.117063	0.692271	4522	
0.335264	-0.130624	3390	
0.471996	-0.237468	2299	
0.399003	-0.377618	3154	
0.273860	0.182485	1342	
0.862694	-0.204481	2219	
0.105235	-0.410541	3978	
0.643391	0.145854	1631	
0.855027	0.124328	1936	
0.213389	0.095728	713	
0.576412	-0.760543	741	
0.273486	-0.127406	5769	
0.680149	-0.534355	2449	
0.624277	0.475862	2066	
0.684164	-0.164208	1229	
0.298027	-0.032053	758	
0.751955	-0.216616	3080	
-0.506893	0.782023	6690	
-0.039761	-0.970454	6310	
-0.210859	-0.599127	1624	
0.289694	-0.421299	2838	
0.587030	-0.228580	1068	
-0.989263	-0.084390	630	
0.424221	0.406369	904	
-0.048046	-0.404546	2061	
0.288463	-0.192826	2880	
0.593354	-0.251755	5934	
0.355854	-0.515787	5994	
0.694106	-0.398211	3085	
0.202059	-0.548270	3260	
-0.904324	0.221719	6724	
0.451964	0.373695	1496	
-0.535736	-0.598420	1883	
0.380762	-0.206613	5854	
0.217299	0.172048	431	
-0.768607	0.333749	2863	
-0.500860	0.676512	3273	
-0.299761	0.764386	3362	
0.961570	-0.134023	6729	
0.362052	-0.466200	3356	
0.720599	-0.370915	2452	
0.433577	0.193623	3207	
0.412793	0.563258	873	
0.105869	0.886068	3959	
0.470784	-0.849099	6377	
0.722374	-0.400952	3058	
0.124347	-0.456930	5353	
0.420195	-0.875292	6615	
0.080019	-0.336693	1861	
0.107780	-0.255686	1155	
0.249097	-0.251477	2207	
-0.749568	-0.652599	6055	
0.298498	-0.249874	3082	
-0.741935	-0.112281	4060	
0.537800	0.022894	4628	
0.521412	0.615174	5145	
-0.954796	-0.175653	6622	
0.025361	-0.600811	4286	
0.155019	0.879393	1395	
0.286344	0.651542	5335	
0.554229	0.513063	5816	
0.763326	0.215450	1202	
0.954706	-0.176391	1037	
0.418717	0.314623	3685	
-0.080202	-0.464874	4300	
-0.709163	-0.482924	6518	
0.411529	0.569490	5936	
0.676307	-0.475617	3367	
0.435087	0.538532	5887	
0.118838	0.708862	4440	
-0.191387	-0.744267	6330	
0.201154	-0.271975	829	
-0.062970	-0.506027	1982	
-0.419243	0.875724	6616	
0.440504	-0.275974	1837	
0.740432	0.324464	5197	
-0.222074	-0.520136	639	
0.878339	-0.121110	5919	
0.487405	0.556607	5028	
0.010295	0.713567	4166	
0.297743	-0.309491	2856	
0.156310	-0.604322	3455	
0.962546	0.126930	947	
0.449316	-0.313921	2992	
-0.366103	0.580953	3285	
0.233897	-0.401966	3936	
0.506785	0.216619	1868	
0.743481	-0.624372	6135	
0.821657	0.079705	5435	
0.074070	-0.548596	2293	
-0.786748	-0.232775	1822	
0.885265	0.071861	3701	
0.175328	-0.283446	5679	
0.468513	0.031499	4504	
0.467681	0.012269	4125	
-0.072473	-0.846643	3979	
-0.787181	0.005832	3862	
-0.619884	-0.748222	5018	
0.837715	-0.294036	2573	
0.892736	0.259019	5947	
0.863991	0.093077	2799	
0.422220	0.662725	6156	
0.305496	0.260030	1782	
0.443328	-0.060511	5544	
0.757824	0.461963	4570	
0.683208	0.314921	2264	
-0.749799	0.046208	2181	
-0.217297	-0.865096	2152	
-0.133232	-0.479403	2126	
-0.054861	-0.617965	1731	
-0.332562	-0.638382	1452	
0.304766	0.771775	5163	
0.246967	0.253038	385	
0.423909	0.046177	4396	
0.180970	-0.715592	6096	
0.295896	-0.564456	3707	
-0.206272	0.970071	734	
-0.111496	-0.964911	6648	
0.042969	0.798433	3892	
0.935464	0.240148	6929	
0.589045	-0.659359	3134	
-0.695772	0.407574	3086	
0.434975	0.034726	4042	
-0.416550	-0.783718	5171	
0.014389	-0.633887	3236	
0.719572	-0.520890	2649	
-0.260716	-0.581059	6837	
0.327461	-0.779636	2923	
0.363662	-0.107926	3572	
