time = 29.047	Re = 13	rotation = -12.7223
0.065689	-0.093805	1751	
-0.166434	0.526994	4204	
-0.696786	-0.717368	6909	
0.483172	0.299635	1899	
0.862793	0.211785	3245	
0.104951	-0.182014	2388	
0.793695	-0.258922	4476	
0.011397	0.605173	4812	
0.022686	-0.195616	542	
0.544265	0.390895	8781	
0.192588	0.337951	4196	
0.117648	0.985449	8881	
0.291516	0.812606	6055	
0.369946	0.000973	7097	
0.415509	-0.364069	5938	
0.180073	-0.152117	4490	
0.275294	0.332454	9533	
0.861590	0.218620	3245	
0.161710	0.114283	5469	
-0.002365	0.505716	3058	
0.638219	0.147661	4840	
-0.008764	0.333937	7714	
0.595067	-0.022717	5765	
0.817273	-0.143734	8016	
0.443678	0.654504	837	
-0.761956	0.632415	8321	
0.327552	-0.490852	1972	
-0.092794	0.925524	9055	
0.324933	-0.614990	5026	
-0.291663	0.232141	9211	
0.750472	-0.093637	1962	
-0.964752	-0.085430	2272	
-0.084421	0.288437	3078	
0.872414	-0.403698	1614	
0.667032	0.061207	6799	
0.073134	0.708712	9633	
-0.854961	0.011567	8753	
-0.657798	0.556988	6074	
-0.496552	-0.191305	5260	
0.020288	-0.910728	9495	
0.690848	-0.455167	9196	
0.752596	-0.381165	6270	
0.826913	0.521963	4398	
0.480645	-0.243659	5276	
0.691470	0.333944	2501	
-0.005996	-0.166978	8774	
0.628656	0.004176	3541	
0.458798	0.825425	1164	
-0.911217	-0.252820	2330	
0.476525	0.850530	9779	
-0.180143	0.361958	5424	
0.448533	0.485214	5324	
-0.210021	0.663341	4670	
0.345044	0.654830	6987	
0.842614	0.523963	4398	
0.470586	0.309975	2899	
0.185116	0.920358	461	
0.487363	0.428809	2875	
0.662701	0.060746	6645	
0.384085	0.696333	1518	
0.194449	0.889958	2619	
-0.387962	0.910837	501	
0.448185	-0.382452	8339	
0.452867	0.159434	7404	
-0.205982	0.556498	9514	
-0.219086	0.684912	8997	
-0.519155	0.672061	6747	
0.468368	-0.298211	9571	
-0.697647	0.120789	2552	
0.508630	0.409287	4197	
0.359406	0.713637	8229	
0.613609	-0.392873	2149	
0.570345	0.382575	2270	
-0.463194	0.767936	7110	
0.582283	0.638894	5803	
0.538232	-0.360021	9319	
0.262302	0.543720	6446	
0.425560	-0.515161	9719	
0.539657	0.076764	10067	
-0.449373	-0.317295	5024	
0.236253	-0.316211	7521	
0.698665	0.700201	6384	
0.175932	0.770952	3779	
0.578973	-0.006134	9350	
0.316698	0.806354	5273	
-0.041284	-0.158659	3776	
0.320887	-0.378383	1836	
0.428271	0.796519	3662	
0.352905	0.867312	1395	
-0.091410	0.525959	4797	
0.203623	-0.327969	8254	
-0.243535	0.890841	6057	
-0.712368	-0.267685	7535	
0.437415	-0.401142	8329	
0.281893	0.703734	6315	
-0.850723	-0.064147	4191	
-0.499940	0.683445	3992	
0.285569	-0.077110	9951	
0.847919	-0.259543	5000	
-0.740093	0.485985	9761	
-0.014164	0.652800	2736	
0.007478	0.651332	4423	
-0.644412	0.564232	5158	
-0.126770	0.639577	4307	
0.220728	0.188956	949	
0.730648	-0.025751	2420	
0.436734	0.175637	7880	
0.536343	-0.263778	699	
0.777295	-0.275737	4476	
0.050410	-0.275345	5592	
0.423931	-0.503844	1616	
0.854548	-0.152647	9700	
0.907449	0.417348	5334	
0.420638	-0.234518	9261	
-0.822461	0.363378	6959	
0.531232	0.222707	7013	
0.479600	-0.144351	3137	
