time = 0.167	Re = 13	rotation = -0.22444
-0.765111	0.489933	7008	
-0.764456	0.490911	7008	
-0.762725	0.493552	7008	
-0.759818	0.497999	7008	
-0.755897	0.504079	6057	
-0.750965	0.511459	6057	
-0.745038	0.520091	6057	
-0.738039	0.529678	7093	
-0.730172	0.540277	8239	
-0.721309	0.552133	8239	
-0.711509	0.564879	8173	
-0.701013	0.577790	8173	
-0.689518	0.591425	6014	
-0.677182	0.605398	6014	
-0.663959	0.619761	8127	
-0.649671	0.634545	8185	
-0.634306	0.649804	9784	
