time = 16.307	Re = 13	rotation = -24.0999
-0.565148	0.213217	1008	
-0.301994	0.241977	2086	
0.422094	0.885058	598	
0.376805	0.630251	3818	
0.349751	0.622049	9330	
0.197380	0.354170	6776	
-0.090931	0.778140	5876	
-0.232029	0.479541	1428	
-0.351378	0.355031	4131	
-0.662726	0.517901	3177	
-0.762740	0.188734	2326	
-0.128268	0.960545	3952	
0.147333	0.646809	10118	
-0.039385	0.262687	6400	
0.103523	0.711893	2971	
-0.855946	0.258984	716	
-0.285529	0.355761	3501	
-0.357161	0.083028	5526	
-0.907412	-0.072787	5685	
-0.578803	-0.023219	7385	
-0.597782	0.515343	1942	
-0.305338	-0.141794	6053	
-0.356303	0.257375	3166	
0.293024	0.258835	2531	
0.062003	0.213153	4507	
-0.417861	0.840374	1251	
0.127407	0.132076	7890	
-0.789032	-0.190802	2651	
0.620065	-0.110628	4101	
0.883481	-0.015611	7366	
-0.752170	0.129222	2515	
-0.263528	-0.286996	9022	
0.109842	-0.879881	4650	
0.945922	-0.108784	5095	
-0.712210	0.115614	3125	
-0.106969	0.574468	9990	
-0.099835	-0.800042	7724	
0.110666	0.776594	6177	
0.662725	-0.294604	9406	
0.308494	-0.446410	10068	
0.485919	-0.781038	9256	
0.315460	0.142685	6724	
-0.031428	0.100846	399	
0.018572	0.585725	3605	
-0.846506	0.307225	7558	
0.028943	0.582552	2883	
0.184976	0.196360	1468	
-0.310208	0.248801	1874	
-0.368245	-0.511952	9955	
-0.527857	0.378226	2709	
-0.901160	-0.180046	7152	
-0.643552	0.221082	3907	
0.067494	0.376464	9158	
-0.525670	0.121909	8732	
-0.209625	0.900006	10145	
-0.090777	0.558522	1199	
0.913036	0.273773	1222	
-0.303910	0.367806	5087	
-0.097833	0.286946	3505	
-0.678419	-0.054896	2814	
0.225990	0.651403	4296	
-0.329937	0.905242	8776	
0.429221	0.079550	3364	
0.401497	0.199350	7138	
0.563137	0.496653	495	
-0.451402	0.169845	5672	
-0.371614	0.031129	4323	
-0.704084	-0.177297	6986	
0.872788	0.433572	5995	
-0.770699	0.248347	2396	
-0.925642	-0.100229	7143	
0.381477	0.749823	8750	
0.469189	0.637899	2001	
-0.109830	0.091185	4353	
-0.731057	0.585570	1426	
-0.133023	0.449884	1296	
0.238983	0.110743	9873	
0.789522	0.597178	9287	
-0.726687	0.371236	8376	
0.696116	-0.413700	9615	
-0.696350	-0.201514	1150	
0.008804	0.956673	10106	
-0.312792	0.123329	751	
0.074031	0.642310	9319	
0.468546	0.445649	1885	
-0.444477	0.676089	997	
0.552537	0.406289	5169	
-0.619510	0.316118	385	
0.628888	0.623113	6948	
-0.438156	0.578174	1934	
0.555414	0.668387	7704	
-0.239661	0.308460	8961	
0.808700	0.375713	8312	
0.026531	0.547836	5099	
0.464010	0.709405	6287	
0.699958	0.428460	4634	
-0.196080	0.166869	7148	
0.617936	0.309903	7129	
0.822723	0.394096	5912	
0.066564	0.332771	6451	
-0.531303	0.323527	4690	
0.693012	0.626813	6244	
-0.046015	0.374617	3315	
0.451472	0.759429	5695	
-0.386229	0.304457	2780	
-0.485989	0.220697	708	
0.125146	0.554097	4902	
0.279010	0.636091	3111	
-0.387782	0.725795	8896	
-0.926791	-0.056958	1432	
-0.035979	0.929570	7590	
0.275017	0.152048	5074	
0.343615	0.909945	1599	
0.465222	0.768440	6120	
0.306215	0.388879	709	
-0.684586	0.186188	6546	
0.274434	0.108987	9554	
-0.178527	0.044810	4119	
0.647345	0.726138	946	
0.432300	0.095805	4897	
-0.948243	-0.021557	1254	
0.218459	0.672270	2930	
-0.658567	0.003329	1232	
-0.320261	0.049074	6256	
-0.344973	0.047535	2210	
0.821799	-0.209721	3815	
-0.060972	0.145290	3943	
0.392112	-0.674187	8400	
-0.638844	0.312896	4033	
0.511220	0.279917	3135	
0.538913	0.490148	8292	
-0.664347	0.605457	7655	
0.326789	-0.473953	2066	
-0.858258	-0.059877	7437	
-0.413660	0.830363	9738	
0.528085	0.429813	4564	
0.408860	0.389801	4852	
-0.834640	0.148923	5611	
-0.679910	0.340473	9677	
0.447361	0.525061	3761	
-0.477431	-0.665811	5445	
0.929441	-0.023309	3661	
0.641543	-0.180931	5323	
-0.687221	-0.642921	3479	
0.166697	-0.909839	7615	
0.809256	-0.284297	5040	
0.492782	0.536435	9023	
-0.622462	0.365481	5381	
0.470671	0.183244	2955	
-0.357643	0.870618	8214	
0.049099	0.515650	8952	
-0.832984	-0.092537	7200	
-0.294007	0.766527	1198	
0.144420	0.399176	531	
0.685049	-0.036174	5397	
-0.031572	0.182670	5579	
0.232870	0.727036	2435	
-0.842919	-0.246679	6444	
-0.784532	-0.259965	5311	
-0.641366	0.020460	5065	
-0.658524	0.072868	5297	
-0.637447	-0.012542	6604	
0.048932	0.494981	6795	
0.037447	0.215132	2871	
0.391435	0.209110	7412	
-0.224714	0.223555	3207	
-0.555612	0.186950	7486	
-0.756475	0.570710	869	
0.542157	0.282180	3185	
-0.798210	-0.037445	5112	
0.027752	0.621770	6939	
-0.484317	0.434766	2457	
-0.153315	0.544185	4444	
0.264759	0.642261	4238	
0.647635	0.690202	1956	
-0.918544	-0.028340	8228	
0.180618	0.073558	3578	
-0.124151	0.377238	2939	
0.436017	0.052234	5852	
0.809906	0.565894	8081	
-0.127757	0.515438	2796	
-0.528813	0.723864	9976	
0.185420	0.229012	1637	
0.443512	0.070889	5853	
0.169602	0.308656	3445	
-0.504228	0.313341	2650	
0.091683	0.782601	7667	
0.165071	0.329596	6437	
0.398373	0.525889	3848	
0.251653	0.732427	3995	
-0.071766	0.233419	5299	
-0.880059	-0.018632	7100	
-0.898709	-0.016076	9183	
0.535687	0.655190	4229	
-0.148163	0.405286	8467	
-0.111019	0.717338	6340	
-0.741340	0.168645	2478	
-0.418144	0.047409	7626	
0.116557	0.877481	5155	
0.840280	0.420465	8664	
0.433213	0.581918	5466	
0.248684	0.267743	7893	
0.459073	0.101315	7070	
-0.307023	0.908436	7961	
0.369273	0.896077	1599	
0.299615	0.526594	1972	
-0.949851	0.240855	6910	
-0.465880	0.005896	473	
-0.105265	0.629382	2546	
0.141148	0.505497	4693	
-0.843285	-0.196264	6036	
-0.657867	0.115066	5984	
0.036554	0.826013	5821	
0.117901	0.943860	5200	
0.258691	0.468716	1570	
-0.016988	0.515851	4674	
0.351268	0.895504	2219	
-0.820132	-0.032285	5112	
-0.956006	0.176195	8134	
0.302137	0.104005	7977	
-0.013879	0.832091	7771	
-0.646211	0.029303	5065	
-0.665760	0.679110	1720	
-0.616595	0.141095	3911	
-0.563158	0.074672	5701	
-0.645444	-0.628562	7008	
0.876695	0.335033	2078	
0.159577	-0.895298	7615	
-0.914978	-0.085268	7049	
-0.691657	0.118798	5575	
0.736165	0.529274	6013	
-0.185239	0.412208	8327	
0.164603	-0.519286	3379	
-0.549106	0.721854	8855	
0.379585	0.248601	7141	
0.058269	0.567854	3055	
-0.011194	0.588698	699	
-0.127697	0.641397	2996	
0.719609	0.497721	7032	
0.488936	0.562053	6085	
0.600756	0.661337	5974	
-0.061998	-0.593683	2923	
0.899619	-0.001073	8918	
0.871112	-0.247890	715	
-0.054509	-0.611207	6529	
-0.780311	-0.447558	8014	
0.565976	-0.615417	451	
-0.588157	0.618327	3164	
0.516397	0.329623	1424	
0.449939	-0.161741	5671	
0.540056	0.494401	8292	
0.254111	0.315967	1327	
0.790759	0.505875	9448	
0.230056	0.366484	1195	
0.786940	0.109500	2375	
-0.563870	0.763928	1582	
-0.526395	0.441139	5082	
-0.928002	-0.112340	7143	
-0.749372	-0.092260	5098	
0.452556	0.836262	8638	
-0.459982	0.152721	7025	
-0.757912	-0.084398	2766	
-0.700866	0.015079	5447	
-0.949404	0.211803	8485	
0.375881	0.649164	3818	
-0.206968	0.900664	9065	
0.040841	0.802061	5500	
-0.943122	0.047710	1164	
0.476471	0.522112	5348	
