time = 1	Re = 1
0.141861	0.141164	0
0.192745	0.153261	1
0.229174	0.180069	2
0.257368	0.220036	3
0.278229	0.271506	4
0.285084	0.302032	5
0.291524	0.333031	6
0.293893	0.368235	7
0.295255	0.404398	8
0.292138	0.443893	9
0.287280	0.484761	10
0.277250	0.528152	11
0.264052	0.573341	12
0.244514	0.620022	13
0.219139	0.668184	14
0.184593	0.716151	15
0.162417	0.738893	16
0.139781	0.761305	17
0.112347	0.779660	18
0.084418	0.796870	19
0.055347	0.808826	20
0.026628	0.820481	21
-0.026451	0.834170	22
-0.072795	0.844164	23
-0.110828	0.852938	24
-0.143360	0.863671	25
-0.190537	0.890989	26
-0.215069	0.928476	27
-0.217388	0.976605	28
