time = 7.8	Re = 1
0.145928	0.137182	0
0.184715	0.094658	1
0.200680	0.065837	2
0.216270	0.034346	3
0.227337	-0.013054	4
0.231905	-0.060679	5
0.255517	-0.106931	6
0.281489	-0.080831	7
0.306617	-0.042809	8
0.314842	-0.009981	9
0.321919	0.025208	10
0.321544	0.061288	11
0.318518	0.099182	12
0.307105	0.139474	13
0.290932	0.179633	14
0.269062	0.217145	15
0.244147	0.252960	16
0.214589	0.288968	17
0.184464	0.328261	18
0.153301	0.379133	19
0.137480	0.415545	20
0.123271	0.455230	21
0.114509	0.486476	22
0.105821	0.518292	23
0.096074	0.558776	24
0.085862	0.602838	25
0.076129	0.643881	26
0.053684	0.699481	27
0.041028	0.701427	28
0.010166	0.704965	29
-0.022582	0.707834	30
-0.004076	0.703882	31
-0.039385	0.703019	32
-0.070867	0.672533	33
-0.030972	0.694942	34
-0.017159	0.703603	35
0.013091	0.700295	36
0.043225	0.696716	37
0.010388	0.701053	38
-0.022818	0.702575	39
-0.043111	0.694814	40
-0.065535	0.668452	41
-0.085197	0.643427	42
-0.102822	0.618240	43
-0.081856	0.636761	44
-0.051234	0.678617	45
-0.035763	0.700143	46
-0.055894	0.669266	47
-0.087086	0.624515	48
-0.109922	0.603698	49
-0.132621	0.583219	50
-0.141941	0.571669	51
-0.189014	0.535831	52
-0.159201	0.556083	53
-0.128493	0.577328	54
-0.121346	0.580765	55
-0.156120	0.555091	56
-0.189510	0.531340	57
-0.220033	0.511361	58
-0.249646	0.491694	59
-0.203457	0.521753	60
-0.177732	0.538751	61
-0.151875	0.555864	62
-0.144203	0.559435	63
-0.188349	0.529019	64
-0.229291	0.501415	65
-0.264471	0.478238	66
-0.297739	0.455226	67
-0.266500	0.474229	68
-0.313289	0.441653	69
-0.353985	0.410240	70
-0.322154	0.434538	71
-0.288271	0.458650	72
-0.248871	0.485221	73
-0.206270	0.512794	74
-0.186345	0.524677	75
-0.219302	0.503011	76
-0.250982	0.481795	77
-0.278447	0.462799	78
-0.305365	0.443663	79
-0.349930	0.409921	80
-0.388811	0.376660	81
-0.410471	0.353930	82
-0.432100	0.330747	83
-0.444360	0.313495	84
-0.467341	0.283358	85
-0.489197	0.251733	86
-0.498189	0.233297	87
-0.513728	0.203483	88
-0.528994	0.172187	89
-0.521449	0.183448	90
-0.541162	0.135972	91
-0.556767	0.087371	92
-0.549056	0.105854	93
-0.561593	0.056456	94
-0.569937	0.005569	95
-0.562468	0.041615	96
-0.566346	0.011437	97
-0.570184	-0.018998	98
-0.570940	-0.049118	99
-0.571649	-0.079318	100
-0.569343	-0.040414	101
-0.568594	-0.092170	102
-0.563415	-0.145850	103
-0.555324	-0.182975	104
-0.544890	-0.222959	105
-0.533931	-0.251857	106
-0.522538	-0.281444	107
-0.504662	-0.318669	108
-0.482906	-0.358961	109
-0.455678	-0.397776	110
-0.430984	-0.429066	111
-0.402352	-0.462432	112
-0.375108	-0.487701	113
-0.341104	-0.516919	114
-0.301339	-0.547542	115
-0.276426	-0.562233	116
-0.236598	-0.584808	117
-0.191211	-0.607126	118
-0.162576	-0.617341	119
-0.116484	-0.632650	120
-0.064966	-0.646090	121
-0.009357	-0.654280	122
0.021461	-0.656445	123
0.052812	-0.658538	124
0.084566	-0.657741	125
0.117249	-0.656581	126
0.151059	-0.652699	127
0.186591	-0.647971	128
0.236935	-0.636156	129
0.291686	-0.619510	130
0.322464	-0.607236	131
0.354299	-0.593887	132
0.386291	-0.577681	133
0.419638	-0.559642	134
0.460175	-0.532767	135
0.503170	-0.500519	136
0.526299	-0.479789	137
0.549709	-0.458583	138
0.573221	-0.434097	139
0.597255	-0.408154	140
0.627454	-0.369097	141
0.658377	-0.324098	142
0.675222	-0.294921	143
0.692240	-0.264250	144
0.707573	-0.231377	145
0.722929	-0.196253	146
0.740316	-0.145364	147
0.755532	-0.088914	148
0.765659	-0.033676	149
0.769168	-0.003357	150
0.772667	0.027216	151
0.774305	0.083286	152
0.773227	0.113793	153
0.772110	0.144538	154
0.765081	0.202987	155
0.759307	0.234036	156
0.753188	0.265639	157
0.738935	0.316998	158
0.720307	0.371727	159
0.698151	0.422990	160
0.684466	0.450307	161
0.670662	0.477810	162
0.642026	0.524856	163
0.625031	0.549584	164
0.608035	0.574312	165
0.571158	0.620067	166
0.549888	0.643392	167
0.528193	0.667116	168
0.488099	0.704787	169
0.464965	0.724346	170
0.441806	0.743919	171
0.417440	0.761616	172
0.393061	0.779333	173
0.365302	0.797263	174
0.336840	0.815248	175
0.285055	0.842637	176
0.255325	0.856256	177
0.225154	0.869653	178
0.193918	0.880874	179
0.162237	0.891647	180
0.126843	0.901199	181
0.090952	0.909670	182
0.058076	0.914760	183
0.025871	0.919284	184
-0.009374	0.921853	185
-0.043383	0.923633	186
-0.076392	0.922727	187
-0.107719	0.921842	188
-0.140181	0.918993	189
-0.170733	0.916364	190
-0.224196	0.908299	191
-0.250967	0.903013	192
-0.277081	0.898533	193
-0.326145	0.886975	194
-0.374361	0.873856	195
-0.416000	0.860936	196
-0.457719	0.846631	197
-0.496643	0.831081	198
-0.535729	0.814471	199
-0.569910	0.797829	200
-0.604180	0.780455	201
-0.636879	0.761832	202
-0.669703	0.742224	203
