Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 3.1740	Mesh (Number of cells): 10219
0.9204549459 	 -0.2166225081 	 0.2028546687 	 0.2028546667 	 443
-0.9204549459 	 0.2166225081 	 -0.2028546687 	 -0.2028546667 	 444
0.0503055310 	 0.7212300186 	 -0.2088391228 	 -0.2088390685 	 445
-0.0503055310 	 -0.7212300185 	 0.2088391219 	 0.2088390676 	 446
0.0814982614 	 -0.3154635457 	 -0.0014215033 	 -0.0014215027 	 447
-0.0814982614 	 0.3154635457 	 0.0014215032 	 0.0014215026 	 448
0.2002202040 	 -0.5525355994 	 0.0523014132 	 0.0523013958 	 449
-0.2002202040 	 0.5525355994 	 -0.0523014134 	 -0.0523013959 	 450
-0.0806740832 	 0.6869680878 	 -0.0626670266 	 -0.0626670103 	 451
0.0806740832 	 -0.6869680878 	 0.0626670283 	 0.0626670121 	 452
0.2986069820 	 0.3161404913 	 0.0011148761 	 0.0011148885 	 453
-0.2986069820 	 -0.3161404913 	 -0.0011148767 	 -0.0011148892 	 454
0.5440929307 	 -0.1522375448 	 0.0357715441 	 0.0357715261 	 455
-0.5440929307 	 0.1522375448 	 -0.0357715444 	 -0.0357715264 	 456
0.3333724253 	 0.3314492092 	 -0.0154912681 	 -0.0154912479 	 457
-0.3333724253 	 -0.3314492092 	 0.0154912675 	 0.0154912474 	 458
0.2960144347 	 -0.8506972441 	 0.7625172457 	 0.7625171866 	 459
-0.2960144347 	 0.8506972441 	 -0.7625172450 	 -0.7625171859 	 460
0.3142047203 	 -0.8518131631 	 0.7678349486 	 0.7678348959 	 461
-0.3142047203 	 0.8518131631 	 -0.7678349480 	 -0.7678348952 	 462
0.5706267349 	 -0.0805824488 	 0.0216898845 	 0.0216898728 	 463
-0.5706267349 	 0.0805824487 	 -0.0216898847 	 -0.0216898731 	 464
-0.4264712850 	 0.1950996368 	 -0.0086444323 	 -0.0086444198 	 465
0.4264712849 	 -0.1950996369 	 0.0086444318 	 0.0086444192 	 466
0.5355824980 	 -0.1110267121 	 0.0226906582 	 0.0226906443 	 467
-0.5355824980 	 0.1110267121 	 -0.0226906585 	 -0.0226906446 	 468
0.0747244647 	 0.5278409271 	 -0.0008080197 	 -0.0008080193 	 469
-0.0747244647 	 -0.5278409271 	 0.0008080194 	 0.0008080190 	 470
-0.9297477338 	 -0.1889679909 	 0.1774167083 	 0.1774167064 	 471
0.9297477338 	 0.1889679909 	 -0.1774167083 	 -0.1774167064 	 472
-0.2576358017 	 0.6998622542 	 -0.3465222131 	 -0.3465221474 	 473
0.2576358017 	 -0.6998622542 	 0.3465222143 	 0.3465221486 	 474
-0.2833869138 	 0.0643091719 	 0.0147598692 	 0.0147598654 	 475
0.2833869138 	 -0.0643091720 	 -0.0147598694 	 -0.0147598656 	 476
-0.6702547440 	 0.3500997170 	 -0.2076327746 	 -0.2076327461 	 477
0.6702547439 	 -0.3500997170 	 0.2076327746 	 0.2076327461 	 478
-0.6270028723 	 0.3613515185 	 -0.1912608339 	 -0.1912608013 	 479
0.6270028722 	 -0.3613515186 	 0.1912608338 	 0.1912608012 	 480
-0.0835157655 	 0.6215317139 	 -0.0049786798 	 -0.0049786785 	 481
0.0835157655 	 -0.6215317140 	 0.0049786793 	 0.0049786780 	 482
0.2151821832 	 -0.5552802541 	 0.0654919863 	 0.0654919654 	 483
-0.2151821832 	 0.5552802541 	 -0.0654919864 	 -0.0654919655 	 484
0.4487330307 	 0.6286843907 	 -0.3767154564 	 -0.3767154060 	 485
-0.4487330307 	 -0.6286843907 	 0.3767154568 	 0.3767154064 	 486
-0.0746375713 	 0.6118387497 	 -0.0019467672 	 -0.0019467667 	 487
0.0746375713 	 -0.6118387497 	 0.0019467667 	 0.0019467662 	 488
-0.2411579729 	 -0.9230934791 	 0.9021902609 	 0.9021902307 	 489
0.2411579729 	 0.9230934791 	 -0.9021902605 	 -0.9021902303 	 490
-0.6449989677 	 0.3632118206 	 -0.2039934003 	 -0.2039933692 	 491
0.6449989677 	 -0.3632118206 	 0.2039934003 	 0.2039933692 	 492
0.9578050015 	 -0.1034149661 	 0.0992568309 	 0.0992568304 	 493
-0.9578050015 	 0.1034149661 	 -0.0992568309 	 -0.0992568304 	 494
-0.5758787289 	 -0.2550469129 	 0.0896975144 	 0.0896974847 	 495
0.5758787289 	 0.2550469128 	 -0.0896975145 	 -0.0896974849 	 496
-0.0514803952 	 -0.7091639428 	 0.1045400902 	 0.1045400617 	 497
0.0514803952 	 0.7091639428 	 -0.1045400930 	 -0.1045400644 	 498
0.0833171200 	 0.5377528778 	 -0.0016302213 	 -0.0016302204 	 499
