time = 3	Re = 90
0.148237	0.134461	0
0.179813	0.104349	1
0.209090	0.067899	2
0.227373	0.037241	3
0.243356	0.006909	4
0.283973	-0.029485	5
0.325896	0.003477	6
0.341405	0.041183	7
0.352255	0.083304	8
0.351974	0.134188	9
0.343318	0.185954	10
0.323215	0.238007	11
0.295266	0.288513	12
0.260088	0.336946	13
0.239791	0.362700	14
0.219606	0.389056	15
0.197269	0.418610	16
0.174597	0.451974	17
0.149284	0.494822	18
0.135845	0.523168	19
0.122593	0.551887	20
0.105396	0.596761	21
0.086203	0.649399	22
0.059656	0.701039	23
0.004344	0.719401	24
-0.042797	0.718164	25
-0.088478	0.709898	26
-0.126874	0.696865	27
-0.170254	0.685721	28
-0.173809	0.679547	29
-0.205199	0.671418	30
-0.236026	0.663255	31
-0.241400	0.656739	32
-0.271410	0.646322	33
-0.301425	0.635573	34
-0.329839	0.621460	35
-0.358755	0.606572	36
-0.407471	0.575382	37
-0.454449	0.542597	38
-0.483404	0.517187	39
-0.525592	0.481468	40
-0.546798	0.457591	41
-0.584327	0.417937	42
-0.608534	0.387999	43
-0.632479	0.356677	44
-0.651183	0.328499	45
-0.669954	0.299394	46
-0.686774	0.269994	47
-0.703571	0.239694	48
-0.727584	0.188057	49
-0.739879	0.159379	50
-0.752140	0.130566	51
-0.767759	0.084011	52
-0.783378	0.032426	53
-0.794583	-0.013630	54
-0.804175	-0.061137	55
-0.810821	-0.104421	56
-0.816185	-0.147466	57
-0.819704	-0.187324	58
-0.822090	-0.227760	59
-0.823265	-0.263721	60
-0.823260	-0.301634	61
-0.822684	-0.335725	62
-0.821638	-0.370046	63
-0.819984	-0.401307	64
-0.818231	-0.432621	65
-0.815476	-0.462840	66
-0.812692	-0.493040	67
-0.810084	-0.542752	68
-0.811042	-0.584610	69
