time = 4.7	Re = 0.1
0.199260	0.017159	0
0.217017	-0.007789	1
0.234695	-0.032372	2
0.273418	-0.012017	3
0.289670	0.019200	4
0.303601	0.053595	5
0.309159	0.100963	6
0.308255	0.150634	7
0.297067	0.206370	8
0.279086	0.262609	9
0.266086	0.292277	10
0.252813	0.321794	11
0.237400	0.352614	12
0.221715	0.383935	13
0.203246	0.418011	14
0.184542	0.454173	15
0.163443	0.495948	16
0.140753	0.543869	17
0.126407	0.573749	18
0.111736	0.604685	19
0.092710	0.645505	20
0.078865	0.673340	21
0.062179	0.702813	22
0.029378	0.694008	23
-0.010597	0.711764	24
-0.058235	0.708985	25
-0.083165	0.684185	26
-0.107497	0.669407	27
-0.113378	0.656331	28
-0.149338	0.641062	29
-0.168374	0.629376	30
-0.193869	0.616833	31
-0.203278	0.607809	32
-0.236280	0.593598	33
-0.276402	0.572274	34
-0.310049	0.552070	35
-0.354286	0.527671	36
-0.383727	0.507598	37
-0.426573	0.480527	38
-0.444526	0.464311	39
-0.486774	0.432893	40
-0.507282	0.412828	41
-0.537305	0.384527	42
-0.562548	0.357769	43
-0.587256	0.329741	44
-0.606118	0.304280	45
-0.625045	0.278362	46
-0.643853	0.249316	47
-0.662397	0.219316	48
-0.688285	0.167346	49
-0.701345	0.137108	50
-0.714159	0.106260	51
-0.730557	0.053947	52
-0.739120	0.021601	53
-0.747372	-0.011333	54
-0.756619	-0.067038	55
-0.761950	-0.123902	56
-0.763651	-0.180796	57
-0.761576	-0.238629	58
-0.756027	-0.291213	59
-0.747306	-0.344791	60
-0.735411	-0.396509	61
-0.720272	-0.449251	62
-0.702882	-0.497721	63
-0.682379	-0.546512	64
-0.659083	-0.593338	65
-0.632705	-0.641080	66
-0.605684	-0.682769	67
-0.575852	-0.724965	68
-0.543238	-0.765151	69
-0.504048	-0.807734	70
-0.482277	-0.834312	71
-0.461060	-0.860442	72
-0.442170	-0.898036	73
