time = 1.8	Re = 0.1
0.171313	0.103714	0
0.214338	0.108738	1
0.246127	0.137985	2
0.269800	0.183508	3
0.277516	0.212877	4
0.285107	0.242296	5
0.288383	0.277012	6
0.290819	0.312358	7
0.288865	0.352431	8
0.285284	0.393649	9
0.276911	0.438491	10
0.265488	0.485755	11
0.248326	0.536322	12
0.225746	0.590155	13
0.210015	0.618664	14
0.193599	0.647559	15
0.172031	0.677802	16
0.147065	0.708455	17
0.113899	0.737463	18
0.073980	0.761600	19
0.029116	0.775931	20
-0.013583	0.785339	21
-0.054382	0.788141	22
-0.092632	0.789020	23
-0.126204	0.786500	24
-0.159035	0.785559	25
-0.215870	0.781675	26
-0.268445	0.780461	27
-0.315987	0.780313	28
-0.361917	0.781702	29
-0.404552	0.784003	30
-0.446651	0.787202	31
-0.484819	0.790791	32
-0.523504	0.794581	33
-0.576103	0.817758	34
