time = 0.8	Re = 0.1
0.155732	0.125707	0
0.194041	0.148923	1
0.227099	0.181057	2
0.256445	0.220518	3
0.282273	0.266527	4
0.303966	0.318682	5
0.321041	0.376197	6
0.326720	0.407316	7
0.332105	0.438653	8
0.334573	0.471636	9
0.336495	0.504935	10
0.335411	0.539133	11
0.333413	0.573547	12
0.328402	0.608071	13
0.322343	0.642550	14
0.313632	0.676392	15
0.303870	0.709860	16
0.291958	0.741939	17
0.279370	0.773445	18
0.265542	0.803047	19
0.251472	0.832196	20
0.237347	0.859260	21
0.223160	0.886195	22
0.195854	0.936488	23
0.181115	0.984350	24
