time = 3.55	Re = 0.1
0.193367	0.053800	0
0.235417	0.025904	1
0.270064	0.050491	2
0.281956	0.079392	3
0.293278	0.108896	4
0.297095	0.149183	5
0.297428	0.190723	6
0.290284	0.238325	7
0.279141	0.287389	8
0.261493	0.340837	9
0.250658	0.369040	10
0.239809	0.397263	11
0.225661	0.428421	12
0.211474	0.460157	13
0.194659	0.495610	14
0.176800	0.533244	15
0.154408	0.576470	16
0.127900	0.626393	17
0.108621	0.657922	18
0.084229	0.693403	19
0.052574	0.711903	20
0.022618	0.721072	21
-0.037194	0.725214	22
-0.067191	0.716878	23
-0.092225	0.706549	24
-0.126929	0.685984	25
-0.156441	0.667784	26
-0.189303	0.652839	27
-0.215479	0.638343	28
-0.249630	0.624980	29
-0.268515	0.613079	30
-0.304590	0.599505	31
-0.325890	0.587660	32
-0.355118	0.574395	33
-0.407466	0.548390	34
-0.451929	0.522442	35
-0.499188	0.493647	36
-0.537246	0.466336	37
-0.578992	0.435095	38
-0.611886	0.406034	39
-0.650627	0.370799	40
-0.681221	0.338697	41
-0.710422	0.304824	42
-0.737842	0.270181	43
-0.763914	0.234007	44
-0.785787	0.199557	45
-0.806699	0.163806	46
-0.825441	0.127783	47
-0.843427	0.090479	48
-0.858451	0.054574	49
-0.872914	0.017791	50
-0.885748	-0.019340	51
-0.897764	-0.057061	52
-0.906212	-0.092473	53
-0.914688	-0.128807	54
-0.921303	-0.166325	55
-0.927709	-0.204967	56
-0.942071	-0.251304	57
-0.961298	-0.278130	58
