time = 7.4	Re = 0.1
0.185208	-0.075365	0
0.185714	-0.117547	1
0.191474	-0.152738	2
0.240163	-0.149857	3
0.269998	-0.121232	4
0.298077	-0.082404	5
0.308402	-0.054025	6
0.318754	-0.025382	7
0.323649	0.006337	8
0.327841	0.039407	9
0.325253	0.075228	10
0.320234	0.112551	11
0.309908	0.148297	12
0.296836	0.184287	13
0.278359	0.219460	14
0.257657	0.253359	15
0.234082	0.286587	16
0.210088	0.319380	17
0.183304	0.355304	18
0.157513	0.395475	19
0.129709	0.448194	20
0.115431	0.482714	21
0.101346	0.520700	22
0.083445	0.576638	23
0.073266	0.613105	24
0.062327	0.655188	25
0.042901	0.677637	26
0.012756	0.697599	27
-0.013528	0.690980	28
-0.048064	0.690632	29
-0.043161	0.691677	30
-0.036633	0.670001	31
-0.069318	0.655251	32
-0.113892	0.638920	33
-0.077377	0.657890	34
-0.042760	0.691463	35
-0.066643	0.661483	36
-0.091111	0.640889	37
-0.139487	0.615744	38
-0.159928	0.602829	39
-0.172514	0.593643	40
-0.204666	0.576219	41
-0.168085	0.594315	42
-0.128968	0.613664	43
-0.088159	0.638106	44
-0.065620	0.659534	45
-0.042970	0.691575	46
-0.064400	0.660060	47
-0.085397	0.638077	48
-0.122823	0.614304	49
-0.159784	0.594858	50
-0.194483	0.576705	51
-0.242771	0.550836	52
-0.279618	0.527636	53
-0.290116	0.517733	54
-0.322938	0.497015	55
-0.354398	0.475873	56
-0.344437	0.478685	57
-0.385863	0.448431	58
-0.423295	0.417758	59
-0.449595	0.391533	60
-0.485461	0.353021	61
-0.490170	0.343940	62
-0.510716	0.318086	63
-0.531220	0.291384	64
-0.548925	0.262006	65
-0.566358	0.231269	66
-0.588138	0.181805	67
-0.601201	0.147158	68
-0.613590	0.110553	69
-0.623756	0.064405	70
-0.630351	0.028050	71
-0.635997	-0.010105	72
-0.636264	-0.038552	73
-0.637231	-0.076609	74
-0.636905	-0.116659	75
-0.632507	-0.153382	76
-0.623325	-0.211581	77
-0.611050	-0.261875	78
-0.594760	-0.312904	79
-0.578331	-0.352843	80
-0.558726	-0.394769	81
-0.534899	-0.437930	82
-0.507080	-0.482694	83
-0.482907	-0.515515	84
-0.455893	-0.550074	85
-0.423159	-0.587499	86
-0.385792	-0.626604	87
-0.354548	-0.654985	88
-0.319642	-0.685290	89
-0.273489	-0.721047	90
-0.246205	-0.739798	91
-0.218010	-0.758487	92
-0.168574	-0.785318	93
-0.138893	-0.798044	94
-0.108834	-0.810100	95
-0.076830	-0.818242	96
-0.045035	-0.825354	97
-0.010017	-0.829044	98
0.024147	-0.831453	99
0.056962	-0.829612	100
0.088763	-0.827452	101
0.120966	-0.821789	102
0.151715	-0.816332	103
0.179545	-0.808106	104
0.206938	-0.801053	105
0.233508	-0.791755	106
0.260168	-0.783785	107
0.303516	-0.767421	108
0.347101	-0.750663	109
0.387971	-0.732531	110
0.429266	-0.713539	111
0.465936	-0.693898	112
0.503317	-0.673132	113
0.539094	-0.650615	114
0.575639	-0.626763	115
0.607104	-0.603554	116
0.639139	-0.578890	117
0.669496	-0.552774	118
0.699845	-0.525209	119
0.726389	-0.497638	120
0.753497	-0.468296	121
0.778860	-0.437006	122
0.805212	-0.403458	123
0.825420	-0.373572	124
0.846038	-0.341892	125
0.864562	-0.309527	126
0.883350	-0.275528	127
0.898459	-0.243019	128
0.914310	-0.208259	129
0.928447	-0.170559	130
0.942439	-0.129072	131
0.959177	-0.082335	132
0.974228	-0.039370	133
0.998878	0.003424	134
