time = 2.1	Re = 0.1
0.176035	0.095374	0
0.219574	0.095451	1
0.251400	0.124049	2
0.274055	0.171606	3
0.280636	0.202814	4
0.286638	0.234226	5
0.287876	0.271266	6
0.287779	0.309301	7
0.282915	0.352180	8
0.275876	0.396584	9
0.263506	0.445130	10
0.247430	0.496875	11
0.235979	0.524961	12
0.224513	0.553085	13
0.209400	0.583593	14
0.193624	0.614792	15
0.172076	0.648247	16
0.146920	0.683353	17
0.111373	0.720175	18
0.060541	0.749817	19
0.003958	0.762776	20
-0.049860	0.766994	21
-0.099038	0.761454	22
-0.141607	0.754123	23
-0.177719	0.745172	24
-0.212960	0.738847	25
-0.243801	0.732135	26
-0.277264	0.727853	27
-0.335723	0.718528	28
-0.392369	0.710900	29
-0.444370	0.703365	30
-0.495167	0.696254	31
-0.542867	0.689066	32
-0.590191	0.681902	33
-0.633310	0.674857	34
-0.677747	0.666484	35
-0.707492	0.671407	36
-0.737119	0.676414	37
