time = 1.65	Re = 0.1
0.168956	0.107547	0
0.211547	0.115139	1
0.243352	0.144805	2
0.267697	0.189323	3
0.284442	0.246218	4
0.288785	0.279703	5
0.292498	0.313690	6
0.292041	0.352258	7
0.290236	0.391778	8
0.283830	0.434753	9
0.274927	0.479684	10
0.260670	0.527535	11
0.242027	0.577902	12
0.215584	0.630899	13
0.198173	0.658534	14
0.179535	0.686416	15
0.155024	0.713861	16
0.127517	0.740674	17
0.092450	0.763252	18
0.055651	0.781036	19
0.017739	0.791556	20
-0.018527	0.800010	21
-0.052776	0.803866	22
-0.086187	0.807808	23
-0.144406	0.809287	24
-0.196303	0.811331	25
-0.242291	0.814018	26
-0.285957	0.818580	27
-0.325919	0.824241	28
-0.365029	0.831252	29
-0.400038	0.839000	30
-0.434885	0.847542	31
-0.483804	0.875451	32
