time = 2.6	Re = 0.1
0.183291	0.080736	0
0.226938	0.072379	1
0.259299	0.099736	2
0.281057	0.150979	3
0.286138	0.185254	4
0.289771	0.220124	5
0.287820	0.260886	6
0.283662	0.303065	7
0.274175	0.350126	8
0.261759	0.399185	9
0.243175	0.453406	10
0.231557	0.482877	11
0.219788	0.512540	12
0.204175	0.545242	13
0.187636	0.579266	14
0.165875	0.617213	15
0.140270	0.658553	16
0.120613	0.682123	17
0.100360	0.705760	18
0.065644	0.728207	19
0.028192	0.740186	20
-0.011401	0.743202	21
-0.049050	0.745375	22
-0.081754	0.736899	23
-0.114056	0.729326	24
-0.137944	0.718666	25
-0.162712	0.710168	26
-0.207665	0.694907	27
-0.247569	0.680575	28
-0.288693	0.668388	29
-0.324422	0.656232	30
-0.362954	0.645124	31
-0.395827	0.633580	32
-0.433880	0.622204	33
-0.466199	0.610779	34
-0.498471	0.598489	35
-0.529910	0.586242	36
-0.561195	0.573455	37
-0.589547	0.560493	38
-0.617889	0.547311	39
-0.645300	0.533491	40
-0.672672	0.519580	41
-0.723281	0.490995	42
-0.772824	0.460733	43
-0.817265	0.431216	44
-0.862245	0.398441	45
-0.895799	0.384116	46
-0.925140	0.379165	47
