time = 7.15	Re = 0.1
0.188207	-0.067672	0
0.190396	-0.108776	1
0.196879	-0.143255	2
0.244901	-0.138423	3
0.273710	-0.109075	4
0.300400	-0.070136	5
0.319333	-0.013358	6
0.323417	0.018078	7
0.326912	0.050520	8
0.323653	0.085781	9
0.318146	0.122342	10
0.307568	0.157409	11
0.294460	0.192676	12
0.276160	0.227303	13
0.255882	0.260782	14
0.232915	0.293837	15
0.209659	0.326578	16
0.183561	0.362650	17
0.158451	0.402731	18
0.131298	0.454684	19
0.117235	0.488391	20
0.103308	0.525037	21
0.085717	0.578126	22
0.075683	0.612181	23
0.065184	0.649647	24
0.043112	0.699639	25
0.008816	0.690634	26
-0.027372	0.698098	27
-0.043086	0.691643	28
-0.034860	0.674845	29
-0.064947	0.663189	30
-0.101010	0.651669	31
-0.070320	0.668291	32
-0.043170	0.691682	33
-0.083474	0.649137	34
-0.125319	0.627272	35
-0.144114	0.615053	36
-0.155800	0.605925	37
-0.185284	0.589966	38
-0.152079	0.606056	39
-0.117356	0.622851	40
-0.081416	0.645182	41
-0.062097	0.668186	42
-0.042898	0.691541	43
-0.079156	0.644674	44
-0.112557	0.622445	45
-0.145370	0.605411	46
-0.176820	0.589038	47
-0.221451	0.565764	48
-0.256607	0.544259	49
-0.267140	0.534474	50
-0.298735	0.515779	51
-0.329300	0.496811	52
-0.320252	0.498376	53
-0.360904	0.471202	54
-0.398174	0.443622	55
-0.424996	0.419516	56
-0.461849	0.384334	57
-0.467185	0.375363	58
-0.488658	0.351583	59
-0.510156	0.327226	60
-0.529409	0.299709	61
-0.548506	0.271086	62
-0.573357	0.224245	63
-0.588683	0.191451	64
-0.603571	0.156888	65
-0.617060	0.112512	66
-0.626401	0.077661	67
-0.634924	0.041169	68
-0.637492	0.013147	69
-0.641534	-0.023792	70
-0.644604	-0.062520	71
-0.643385	-0.098830	72
-0.639492	-0.156161	73
-0.631961	-0.206110	74
-0.620751	-0.257047	75
-0.608281	-0.297312	76
-0.593108	-0.339632	77
-0.573967	-0.383462	78
-0.551227	-0.428933	79
-0.530749	-0.462596	80
-0.507885	-0.497838	81
-0.479896	-0.536088	82
-0.448000	-0.575826	83
-0.421092	-0.604820	84
-0.391555	-0.635279	85
-0.352703	-0.671012	86
-0.308020	-0.708589	87
-0.269341	-0.736643	88
-0.224627	-0.765954	89
-0.176051	-0.792006	90
-0.147686	-0.804205	91
-0.119152	-0.816136	92
-0.088892	-0.824233	93
-0.058748	-0.831991	94
-0.025521	-0.836530	95
0.007085	-0.840281	96
0.039052	-0.839929	97
0.070341	-0.839401	98
0.102105	-0.835413	99
0.132820	-0.831617	100
0.183097	-0.820304	101
0.231753	-0.807239	102
0.277026	-0.792422	103
0.321540	-0.777104	104
0.361342	-0.761253	105
0.401096	-0.744903	106
0.439349	-0.726968	107
0.477974	-0.708051	108
0.511680	-0.689343	109
0.545868	-0.669704	110
0.578705	-0.648545	111
0.611702	-0.626353	112
0.641290	-0.603671	113
0.671624	-0.579801	114
0.700815	-0.553935	115
0.731081	-0.526466	116
0.755006	-0.501229	117
0.779417	-0.474578	118
0.802106	-0.446756	119
0.825349	-0.417669	120
0.845087	-0.389196	121
0.865906	-0.359158	122
0.885686	-0.325942	123
0.905850	-0.289865	124
0.929805	-0.249131	125
0.951856	-0.211530	126
0.984020	-0.175235	127
