time = 0.75	Re = 0.1
0.154842	0.126781	0
0.192959	0.150765	1
0.226132	0.183069	2
0.255830	0.222264	3
0.282232	0.267621	4
0.304768	0.318788	5
0.322991	0.375011	6
0.329394	0.405370	7
0.335624	0.435863	8
0.339054	0.467970	9
0.342093	0.500313	10
0.342285	0.533528	11
0.341769	0.566910	12
0.338437	0.600443	13
0.334314	0.633944	14
0.327724	0.666919	15
0.320335	0.699623	16
0.310930	0.731136	17
0.301059	0.762245	18
0.289922	0.791712	19
0.278646	0.820964	20
0.255521	0.875721	21
0.232783	0.927240	22
0.220956	0.976067	23
