time = 5.35	Re = 0.1
0.199769	-0.006081	0
0.214327	-0.036315	1
0.228757	-0.064498	2
0.270193	-0.047356	3
0.289697	-0.015635	4
0.306367	0.020957	5
0.314423	0.071813	6
0.314323	0.125907	7
0.308411	0.156004	8
0.302244	0.186306	9
0.292043	0.216199	10
0.281384	0.246231	11
0.266443	0.277261	12
0.250900	0.307960	13
0.233251	0.339629	14
0.215445	0.371716	15
0.194663	0.407056	16
0.174056	0.444916	17
0.151119	0.489947	18
0.126708	0.543682	19
0.111028	0.579050	20
0.094814	0.617300	21
0.082964	0.645962	22
0.071320	0.675440	23
0.047437	0.698971	24
0.004425	0.707314	25
-0.026203	0.708825	26
-0.059085	0.705799	27
-0.036608	0.693959	28
-0.076732	0.682512	29
-0.094260	0.670295	30
-0.114619	0.653020	31
-0.125784	0.639537	32
-0.160393	0.622693	33
-0.160806	0.615351	34
-0.211411	0.592996	35
-0.233891	0.580046	36
-0.265169	0.563942	37
-0.273754	0.555689	38
-0.313722	0.535393	39
-0.358548	0.507378	40
-0.393731	0.481525	41
-0.440214	0.447084	42
-0.468959	0.420696	43
-0.511355	0.381777	44
-0.526981	0.361748	45
-0.566311	0.317067	46
-0.583522	0.291330	47
-0.608976	0.253132	48
-0.629172	0.217810	49
-0.648022	0.180868	50
-0.661067	0.148826	51
-0.673810	0.115529	52
-0.685233	0.079067	53
-0.695822	0.041042	54
-0.701632	0.009687	55
-0.707299	-0.022150	56
-0.711621	-0.058508	57
-0.715102	-0.095954	58
-0.715190	-0.126351	59
-0.715268	-0.156809	60
-0.713340	-0.194124	61
-0.710372	-0.232488	62
-0.705433	-0.263575	63
-0.700196	-0.294992	64
-0.692729	-0.326079	65
-0.684919	-0.357485	66
-0.675108	-0.387931	67
-0.664904	-0.418649	68
-0.652582	-0.448853	69
-0.639757	-0.479369	70
-0.626040	-0.506226	71
-0.612322	-0.533147	72
-0.596372	-0.559987	73
-0.580194	-0.586961	74
-0.562598	-0.612169	75
-0.544880	-0.637441	76
-0.524889	-0.662679	77
-0.504480	-0.687969	78
-0.483583	-0.710441	79
-0.462553	-0.732889	80
-0.439281	-0.754783	81
-0.415621	-0.776719	82
-0.390642	-0.796848	83
-0.365367	-0.817009	84
-0.337490	-0.836778	85
-0.308827	-0.856241	86
-0.281107	-0.871688	87
-0.252884	-0.887496	88
-0.222669	-0.901974	89
-0.191879	-0.916188	90
-0.160502	-0.927735	91
-0.129022	-0.939020	92
-0.093183	-0.949015	93
-0.057293	-0.957796	94
-0.015719	-0.968770	95
0.023337	-0.979144	96
0.065458	-0.998750	97
