time = 5.2	Re = 0.1
0.199878	-0.000526	0
0.215251	-0.029789	1
0.230462	-0.057218	2
0.271255	-0.039284	3
0.289980	-0.007602	4
0.305972	0.028536	5
0.313346	0.078637	6
0.312960	0.131726	7
0.307017	0.161365	8
0.300992	0.191080	9
0.291007	0.220569	10
0.280705	0.250175	11
0.266205	0.280852	12
0.251149	0.311340	13
0.234022	0.342804	14
0.216650	0.374813	15
0.196412	0.409862	16
0.176205	0.447390	17
0.153646	0.491717	18
0.129670	0.544045	19
0.114233	0.578106	20
0.098367	0.614507	21
0.075618	0.667401	22
0.054250	0.687883	23
0.029342	0.707161	24
-0.029989	0.710809	25
-0.021060	0.693651	26
-0.062870	0.694771	27
-0.084451	0.681798	28
-0.104500	0.663227	29
-0.116124	0.648534	30
-0.147981	0.632729	31
-0.149384	0.624449	32
-0.196818	0.603851	33
-0.218443	0.591386	34
-0.248422	0.576285	35
-0.257230	0.567932	36
-0.295759	0.549251	37
-0.339748	0.523057	38
-0.374826	0.498699	39
-0.421176	0.466798	40
-0.450321	0.441970	41
-0.493207	0.405933	42
-0.509516	0.386797	43
-0.549946	0.345237	44
-0.568092	0.320787	45
-0.594954	0.284829	46
-0.616615	0.251436	47
-0.637109	0.216458	48
-0.651784	0.185843	49
-0.666201	0.154159	50
-0.679561	0.119235	51
-0.692231	0.082907	52
-0.699858	0.052579	53
-0.707413	0.021916	54
-0.713974	-0.013251	55
-0.719885	-0.049447	56
-0.724147	-0.108732	57
-0.724847	-0.145184	58
-0.724709	-0.182624	59
-0.722104	-0.213283	60
-0.719352	-0.244129	61
-0.714330	-0.274931	62
-0.709146	-0.305930	63
-0.701921	-0.336248	64
-0.694495	-0.366763	65
-0.684890	-0.397030	66
-0.674931	-0.427504	67
-0.652821	-0.481640	68
-0.639597	-0.508788	69
-0.626344	-0.535984	70
-0.596588	-0.587287	71
-0.579532	-0.613120	72
-0.562317	-0.639010	73
-0.526571	-0.685463	74
-0.506553	-0.708365	75
-0.486452	-0.731268	76
-0.464855	-0.752537	77
-0.443232	-0.773818	78
-0.419135	-0.794848	79
-0.394658	-0.816002	80
-0.347120	-0.851186	81
-0.321291	-0.868014	82
-0.294460	-0.884577	83
-0.266633	-0.899299	84
-0.239119	-0.914142	85
-0.207234	-0.928487	86
-0.174774	-0.941868	87
-0.136735	-0.958278	88
-0.100505	-0.973803	89
-0.062810	-0.998805	90
