time = 3.2	Re = 0.1
0.190609	0.062755	0
0.233202	0.043317	1
0.266872	0.069018	2
0.277949	0.096911	3
0.289020	0.124808	4
0.293039	0.162868	5
0.294384	0.201979	6
0.289003	0.247086	7
0.280301	0.293737	8
0.265579	0.344989	9
0.247128	0.399016	10
0.234610	0.428872	11
0.222009	0.459071	12
0.207031	0.492287	13
0.191119	0.526977	14
0.171083	0.566003	15
0.148405	0.608982	16
0.132482	0.634887	17
0.116400	0.660924	18
0.091277	0.693856	19
0.049709	0.723166	20
-0.007180	0.729164	21
-0.057993	0.728308	22
-0.099926	0.710484	23
-0.132665	0.695073	24
-0.159298	0.679689	25
-0.190211	0.667710	26
-0.209545	0.655571	27
-0.241816	0.644944	28
-0.262574	0.634258	29
-0.289749	0.623800	30
-0.339288	0.603722	31
-0.382463	0.583612	32
-0.428535	0.562527	33
-0.466738	0.542024	34
-0.508778	0.519459	35
-0.542976	0.497708	36
-0.583237	0.472219	37
-0.615973	0.448372	38
-0.647953	0.422845	39
-0.678649	0.396702	40
-0.708687	0.369286	41
-0.734948	0.342758	42
-0.760799	0.315276	43
-0.784925	0.287302	44
-0.808758	0.258433	45
-0.829653	0.230108	46
-0.850237	0.201147	47
-0.869474	0.171354	48
-0.888274	0.140993	49
-0.904111	0.112174	50
-0.919862	0.083137	51
-0.934627	0.051976	52
-0.949439	0.019680	53
-0.975294	-0.016981	54
-1.000605	-0.039220	55
