time = 4.35	Re = 0.1
0.198048	0.029410	0
0.236252	-0.014668	1
0.273620	0.007162	2
0.288317	0.037799	3
0.301122	0.070867	4
0.305775	0.116118	5
0.304911	0.163338	6
0.294633	0.216587	7
0.278486	0.270816	8
0.266652	0.299650	9
0.254721	0.328376	10
0.240605	0.358595	11
0.226274	0.389145	12
0.209016	0.422496	13
0.191570	0.457457	14
0.171594	0.497392	15
0.150021	0.542223	16
0.136585	0.569459	17
0.122963	0.596912	18
0.105698	0.631776	19
0.085572	0.671314	20
0.055863	0.707711	21
0.010481	0.713384	22
-0.034063	0.712095	23
-0.071996	0.703847	24
-0.087083	0.683792	25
-0.116608	0.669935	26
-0.133869	0.658025	27
-0.156262	0.646336	28
-0.166419	0.636197	29
-0.195091	0.624333	30
-0.232051	0.605172	31
-0.263942	0.586958	32
-0.305382	0.566705	33
-0.334193	0.549284	34
-0.375447	0.527619	35
-0.393988	0.513240	36
-0.435763	0.488258	37
-0.457228	0.471156	38
-0.488202	0.448084	39
-0.514741	0.425959	40
-0.541051	0.402934	41
-0.561945	0.381303	42
-0.582842	0.359656	43
-0.604217	0.335026	44
-0.625565	0.309868	45
-0.657193	0.265177	46
-0.673867	0.239047	47
-0.690435	0.212731	48
-0.713804	0.166870	49
-0.726797	0.138418	50
-0.739713	0.109695	51
-0.757410	0.059961	52
-0.772043	0.008620	53
-0.783633	-0.043112	54
-0.792220	-0.096211	55
-0.796810	-0.145172	56
-0.799057	-0.195458	57
-0.798355	-0.244624	58
-0.795338	-0.295146	59
-0.789565	-0.342265	60
-0.781556	-0.390243	61
-0.770938	-0.437063	62
-0.758145	-0.484984	63
-0.743491	-0.527760	64
-0.726993	-0.571298	65
-0.707409	-0.614170	66
-0.684533	-0.659374	67
-0.672505	-0.688174	68
-0.660637	-0.716869	69
-0.653105	-0.757068	70
