time = 2.75	Re = 0.1
0.185317	0.076262	0
0.228787	0.065241	1
0.261419	0.092171	2
0.283104	0.144589	3
0.287842	0.179797	4
0.290850	0.215696	5
0.287987	0.257585	6
0.282662	0.300915	7
0.271812	0.349140	8
0.257849	0.399490	9
0.237538	0.455255	10
0.224984	0.485724	11
0.212147	0.516582	12
0.195346	0.550804	13
0.177308	0.586797	14
0.153381	0.627467	15
0.123380	0.673376	16
0.099326	0.699973	17
0.067532	0.724827	18
0.021981	0.735465	19
-0.017926	0.741023	20
-0.059362	0.737804	21
-0.096067	0.729497	22
-0.121859	0.716112	23
-0.151496	0.706973	24
-0.172971	0.696303	25
-0.197629	0.687547	26
-0.243044	0.671758	27
-0.283510	0.656611	28
-0.326014	0.642813	29
-0.362533	0.629064	30
-0.402314	0.615595	31
-0.435844	0.601899	32
-0.474968	0.587478	33
-0.507826	0.573298	34
-0.540590	0.558031	35
-0.572381	0.542569	36
-0.603896	0.526359	37
-0.632239	0.510161	38
-0.660529	0.493519	39
-0.687665	0.476172	40
-0.714865	0.458549	41
-0.739735	0.440698	42
-0.764637	0.422794	43
-0.788860	0.403960	44
-0.813086	0.385067	45
-0.856104	0.348349	46
-0.899219	0.307210	47
-0.932244	0.286554	48
-0.961741	0.275588	49
