time = 5.15	Re = 0.1
0.199883	0.001294	0
0.215516	-0.027616	1
0.230988	-0.054772	2
0.271564	-0.036581	3
0.290035	-0.004922	4
0.305811	0.031075	5
0.312970	0.080897	6
0.312499	0.133651	7
0.306554	0.163138	8
0.300580	0.192652	9
0.290675	0.222007	10
0.280501	0.251462	11
0.266147	0.282027	12
0.251254	0.312447	13
0.234304	0.343839	14
0.217079	0.375813	15
0.197028	0.410759	16
0.176957	0.448170	17
0.154534	0.492250	18
0.130703	0.544118	19
0.115326	0.577765	20
0.099609	0.613554	21
0.077341	0.664917	22
0.037766	0.706982	23
-0.020850	0.710940	24
-0.016418	0.693702	25
-0.055646	0.698132	26
-0.080544	0.686357	27
-0.101103	0.666868	28
-0.112896	0.651613	29
-0.143952	0.636132	30
-0.145679	0.627481	31
-0.191975	0.607473	32
-0.213333	0.595148	33
-0.242877	0.580356	34
-0.251732	0.571974	35
-0.289746	0.553806	36
-0.333479	0.528165	37
-0.368458	0.504288	38
-0.414708	0.473214	39
-0.443950	0.448894	40
-0.486957	0.413803	41
-0.503463	0.394963	42
-0.544211	0.354448	43
-0.562641	0.330429	44
-0.589912	0.295223	45
-0.612034	0.262484	46
-0.633065	0.228177	47
-0.648214	0.198055	48
-0.663171	0.166922	49
-0.677153	0.132545	50
-0.690470	0.096787	51
-0.698682	0.066842	52
-0.706856	0.036606	53
-0.714117	0.001858	54
-0.720821	-0.033878	55
-0.726398	-0.092581	56
-0.727953	-0.128705	57
-0.728739	-0.165796	58
-0.726860	-0.196266	59
-0.724929	-0.226871	60
-0.720731	-0.257560	61
-0.716394	-0.288378	62
-0.710000	-0.318608	63
-0.703473	-0.349004	64
-0.694770	-0.379243	65
-0.685765	-0.409666	66
-0.665379	-0.463840	67
-0.640770	-0.518304	68
-0.612840	-0.569803	69
-0.596755	-0.595812	70
-0.580556	-0.621822	71
-0.546727	-0.668679	72
-0.508768	-0.715054	73
-0.467750	-0.758326	74
-0.444849	-0.779745	75
-0.421690	-0.801291	76
-0.376322	-0.837378	77
-0.351708	-0.854951	78
-0.326805	-0.872481	79
-0.300159	-0.887529	80
-0.273803	-0.903109	81
-0.243089	-0.918673	82
-0.212127	-0.933352	83
-0.175641	-0.951407	84
-0.140816	-0.968547	85
-0.104666	-0.995351	86
