time = 3.75	Re = 0.1
0.194689	0.048535	0
0.236198	0.015781	1
0.271464	0.039765	2
0.283950	0.069143	3
0.295488	0.099553	4
0.299374	0.141156	5
0.299252	0.184106	6
0.291191	0.233122	7
0.278714	0.283519	8
0.259464	0.338104	9
0.247775	0.366875	10
0.236004	0.395763	11
0.220967	0.427602	12
0.205944	0.460165	13
0.188193	0.496825	14
0.169333	0.536203	15
0.145691	0.582028	16
0.131327	0.609195	17
0.116678	0.636652	18
0.094670	0.672940	19
0.051810	0.714451	20
0.011811	0.714187	21
-0.022177	0.721222	22
-0.054897	0.719556	23
-0.082765	0.708107	24
-0.099713	0.692913	25
-0.122102	0.682651	26
-0.154916	0.663739	27
-0.183926	0.646457	28
-0.219115	0.630809	29
-0.245905	0.616105	30
-0.282091	0.601282	31
-0.300974	0.589063	32
-0.338968	0.573180	33
-0.360530	0.560311	34
-0.390643	0.544975	35
-0.417316	0.529963	36
-0.443941	0.514821	37
-0.488587	0.484928	38
-0.535681	0.451147	39
-0.572949	0.419564	40
-0.613655	0.383020	41
-0.645098	0.349648	42
-0.681890	0.308753	43
-0.710274	0.272029	44
-0.736816	0.233444	45
-0.761182	0.194049	46
-0.783804	0.153016	47
-0.802192	0.114249	48
-0.819390	0.074087	49
-0.834273	0.033931	50
-0.848201	-0.007505	51
-0.859147	-0.046983	52
-0.868749	-0.087413	53
-0.876231	-0.128028	54
-0.883040	-0.169751	55
-0.886916	-0.208250	56
-0.890238	-0.247534	57
-0.891152	-0.287673	58
-0.891181	-0.329668	59
-0.897541	-0.380978	60
-0.911626	-0.412683	61
