time = 6.15	Re = 0.1
0.196867	-0.034893	0
0.206349	-0.070149	1
0.216721	-0.101740	2
0.261439	-0.089503	3
0.285279	-0.058184	4
0.306204	-0.019782	5
0.318553	0.034464	6
0.320995	0.093536	7
0.315728	0.126086	8
0.309276	0.159307	9
0.298408	0.191569	10
0.286161	0.223920	11
0.269292	0.256532	12
0.251310	0.288480	13
0.231128	0.320839	14
0.210852	0.353415	15
0.187581	0.389497	16
0.165122	0.428541	17
0.140152	0.477194	18
0.127155	0.507132	19
0.113910	0.538379	20
0.097400	0.581024	21
0.079226	0.631142	22
0.064129	0.674892	23
0.043162	0.698391	24
-0.013743	0.701658	25
-0.045144	0.698425	26
-0.076958	0.680820	27
-0.089925	0.667538	28
-0.098731	0.656352	29
-0.117149	0.644616	30
-0.079634	0.661350	31
-0.043093	0.691647	32
-0.078752	0.656129	33
-0.116211	0.636650	34
-0.145475	0.621681	35
-0.172080	0.604749	36
-0.182800	0.594190	37
-0.231230	0.570108	38
-0.226797	0.567024	39
-0.260656	0.549950	40
-0.293225	0.532839	41
-0.319196	0.516093	42
-0.355488	0.493032	43
-0.362954	0.484674	44
-0.407887	0.453554	45
-0.430647	0.433763	46
-0.453420	0.413922	47
-0.486696	0.378930	48
-0.508346	0.354631	49
-0.530048	0.329670	50
-0.554330	0.294606	51
-0.572178	0.267668	52
-0.589876	0.240064	53
-0.600736	0.215631	54
-0.615285	0.185722	55
-0.629619	0.154978	56
-0.639906	0.123158	57
-0.654700	0.074094	58
-0.664486	0.029946	59
-0.671869	-0.015880	60
-0.674781	-0.053818	61
-0.676538	-0.093650	62
-0.675690	-0.136190	63
-0.672885	-0.180571	64
-0.667673	-0.215313	65
-0.661537	-0.251167	66
-0.652208	-0.291044	67
-0.640928	-0.332362	68
-0.629296	-0.364043	69
-0.616906	-0.396415	70
-0.599475	-0.435030	71
-0.579802	-0.474871	72
-0.561490	-0.505552	73
-0.541922	-0.537133	74
-0.520479	-0.567079	75
-0.497540	-0.597726	76
-0.473222	-0.626354	77
-0.447218	-0.655728	78
-0.419288	-0.683396	79
-0.389141	-0.711695	80
-0.360169	-0.735525	81
-0.329258	-0.759822	82
-0.295722	-0.782914	83
-0.259695	-0.805926	84
-0.222248	-0.825918	85
-0.182078	-0.845244	86
-0.138197	-0.861929	87
-0.091535	-0.876151	88
-0.047025	-0.885287	89
-0.001817	-0.891922	90
0.043786	-0.894823	91
0.088780	-0.895385	92
0.130934	-0.892941	93
0.172022	-0.889372	94
0.212745	-0.883462	95
0.252520	-0.877413	96
0.286344	-0.870193	97
0.319625	-0.863213	98
0.352362	-0.854721	99
0.385130	-0.846459	100
0.415706	-0.836787	101
0.446579	-0.827814	102
0.478762	-0.816280	103
0.510137	-0.804144	104
0.548356	-0.791730	105
0.583602	-0.781328	106
0.624769	-0.780394	107
