time = 1.05	Re = 0.1
0.159875	0.120546	0
0.199413	0.139438	1
0.231929	0.170778	2
0.259608	0.211632	3
0.282620	0.260888	4
0.300239	0.317701	5
0.306047	0.349555	6
0.311523	0.381664	7
0.313587	0.416466	8
0.314715	0.451949	9
0.312319	0.489294	10
0.308473	0.527401	11
0.300698	0.566547	12
0.290677	0.606223	13
0.276512	0.645858	14
0.259383	0.685355	15
0.238088	0.723396	16
0.213985	0.759979	17
0.186401	0.793322	18
0.157412	0.824047	19
0.127852	0.850713	20
0.098666	0.875505	21
0.071399	0.897457	22
0.045272	0.918996	23
0.021950	0.938928	24
-0.000815	0.958975	25
-0.028938	1.000688	26
