time = 6.6	Re = 0.1
0.193644	-0.050121	0
0.199851	-0.088132	1
0.208261	-0.121141	2
0.254594	-0.112113	3
0.280803	-0.081508	4
0.304332	-0.042632	5
0.319525	0.013010	6
0.321907	0.043562	7
0.324046	0.074444	8
0.319536	0.108366	9
0.313327	0.143054	10
0.302442	0.176696	11
0.289630	0.210322	12
0.271954	0.243859	13
0.252873	0.276362	14
0.231350	0.309090	15
0.209681	0.341848	16
0.185219	0.377892	17
0.161573	0.417559	18
0.135622	0.467814	19
0.122133	0.499512	20
0.108518	0.533220	21
0.091522	0.580413	22
0.081928	0.609566	23
0.072262	0.639056	24
0.063169	0.670443	25
0.039807	0.699521	26
-0.007746	0.695738	27
-0.041518	0.699801	28
-0.073823	0.686474	29
-0.042622	0.691400	30
-0.069033	0.670480	31
-0.097298	0.653940	32
-0.112399	0.642189	33
-0.122571	0.632804	34
-0.146029	0.619709	35
-0.095312	0.643314	36
-0.068548	0.662840	37
-0.042839	0.691503	38
-0.067625	0.660962	39
-0.092603	0.640487	40
-0.141642	0.615303	41
-0.177766	0.596819	42
-0.208321	0.578395	43
-0.219013	0.568429	44
-0.246895	0.553630	45
-0.274470	0.538835	46
-0.267839	0.537824	47
-0.305358	0.516652	48
-0.340798	0.495263	49
-0.367713	0.475501	50
-0.405142	0.447327	51
-0.411770	0.438684	52
-0.456952	0.400203	53
-0.478660	0.376956	54
-0.500354	0.353151	55
-0.530649	0.312666	56
-0.550029	0.284398	57
-0.569327	0.254929	58
-0.589406	0.215310	59
-0.603951	0.184519	60
-0.618103	0.152589	61
-0.625422	0.126170	62
-0.635678	0.092640	63
-0.645476	0.057803	64
-0.650853	0.023437	65
-0.657841	-0.030212	66
-0.660299	-0.077856	67
-0.659731	-0.126873	68
-0.655990	-0.166601	69
-0.650389	-0.208404	70
-0.641500	-0.252421	71
-0.629937	-0.298226	72
-0.617892	-0.333134	73
-0.604349	-0.369395	74
-0.586613	-0.409151	75
-0.566171	-0.450354	76
-0.547607	-0.481060	77
-0.527724	-0.512849	78
-0.501152	-0.550246	79
-0.471307	-0.589011	80
-0.445207	-0.618247	81
-0.416748	-0.648636	82
-0.386607	-0.676964	83
-0.353592	-0.706202	84
-0.319052	-0.733202	85
-0.280744	-0.761079	86
-0.239547	-0.786555	87
-0.193027	-0.811806	88
-0.148000	-0.830976	89
-0.098442	-0.847751	90
-0.045862	-0.858948	91
0.008793	-0.865611	92
0.060321	-0.866325	93
0.111168	-0.863459	94
0.160153	-0.856714	95
0.207332	-0.848199	96
0.248158	-0.838409	97
0.287996	-0.828343	98
0.326495	-0.816862	99
0.364387	-0.805146	100
0.399450	-0.792649	101
0.434412	-0.780011	102
0.468670	-0.765147	103
0.503848	-0.749958	104
0.533277	-0.734956	105
0.563173	-0.719674	106
0.592021	-0.703027	107
0.621451	-0.685975	108
0.648075	-0.667990	109
0.675967	-0.649625	110
0.704014	-0.628544	111
0.733298	-0.605592	112
0.767715	-0.580716	113
0.799711	-0.557900	114
0.840497	-0.541510	115
