time = 6.2	Re = 0.1
0.196567	-0.036622	0
0.205695	-0.072182	1
0.215825	-0.103968	2
0.260734	-0.092077	3
0.284850	-0.060801	4
0.306063	-0.022326	5
0.318712	0.032092	6
0.321368	0.091440	7
0.316166	0.124151	8
0.309726	0.157544	9
0.298850	0.189944	10
0.286521	0.222449	11
0.269551	0.255158	12
0.251440	0.287166	13
0.231107	0.319565	14
0.210666	0.352180	15
0.187270	0.388253	16
0.164686	0.427369	17
0.139596	0.476222	18
0.126552	0.506348	19
0.113253	0.537879	20
0.096687	0.581017	21
0.078420	0.631985	22
0.063182	0.677091	23
0.037129	0.696758	24
-0.020456	0.701609	25
-0.050531	0.696656	26
-0.079739	0.677101	27
-0.092443	0.664387	28
-0.101064	0.653511	29
-0.120185	0.641773	30
-0.081344	0.659152	31
-0.042531	0.691345	32
-0.080232	0.654259	33
-0.118848	0.634242	34
-0.148914	0.618907	35
-0.175954	0.601850	36
-0.186691	0.591365	37
-0.235955	0.566728	38
-0.231251	0.563880	39
-0.265558	0.546390	40
-0.298484	0.528838	41
-0.324609	0.511787	42
-0.361085	0.488201	43
-0.368470	0.479809	44
-0.413538	0.447902	45
-0.436211	0.427737	46
-0.458904	0.407467	47
-0.491925	0.371862	48
-0.513360	0.347124	49
-0.534865	0.321655	50
-0.558739	0.286057	51
-0.576275	0.258681	52
-0.593633	0.230586	53
-0.604114	0.205895	54
-0.618234	0.175553	55
-0.632116	0.144326	56
-0.641863	0.112183	57
-0.655867	0.062536	58
-0.664880	0.017943	59
-0.671435	-0.028308	60
-0.673613	-0.066498	61
-0.674614	-0.106610	62
-0.672889	-0.149393	63
-0.669134	-0.194012	64
-0.663189	-0.228828	65
-0.656257	-0.264807	66
-0.645999	-0.304740	67
-0.633723	-0.346119	68
-0.621314	-0.377726	69
-0.608115	-0.410096	70
-0.589656	-0.448623	71
-0.568866	-0.488386	72
-0.549697	-0.518925	73
-0.529209	-0.550404	74
-0.506866	-0.580171	75
-0.482920	-0.610671	76
-0.457599	-0.639080	77
-0.430491	-0.668307	78
-0.401387	-0.695729	79
-0.369927	-0.723838	80
-0.339707	-0.747435	81
-0.307297	-0.771476	82
-0.272083	-0.794124	83
-0.234038	-0.816600	84
-0.194598	-0.835822	85
-0.152156	-0.853830	86
-0.106123	-0.868569	87
-0.057646	-0.880369	88
-0.012106	-0.887013	89
0.033628	-0.891082	90
0.079152	-0.891492	91
0.123663	-0.889831	92
0.164979	-0.885544	93
0.205223	-0.880454	94
0.245021	-0.873250	95
0.284035	-0.866088	96
0.317174	-0.857969	97
0.349980	-0.850049	98
0.382284	-0.840745	99
0.414827	-0.831618	100
0.444957	-0.821389	101
0.475254	-0.811194	102
0.506513	-0.798337	103
0.538220	-0.785081	104
0.576203	-0.771549	105
0.611214	-0.759945	106
0.652596	-0.757347	107
