time = 0.85	Re = 0.1
0.156621	0.124621	0
0.195121	0.147067	1
0.228065	0.179030	2
0.257066	0.218762	3
0.282323	0.265422	4
0.303179	0.318554	5
0.311184	0.347910	6
0.319105	0.377352	7
0.324059	0.409224	8
0.328597	0.441400	9
0.330097	0.475259	10
0.330886	0.509516	11
0.328493	0.544698	12
0.324967	0.580142	13
0.318247	0.615659	14
0.310192	0.651125	15
0.299258	0.685837	16
0.287001	0.720015	17
0.272391	0.752640	18
0.256942	0.784382	19
0.240246	0.813983	20
0.223258	0.842794	21
0.206356	0.869330	22
0.189675	0.895626	23
0.158002	0.944353	24
0.140868	0.991099	25
