time = 4.6	Re = 0.1
0.198948	0.020667	0
0.217114	-0.003350	1
0.235262	-0.027328	2
0.273583	-0.006527	3
0.289379	0.024545	4
0.302950	0.058562	5
0.308229	0.105326	6
0.307301	0.154307	7
0.296344	0.209329	8
0.278868	0.264996	9
0.266190	0.294444	10
0.253298	0.323736	11
0.238224	0.354430	12
0.222934	0.385523	13
0.204806	0.419402	14
0.186446	0.455239	15
0.165662	0.496490	16
0.143241	0.543545	17
0.129195	0.572616	18
0.114810	0.602528	19
0.096325	0.641483	20
0.071034	0.690652	21
0.039187	0.696103	22
0.007704	0.711702	23
-0.037328	0.713092	24
-0.074837	0.693962	25
-0.098832	0.678085	26
-0.106350	0.663392	27
-0.140207	0.648902	28
-0.158442	0.637268	29
-0.183114	0.625073	30
-0.192676	0.615793	31
-0.224451	0.602349	32
-0.263771	0.581724	33
-0.296929	0.562179	34
-0.340438	0.539066	35
-0.369758	0.519818	36
-0.412257	0.494378	37
-0.430455	0.478724	38
-0.472702	0.449212	39
-0.493565	0.430021	40
-0.523966	0.403232	41
-0.549662	0.377806	42
-0.574914	0.351206	43
-0.594477	0.326847	44
-0.614038	0.302136	45
-0.633683	0.274319	46
-0.653150	0.245695	47
-0.680867	0.195758	48
-0.695060	0.166641	49
-0.709019	0.137046	50
-0.727558	0.086473	51
-0.737453	0.055156	52
-0.747161	0.023322	53
-0.758978	-0.030817	54
-0.767176	-0.086245	55
-0.771799	-0.141840	56
-0.772959	-0.198565	57
-0.770415	-0.250297	58
-0.764981	-0.303154	59
-0.756422	-0.354372	60
-0.744839	-0.406745	61
-0.730922	-0.455117	62
-0.714166	-0.503988	63
-0.694627	-0.551039	64
-0.672097	-0.599005	65
-0.648675	-0.641283	66
-0.622802	-0.684209	67
-0.594083	-0.725548	68
-0.559941	-0.769287	69
-0.541034	-0.796862	70
-0.522390	-0.824301	71
-0.507402	-0.862500	72
