time = 4.4	Re = 0.1
0.198255	0.027672	0
0.236101	-0.017194	1
0.273658	0.004435	2
0.288564	0.035159	3
0.301514	0.068430	4
0.306276	0.113972	5
0.305387	0.161542	6
0.294965	0.215151	7
0.278542	0.269671	8
0.266535	0.298636	9
0.254412	0.327472	10
0.240087	0.357810	11
0.225573	0.388461	12
0.208139	0.421921	13
0.190504	0.457065	14
0.170364	0.497264	15
0.148609	0.542540	16
0.135117	0.570097	17
0.121277	0.598062	18
0.103847	0.633616	19
0.082998	0.674687	20
0.045423	0.710486	21
0.000994	0.713438	22
-0.043802	0.711655	23
-0.078626	0.698241	24
-0.091279	0.679297	25
-0.121415	0.665541	26
-0.138901	0.653720	27
-0.161636	0.641963	28
-0.171681	0.632046	29
-0.200987	0.619885	30
-0.238332	0.600514	31
-0.270546	0.582049	32
-0.312434	0.561263	33
-0.341364	0.543503	34
-0.382910	0.521125	35
-0.401395	0.506499	36
-0.443350	0.480641	37
-0.464688	0.463129	38
-0.495609	0.439331	39
-0.522026	0.416551	40
-0.548179	0.392826	41
-0.568817	0.370644	42
-0.589502	0.348379	43
-0.610545	0.323116	44
-0.631588	0.297252	45
-0.662509	0.251494	46
-0.678712	0.224760	47
-0.694822	0.197768	48
-0.717269	0.150922	49
-0.729673	0.121872	50
-0.741991	0.092509	51
-0.758565	0.041818	52
-0.772010	-0.010407	53
-0.782259	-0.062958	54
-0.789418	-0.116867	55
-0.792626	-0.166461	56
-0.793415	-0.217356	57
-0.791218	-0.267006	58
-0.786549	-0.318017	59
-0.779165	-0.365480	60
-0.769473	-0.413757	61
-0.757151	-0.460761	62
-0.742464	-0.508826	63
-0.726080	-0.551540	64
-0.707655	-0.595019	65
-0.686374	-0.637688	66
-0.661438	-0.682704	67
-0.647863	-0.711630	68
-0.634583	-0.740182	69
-0.626533	-0.779165	70
