time = 0.9	Re = 0.1
0.157507	0.123526	0
0.196199	0.145185	1
0.229031	0.176989	2
0.257693	0.216995	3
0.282383	0.264305	4
0.302425	0.318370	5
0.309879	0.348357	6
0.317185	0.378475	7
0.321412	0.411093	8
0.325102	0.444104	9
0.325629	0.478837	10
0.325268	0.514054	11
0.321566	0.550217	12
0.316485	0.586698	13
0.308002	0.623218	14
0.297846	0.659688	15
0.284540	0.695241	16
0.269664	0.730144	17
0.252160	0.763155	18
0.233635	0.795045	19
0.213942	0.824377	20
0.193907	0.852643	21
0.174266	0.878406	22
0.154999	0.903804	23
0.119224	0.950637	24
0.099193	0.996250	25
