time = 2.95	Re = 0.1
0.187867	0.070127	0
0.230962	0.055592	1
0.264011	0.081983	2
0.285777	0.135891	3
0.290140	0.172410	4
0.292367	0.209679	5
0.288343	0.253029	6
0.281492	0.297862	7
0.268908	0.347461	8
0.252894	0.399536	9
0.241658	0.428339	10
0.230397	0.457261	11
0.216668	0.489007	12
0.202490	0.521489	13
0.184133	0.557827	14
0.164034	0.596735	15
0.137008	0.641727	16
0.118420	0.668302	17
0.098182	0.695450	18
0.058358	0.723976	19
0.011678	0.733147	20
-0.035489	0.734708	21
-0.079153	0.728856	22
-0.112192	0.712971	23
-0.142951	0.701065	24
-0.163962	0.687951	25
-0.193859	0.678454	26
-0.214530	0.667962	27
-0.240151	0.658738	28
-0.287212	0.641552	29
-0.328914	0.624632	30
-0.373193	0.608018	31
-0.410652	0.591587	32
-0.451794	0.574428	33
-0.485874	0.557406	34
-0.525935	0.538383	35
-0.559099	0.520134	36
-0.591882	0.500495	37
-0.623618	0.480426	38
-0.654864	0.459319	39
-0.682671	0.438543	40
-0.710320	0.417089	41
-0.736581	0.395000	42
-0.762897	0.372362	43
-0.786674	0.349854	44
-0.810352	0.327054	45
-0.833080	0.303358	46
-0.855524	0.279303	47
-0.874979	0.256077	48
-0.894478	0.232797	49
-0.913476	0.207144	50
-0.932469	0.181083	51
-0.963053	0.152869	52
-0.991085	0.136291	53
